player_id,name,hand,date_of_birth,country,height
126197,Luz O.,R,19980208,BRA,177
103472,Maamoun K.,R,19791118,EGY,177
207830,Machac T.,R,20001013,CZE,177
104349,Machado R.,R,19840410,POR,178
120424,Maden Y.,R,19891028,GER,185
126149,Mager G.,R,19941201,ITA,185
103917,Mahut N.,R,19820121,FRA,190
111794,Majchrzak K.,R,19960113,POL,177
103598,Malisse X.,R,19800719,BEL,185
105173,Mannarino A.,L,19880629,FRA,183
105711,Marcan D.,R,19910212,CRO,177
105011,Marchenko I.,R,19870908,UKR,185
105406,Marcora R.,R,19890830,ITA,177
103543,Marrero D.,R,19800408,ESP,185
109739,Marterer M.,L,19950615,GER,177
105894,Marti J.,R,19920111,ESP,177
105161,Marti Y.,R,19880607,SUI,173
103252,Martin A.,R,19780820,ESP,175
104802,Martin F.,R,19860911,FRA,177
103492,Martinez P.,R,19800115,MEX,177
103454,Massu N.,R,19791010,CHI,183
109054,Masur D.,R,19940611,GER,177
103908,Mathieu P.H.,R,19820112,FRA,185
104594,Matosevic M.,R,19850808,AUS,194
104252,Mayer F.,R,19831005,GER,190
104919,Mayer L.,R,19870515,ARG,188
208004,Mayot H.,R,20020204,FRA,177
105404,Mcclune M.,R,19890822,USA,188
111456,Mcdonald M.,R,19950416,USA,177
104945,Mcgee J.,R,19870610,IRL,183
101036,Mecir M.,R,19640519,SVK,190
209098,Medjedovic H.,R,20030718,SRB,177
106421,Medvedev D.,R,19960211,RUS,198
103747,Meffert D.,R,19810409,GER,198
105336,Meister N.,U,19890515,USA,177
200711,Mejia N.,R,20000211,COL,177
105254,Mektic N.,R,19881224,CRO,183
101897,Meligeni Rodrigues F.,L,19710412,BRA,180
103672,Mello R.,L,19801221,BRA,175
105589,Melzer G.,L,19900713,AUT,188
103781,Melzer J.,L,19810522,AUT,183
104629,Menendez-Maceiras A.,R,19851028,ESP,177
110778,Menezes J.,R,19961217,BRA,177
104963,Mertens Y.,R,19870625,BEL,177
103902,Mertl J.,R,19820103,CZE,190
105175,Mesaros K.,R,19880702,CRO,177
105678,Michon A.,L,19901216,FRA,177
111192,Miedler L.,R,19960621,AUT,177
105357,Millman J.,R,19890614,AUS,183
104672,Millot V.,L,19860130,FRA,173
110748,Milojevic N.,R,19950619,SRB,188
105917,Mina G.,R,19920209,FRA,185
104371,Minar I.,R,19840521,CZE,183
106093,Mitchell B.,R,19921130,AUS,177
111581,Mmoh M.,R,19980110,USA,177
132422,Mochizuki S.,U,19960907,JPN,177
202359,Moeller M.,U,19990118,GER,177
144684,Molcan A.,L,19971201,SVK,177
200484,Molleker R.,R,20001026,GER,177
105120,Molteni A.,R,19880315,ARG,177
104338,Monaco J.,R,19840329,ARG,185
104792,Monfils G.,R,19860901,FRA,193
103656,Montanes A.,R,19801126,ESP,175
122368,Monteiro J.,U,19931227,POR,177
106329,Monteiro T.,L,19940531,BRA,183
121531,Moraing M.,L,19920620,GER,177
103925,Moraru G.,R,19820128,ROU,180
105655,Moriya H.,R,19901016,JPN,170
126237,Moroni G.,R,19980213,ITA,177
106425,Mott B.,U,19960421,AUS,177
144895,Moutet C.,L,19990419,FRA,178
102845,Moya C.,R,19760827,ESP,190
124154,Mukund S.,R,19970114,IND,177
124186,Muller A.,R,19970201,FRA,177
101096,Muller G.,L,19641227,RSA,190
132769,Munar J.,U,19970505,ESP,177
103926,Munoz De La Nava D.,L,19820129,ESP,177
103926,Munoz-De La Nava D.,L,19820129,ESP,177
104918,Murray A.,R,19870515,GBR,190
207518,Musetti L.,R,20020303,ITA,185
101404,Muster T.,L,19671002,AUT,180
105031,Myneni S.,R,19871019,IND,193
104745,Nadal R.,L,19860603,ESP,185
111576,Nagal S.,R,19970816,IND,177
206909,Nakashima B.,R,20010803,USA,177
103900,Nalbandian D.,R,19820101,ARG,180
106227,Nam J.S.,R,19930815,KOR,177
109303,Napolitano S.,R,19950411,ITA,177
208134,Nardi L.,R,20030806,ITA,177
104851,Naso G.,R,19870106,ITA,177
124013,Nava E.,R,19970311,USA,177
103868,Navarro-Pastor I.,R,19811019,ESP,183
104729,Nedelko I.,R,19860512,RUS,177
104873,Nedovyesov A.,R,19870215,KAZ,193
105233,Nedunchezhiyan J.,L,19881020,IND,177
209903,Neumayer L.,R,20020906,AUT,183
104233,Nielsen F.,R,19830827,DEN,190
103813,Nieminen J.,L,19810723,FIN,185
105026,Niki T.,U,19871012,JPN,177
126627,Nikles J.,R,19970323,SUI,177
103851,Niland C.,R,19810919,IRL,185
105453,Nishikori K.,R,19891229,JPN,178
106415,Nishioka Y.,L,19950927,JPN,170
111815,Norrie C.,L,19950823,GBR,188
104131,Novak D.,L,19830222,CZE,177
106261,Novikov D.,R,19931106,USA,177
106331,O Connell C.,R,19940603,AUS,183
104639,Odesnik W.,L,19851121,USA,180
124116,Ofner S.,R,19960512,AUT,177
106120,Ojeda Lara R.,R,19930126,ESP,177
103174,Okun N.,R,19780416,ISR,185
105128,Olaso G.,U,19880325,ESP,177
200075,Oliel Y.,L,20000105,ISR,177
105874,Olivetti A.,R,19911124,FRA,203
105952,Olivo R.,R,19920315,ARG,180
124187,Opelka R.,R,19970828,USA,211
105751,Ortega-Olmedo R.,U,19910414,ESP,177
104667,Oswald P.,R,19860123,AUT,201
106214,Otte O.,R,19930716,GER,177
104467,Ouahab L.,R,19841222,ALG,185
104721,Ouanna J.,R,19860414,FRA,193
105999,Ouyang B.,L,19920519,CHN,177
105332,Paire B.,R,19890508,FRA,196
111156,Pasha N.,U,19920715,USA,177
103535,Patience O.,R,19800325,FRA,180
106250,Patino L.,R,19931006,MEX,177
104652,Paul T.,L,19851226,USA,180
105302,Pavic A.,R,19890307,CRO,177
106207,Pavic M.,L,19930704,CRO,193
106361,Pavlasek A.,R,19941008,CZE,186
106290,Peliwo F.,R,19940130,CAN,180
105550,Pella G.,L,19900517,ARG,185
126504,Pellegrino A.,R,19970323,ITA,177
103162,Petrovic D.,R,19780403,SRB,177
104332,Petzschner P.,R,19840324,GER,185
103580,Peya A.,R,19800627,AUT,183
103451,Phau B.,R,19791004,GER,175
200436,Piros Z.,R,19991013,HUN,177
105070,Podlipnik H.,R,19880109,CHI,183
104385,Poerschke L.,R,19840617,GER,177
105166,Polansky P.,R,19880615,CAN,180
117360,Polmans M.,R,19970502,AUS,177
