name,followers_2019,followers_2021,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Takahashi Y.,1000,1001,0,0,1,0,0,0,0,0,0,0,0
Takeuchi K.,1000,1001,9,54,86,54,90,106,54,92,36,29,29
Tavares L.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Tearney F.,1000,1001,0,0,3,7,2,123,77,52,0,18,9
Teixeira M.,1000,1001,136,308,208,260,72,172,42,0,0,0,0
Tepavac M.,1000,1001,0,0,2,30,81,163,278,86,39,78,81
Thiem D.,556312,1425917,9,32,147,410,989,1600,3415,4015,4095,5825,9125
Thompson C.,1000,1001,0,0,0,1,3,84,39,1,0,0,0
Thompson J.,11272,33666,0,0,0,0,0,0,0,0,0,0,0
Tiafoe F.,10509,208500,0,0,0,0,7,286,550,662,1080,1050,1030
Tipsarevic J.,1000,1001,935,2595,2990,1130,0,106,423,556,0,225,208
Tirante T.A.,1000,1001,0,0,0,0,0,0,0,1,8,23,107
Tiurnev E.,1000,1001,0,0,0,1,65,33,113,80,131,73,92
Tomic B.,5655,4960,239,970,825,910,797,1675,1465,395,655,273,253
Topic J.,1000,1001,9,15,33,43,10,8,0,2,0,0,0
Topo M.,1000,1001,0,0,0,0,0,0,0,0,0,0,2
Torebko P.,1000,1001,57,204,170,86,203,100,124,58,108,116,120
Torpegaard M.,1000,1001,0,0,0,6,0,16,137,30,74,303,340
Travaglia S.,1000,1001,65,94,39,110,247,87,146,414,426,637,869
Trevisan M.,1000,1001,163,89,9,125,108,85,25,2,0,0,0
Trinker B.,1000,1001,6,25,32,98,108,216,65,16,0,2,2
Troicki V.,1000,1001,1430,1655,1055,660,558,1487,1385,880,247,330,323
Trongcharoenchaikul W.,1000,1001,0,1,11,14,17,4,24,73,72,35,36
Trungelliti M.,1000,1001,87,136,238,168,199,231,417,235,482,236,226
Trusendi W.,1000,1001,104,111,103,121,96,22,119,33,27,5,3
Tseng C.H.,1000,1001,0,0,0,0,0,0,1,2,85,131,185
Tsitsipas P.,1000,1001,0,0,0,0,0,0,0,1,1,3,12
Tsitsipas S.,453918,1465164,0,0,0,1,5,57,260,606,2095,5300,5925
Tsonga J.W.,1000,1001,2345,4335,3490,3065,2740,2635,2550,2320,200,1410,1005
Tu L.,1000,1001,0,0,0,0,6,0,0,0,0,0,0
Tursunov D.,1000,1001,263,988,464,1244,520,0,105,72,0,0,0
Tiurnev E.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Uchiyama Y.,1000,1001,29,82,98,161,167,206,226,234,275,651,696
Udomchoke D.,1000,1001,74,234,378,92,166,6,0,0,0,0,0
Ungur A.,1000,1001,285,501,557,474,327,305,155,67,1,0,0
Vagnozzi S.,1000,1001,297,306,198,161,62,2,0,0,0,0,0
Vaisse M.,1000,1001,0,0,14,106,171,28,5,0,0,0,0
Valkusz M.,1000,1001,0,0,0,0,0,3,12,18,215,50,50
Van D. Merwe I.,1000,1001,308,501,225,0,1,0,0,0,0,0,0
Van De Zandschulp B.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Van Der Merwe I.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Van Rijthoven T.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Vanni L.,1000,1001,111,103,149,19,353,552,393,220,335,130,81
Vardhan V.,1000,1001,105,140,126,37,40,81,93,65,5,0,0
Varillas J.P.,1000,1001,0,0,0,2,36,45,44,72,135,372,411
Vasilevski A.,1000,1001,22,18,32,21,52,33,28,0,0,0,0
Vassallo-Arguello M.,1000,1001,156,27,0,0,0,0,0,0,0,0,0
Vatutin A.,1000,1001,2,13,75,106,53,160,167,304,310,233,222
Vega Hernandez D.,1000,1001,0,0,7,71,85,83,26,47,28,1,1
Veger F.,1000,1001,0,3,16,47,63,64,44,0,0,0,0
Veic A.,1000,1001,277,319,429,218,208,83,0,0,0,0,0
Velotti A.,1000,1001,44,133,299,199,181,92,312,80,22,96,105
Ventura S.,1000,1001,215,0,0,0,0,0,0,0,0,0,0
Venus M.,1000,1001,131,106,63,99,101,41,10,0,0,0,0
Verdasco F.,254922,285325,3240,1550,1490,1235,1135,900,1035,1295,1410,1025,975
Vesely J.,8597,10141,11,37,183,616,743,1057,848,815,629,544,913
Vilella Martinez M.,1000,1001,0,0,3,11,7,83,109,141,207,258,339
Vinciguerra A.,1000,1001,42,0,23,24,0,0,0,0,0,0,0
Viola M.,1000,1001,38,27,12,0,0,0,0,0,0,0,0
Viola Mat.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Vliegen K.,1000,1001,184,0,0,0,0,0,0,0,0,0,0
Volandri F.,1000,1001,574,696,582,694,230,256,190,0,0,0,0
Vrbensky M.,1000,1001,0,0,0,0,0,0,0,13,72,76,146
Vukic A.,1000,1001,0,0,0,0,4,35,26,77,73,155,331
Wachiramanowong K.,1000,1001,46,59,35,19,19,23,7,4,0,0,0
Walter L.,1000,1001,134,159,8,0,0,0,0,0,0,0,0
Wang C.,1000,1001,6,20,29,20,108,43,47,75,9,11,11
Wang J.,1000,1001,15,171,362,302,450,159,96,18,0,0,0
Ward A.,1000,1001,69,123,84,96,128,143,106,170,30,0,0
Ward J.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Watanuki Y.,1000,1001,0,4,8,21,67,59,23,21,0,0,0
Wawrinka S.,913567,1246096,1755,1820,1900,3730,5370,6865,5315,3150,785,2000,2320
Weintraub A.,1000,1001,159,236,244,266,128,238,229,6,0,0,0
Wessels L.,1000,1001,0,0,0,0,0,0,64,40,132,76,80
Westerhof B.,1000,1001,34,137,179,198,205,59,42,86,21,0,0
Whittington A.,1000,1001,0,8,19,111,63,55,335,231,50,0,0
Williams R.,1000,1001,17,60,247,434,221,27,60,11,0,0,0
Willis M.,1000,1001,36,21,10,122,121,83,91,46,3,0,0
Witten J.,1000,1001,215,60,42,36,26,18,9,6,2,1,2
Wolf J.J.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Wolmarans F.,1000,1001,164,155,128,40,99,51,0,0,0,0,0
Wu D.,1000,1001,96,88,273,240,166,218,372,214,124,126,138
Wu T.L.,1000,1001,0,0,0,0,0,2,15,61,72,205,223
Wu Y.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Yang T.H.,1000,1001,147,289,185,164,192,245,25,194,160,141,113
Yani M.,1000,1001,156,271,218,24,0,0,0,0,0,0,0
Ymer E.,1000,1001,0,0,0,24,210,431,372,392,510,290,309
Ymer M.,1000,1001,0,0,0,0,5,54,75,92,178,763,763
Young D.,1000,1001,435,1004,255,569,796,907,651,816,182,210,135
Youzhny M.,1000,1001,2920,1105,1335,2145,850,465,826,633,0,0,0
Yuksel A.,1000,1001,2,7,9,8,21,38,73,32,14,0,0
Zampieri C.,1000,1001,218,189,9,57,102,148,195,24,0,0,0
Zapata Miralles B.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Zayed M.S.,1000,1001,0,0,1,1,0,1,1,0,0,0,0
Zayid M.,1000,1001,0,0,0,0,2,3,5,2,3,0,0
Zayid M.S.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Zeballos H.,1000,1001,517,516,615,835,455,475,722,768,300,0,0
Zekic M.,1000,1001,57,148,87,89,106,193,271,148,166,46,75
Zemlja G.,1000,1001,384,491,782,467,17,297,396,51,0,0,0
Zeppieri G.,1000,1001,0,0,0,0,0,0,0,0,10,96,135
Zhang Z.,1000,1001,141,158,351,182,271,264,272,266,245,107,92
Zhang Ze,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Zhang Ze.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Zhang Zh.,1000,1001,0,0,0,0,0,0,0,0,0,0,0
Ziadi M.,1000,1001,6,36,21,4,7,0,0,0,0,0,0
Zopp J.,1000,1001,218,359,579,128,264,343,144,338,371,71,51
Zuk K.,1000,1001,0,0,0,0,0,1,12,3,11,70,209
Zverev A.,72686,1475925,0,0,15,21,389,647,1655,4610,6385,3345,5525
Zverev M.,43073,116449,611,233,350,295,29,299,874,1302,750,144,208
