,Winner,Loser,size
2238,Bolelli S.,Brown D.,1
2239,Bolelli S.,Capdeville P.,1
2240,Bolelli S.,Carballes Baena R.,1
2241,Bolelli S.,Cuevas P.,1
2242,Bolelli S.,Dancevic F.,1
2243,Bolelli S.,Daniel T.,1
2244,Bolelli S.,Darcis S.,1
2245,Bolelli S.,Delbonis F.,2
2246,Bolelli S.,Domingues J.,1
2247,Bolelli S.,Ebden M.,1
2248,Bolelli S.,Estrella Burgos V.,1
2249,Bolelli S.,Fischer M.,1
2250,Bolelli S.,Gimeno-Traver D.,1
2251,Bolelli S.,Goffin D.,1
2252,Bolelli S.,Golubev A.,1
2253,Bolelli S.,Greul S.,2
2254,Bolelli S.,Gulbis E.,2
2255,Bolelli S.,Haider-Maurer A.,2
2256,Bolelli S.,Istomin D.,1
2257,Bolelli S.,Ito T.,1
2258,Bolelli S.,Klizan M.,1
2259,Bolelli S.,Kohlschreiber P.,1
2260,Bolelli S.,Kubot L.,1
2261,Bolelli S.,Levine J.,1
2262,Bolelli S.,Lu Y.H.,1
2263,Bolelli S.,Mahut N.,1
2264,Bolelli S.,Mannarino A.,1
2265,Bolelli S.,Martin A.,1
2266,Bolelli S.,Matosevic M.,1
2267,Bolelli S.,Mayer F.,1
2268,Bolelli S.,Monaco J.,2
2269,Bolelli S.,Montanes A.,1
2270,Bolelli S.,Munar J.,1
2271,Bolelli S.,Pospisil V.,1
2272,Bolelli S.,Pouille L.,1
2273,Bolelli S.,Querrey S.,1
2274,Bolelli S.,Raonic M.,1
2275,Bolelli S.,Robredo T.,2
2276,Bolelli S.,Rosol L.,2
2277,Bolelli S.,Rublev A.,1
2278,Bolelli S.,Schwartzman D.,1
2279,Bolelli S.,Simon G.,1
2280,Bolelli S.,Soeda G.,1
2281,Bolelli S.,Travaglia S.,1
2282,Bolelli S.,Troicki V.,1
2283,Bolelli S.,Vanni L.,2
2284,Bolelli S.,Veic A.,1
2285,Bolelli S.,Wawrinka S.,1
2286,Bolelli S.,Zeballos H.,2
2287,Bolt A.,Gombos N.,1
2288,Bolt A.,Gomez E.,1
2289,Bolt A.,Gulbis E.,1
2290,Bolt A.,Kokkinakis T.,1
2291,Bolt A.,Krajinovic F.,1
2292,Bolt A.,Mcdonald M.,1
2293,Bolt A.,Pospisil V.,1
2294,Bolt A.,Ramos-Vinolas A.,1
2295,Bolt A.,Robert S.,1
2296,Bolt A.,Seppi A.,1
2297,Bolt A.,Simon G.,1
2298,Bolt A.,Sock J.,1
2299,Bolt A.,Struff J.L.,1
2300,Bonzi B.,Coria F.,1
2301,Bonzi B.,Medvedev D.,1
2302,Bonzi B.,Pouille L.,1
2303,Bonzi B.,Ruusuvuori E.,1
2304,Bonzi B.,Trungelliti M.,1
2305,Borges N.,Thompson J.,1
2306,Bourchier H.,Polmans M.,1
2307,Bourgue M.,Samper-Montana J.,1
2308,Bozoljac I.,Kukushkin M.,1
2309,Bozoljac I.,Massu N.,1
2310,Brands D.,Andreev I.,1
2311,Brands D.,Baghdatis M.,1
2312,Brands D.,Basilashvili N.,1
2313,Brands D.,Bemelmans R.,1
2314,Brands D.,Berlocq C.,1
2315,Brands D.,Chardy J.,1
2316,Brands D.,Chiudinelli M.,2
2317,Brands D.,Darcis S.,1
2318,Brands D.,Davydenko N.,2
2319,Brands D.,De Bakker T.,1
2320,Brands D.,Dodig I.,1
2321,Brands D.,Estrella Burgos V.,1
2322,Brands D.,Fabbiano T.,1
2323,Brands D.,Falla A.,1
2324,Brands D.,Federer R.,1
2325,Brands D.,Ferrer D.,1
2326,Brands D.,Fischer M.,1
2327,Brands D.,Gimeno-Traver D.,1
2328,Brands D.,Grosjean S.,1
2329,Brands D.,Haider-Maurer A.,1
2330,Brands D.,Hanescu V.,1
2331,Brands D.,Huta Galung J.,1
2332,Brands D.,Ito T.,1
2333,Brands D.,Junaid R.,1
2334,Brands D.,Kamke T.,1
2335,Brands D.,Karlovic I.,1
2336,Brands D.,Klizan M.,1
2337,Brands D.,Kubot L.,2
2338,Brands D.,Kyrgios N.,1
2339,Brands D.,Lorenzi P.,1
2340,Brands D.,Luczak P.,1
2341,Brands D.,Marchenko I.,1
2342,Brands D.,Monfils G.,3
2343,Brands D.,Montanes A.,1
2344,Brands D.,Rosol L.,1
2345,Brands D.,Safwat M.,1
2346,Brands D.,Seppi A.,1
2347,Brands D.,Serra F.,1
2348,Brands D.,Stepanek R.,1
2349,Brands D.,Tipsarevic J.,1
2350,Brands D.,Trusendi W.,1
2351,Brands D.,Ungur A.,1
2352,Brands D.,Youzhny M.,1
2353,Brands D.,Zopp J.,1
2354,Broady L.,Cecchinato M.,1
2355,Broady L.,Fratangelo B.,1
2356,Broady L.,Gulbis E.,1
2357,Broady L.,Huesler M.A.,1
2358,Broady L.,Mannarino A.,1
2359,Broady L.,Matosevic M.,1
2360,Broady L.,Tiafoe F.,1
2361,Brooksby J.,Anderson K.,1
2362,Brooksby J.,Auger-Aliassime F.,1
2363,Brooksby J.,Berdych T.,1
2364,Brooksby J.,Davidovich Fokina A.,1
2365,Brooksby J.,Donskoy E.,1
2366,Brooksby J.,Fritz T.,1
2367,Brooksby J.,Gojowczyk P.,1
2368,Brooksby J.,Ilkel C.,1
2369,Brooksby J.,Karatsev A.,1
2370,Brooksby J.,Kudla D.,1
2371,Brooksby J.,Millman J.,1
2372,Brooksby J.,Opelka R.,1
2373,Brooksby J.,Thompson J.,1
2374,Brooksby J.,Tiafoe F.,1
2375,Brooksby J.,Van De Zandschulp B.,1
2376,Brooksby J.,Ymer M.,1
2377,Brown D.,Bagnis F.,1
2378,Brown D.,Bedene A.,1
2379,Brown D.,Bellucci T.,3
2380,Brown D.,Bemelmans R.,1
2381,Brown D.,Bossel A.,1
2382,Brown D.,Brands D.,1
2383,Brown D.,Carreno-Busta P.,1
2384,Brown D.,Chiudinelli M.,1
2385,Brown D.,Cilic M.,1
2386,Brown D.,Dancevic F.,1
2387,Brown D.,Darcis S.,1
2388,Brown D.,Davydenko N.,1
2389,Brown D.,Dodig I.,1
2390,Brown D.,Gabashvili T.,1
2391,Brown D.,Garcia-Lopez G.,2
2392,Brown D.,Gonzalez A.,1
2393,Brown D.,Haider-Maurer A.,1
2394,Brown D.,Hewitt L.,1
2395,Brown D.,Isner J.,1
2396,Brown D.,Karlovic I.,2
2397,Brown D.,Kuznetsov An.,2
2398,Brown D.,Lajovic D.,2
2399,Brown D.,Lindell C.,1
2400,Brown D.,Lorenzi P.,1
2401,Brown D.,Lu Y.H.,2
2402,Brown D.,Mathieu P.H.,1
2403,Brown D.,Matosevic M.,1
2404,Brown D.,Millman J.,1
2405,Brown D.,Mmoh M.,1
2406,Brown D.,Monaco J.,2
2407,Brown D.,Muller G.,1
2408,Brown D.,Munoz De La Nava D.,1
2409,Brown D.,Nadal R.,2
2410,Brown D.,Paire B.,1
2411,Brown D.,Phau B.,1
2412,Brown D.,Pospisil V.,1
2413,Brown D.,Querrey S.,2
2414,Brown D.,Ram R.,1
2415,Brown D.,Ramirez-Hidalgo R.,1
2416,Brown D.,Ramos-Vinolas A.,1
2417,Brown D.,Recouderc L.,1
2418,Brown D.,Sela D.,1
2419,Brown D.,Serra F.,1
2420,Brown D.,Simon G.,1
2421,Brown D.,Sousa J.,1
2422,Brown D.,Stakhovsky S.,1
2423,Brown D.,Struff J.L.,1
2424,Brown D.,Verdasco F.,1
2425,Brown D.,Wawrinka S.,1
2426,Brown D.,Williams R.,1
2427,Brown D.,Youzhny M.,1
2428,Brown D.,Zverev A.,1
2429,Brugues-Davi A.,Kukushkin M.,1
2430,Brzezicki J.P.,Volandri F.,1
2431,Bubka S.,Gimeno-Traver D.,1
2432,Bubka S.,Guccione C.,1
2433,Bubka S.,Gulbis E.,1
2434,Bubka S.,Haider-Maurer A.,1
2435,Bubka S.,Ljubicic I.,1
2436,Bublik A.,Albot R.,1
2437,Bublik A.,Auger-Aliassime F.,1
2438,Bublik A.,Barrere G.,1
2439,Bublik A.,Bautista Agut R.,1
2440,Bublik A.,Bedene A.,1
2441,Bublik A.,Berrettini M.,1
2442,Bublik A.,Bolt A.,1
2443,Bublik A.,Caruso S.,1
2444,Bublik A.,Celikbilek A.,1
2445,Bublik A.,Chardy J.,2
2446,Bublik A.,Davidovich Fokina A.,1
2447,Bublik A.,Dimitrov G.,2
2448,Bublik A.,Djere L.,1
2449,Bublik A.,Duckworth J.,1
2450,Bublik A.,Evans D.,1
2451,Bublik A.,Fabbiano T.,1
2452,Bublik A.,Fritz T.,3
2453,Bublik A.,Fucsovics M.,2
2454,Bublik A.,Gabashvili T.,1
2455,Bublik A.,Gerasimov E.,1
2456,Bublik A.,Giraldo S.,1
2457,Bublik A.,Giron M.,1
2458,Bublik A.,Granollers M.,1
2459,Bublik A.,Hanfmann Y.,1
2460,Bublik A.,Harris L.,1
2461,Bublik A.,Hurkacz H.,1
2462,Bublik A.,Istomin D.,1
2463,Bublik A.,Jung J.,1
2464,Bublik A.,Karatsev A.,1
2465,Bublik A.,Karlovic I.,1
2466,Bublik A.,Kecmanovic M.,1
2467,Bublik A.,Klahn B.,1
2468,Bublik A.,Kravchuk K.,1
2469,Bublik A.,Kukushkin M.,2
2470,Bublik A.,Laaksonen H.,1
2471,Bublik A.,Lamasine T.,1
2472,Bublik A.,Mannarino A.,1
2473,Bublik A.,Mcdonald M.,1
2474,Bublik A.,Molleker R.,1
2475,Bublik A.,Monfils G.,1
2476,Bublik A.,Nishioka Y.,2
2477,Bublik A.,O Connell C.,1
2478,Bublik A.,Paire B.,1
2479,Bublik A.,Pouille L.,1
2480,Bublik A.,Ramanathan R.,1
2481,Bublik A.,Ramos-Vinolas A.,2
2482,Bublik A.,Sandgren T.,2
2483,Bublik A.,Shapovalov D.,2
2484,Bublik A.,Taberner C.,1
2485,Bublik A.,Thompson J.,1
2486,Bublik A.,Tiurnev E.,1
2487,Bublik A.,Troicki V.,1
2488,Bublik A.,Zverev A.,1
2489,Cachin P.,Carreno Busta P.,1
2490,Cachin P.,Dellien H.,1
2491,Cachin P.,Norrie C.,1
2492,Cacic N.,Bedene A.,1
2493,Capdeville P.,Kunitsyn I.,1
2494,Capdeville P.,Saavedra Corvalan C.,1
2495,Capdeville P.,Zeballos H.,1
2496,Carballes Baena R.,Aragone J.C.,1
2497,Carballes Baena R.,Bagnis F.,1
2498,Carballes Baena R.,Balazs A.,1
2499,Carballes Baena R.,Bellucci T.,1
2500,Carballes Baena R.,Berankis R.,1
2501,Carballes Baena R.,Berrer M.,1
2502,Carballes Baena R.,Caruso S.,1
2503,Carballes Baena R.,Cecchinato M.,1
2504,Carballes Baena R.,Cerundolo J.M.,1
2505,Carballes Baena R.,Coria F.,1
2506,Carballes Baena R.,Daniel T.,2
2507,Carballes Baena R.,Dellien H.,1
2508,Carballes Baena R.,Djere L.,1
2509,Carballes Baena R.,Dutra Silva R.,1
2510,Carballes Baena R.,Dzumhur D.,1
2511,Carballes Baena R.,Fognini F.,1
2512,Carballes Baena R.,Fratangelo B.,1
2513,Carballes Baena R.,Gaio F.,1
2514,Carballes Baena R.,Garcia-Lopez G.,1
2515,Carballes Baena R.,Garin C.,1
2516,Carballes Baena R.,Giron M.,1
2517,Carballes Baena R.,Goffin D.,1
2518,Carballes Baena R.,Gombos N.,1
2519,Carballes Baena R.,Haider-Maurer A.,1
2520,Carballes Baena R.,Harrison R.,1
2521,Carballes Baena R.,Ilhan M.,1
2522,Carballes Baena R.,Jarry N.,2
2523,Carballes Baena R.,Johnson S.,1
2524,Carballes Baena R.,Klizan M.,1
2525,Carballes Baena R.,Krajicek A.,1
2526,Carballes Baena R.,Krueger M.,1
2527,Carballes Baena R.,Kudla D.,1
2528,Carballes Baena R.,Kuhn N.,1
2529,Carballes Baena R.,Kuznetsov An.,1
2530,Carballes Baena R.,Lapentti G.,1
2531,Carballes Baena R.,Lopez F.,1
2532,Carballes Baena R.,Lorenzi P.,2
2533,Carballes Baena R.,Marterer M.,2
2534,Carballes Baena R.,Martin A.,2
2535,Carballes Baena R.,Monfils G.,1
2536,Carballes Baena R.,Muller A.,1
2537,Carballes Baena R.,Munar J.,2
2538,Carballes Baena R.,Norrie C.,1
2539,Carballes Baena R.,Novak D.,1
2540,Carballes Baena R.,Olivo R.,1
2541,Carballes Baena R.,Paul T.,1
2542,Carballes Baena R.,Pella G.,1
2543,Carballes Baena R.,Ramos-Vinolas A.,2
2544,Carballes Baena R.,Rinderknech A.,1
2545,Carballes Baena R.,Shapovalov D.,1
2546,Carballes Baena R.,Sonego L.,1
2547,Carballes Baena R.,Sousa J.,3
2548,Carballes Baena R.,Struff J.L.,1
2549,Carballes Baena R.,Travaglia S.,1
2550,Carreno Busta P.,Albot R.,1
2551,Carreno Busta P.,Almagro N.,1
2552,Carreno Busta P.,Altmaier D.,1
2553,Carreno Busta P.,Anderson K.,1
2554,Carreno Busta P.,Bautista Agut R.,4
2555,Carreno Busta P.,Bedene A.,2
2556,Carreno Busta P.,Berankis R.,2
2557,Carreno Busta P.,Bublik A.,2
2558,Carreno Busta P.,Cecchinato M.,1
2559,Carreno Busta P.,Cervantes I.,1
2560,Carreno Busta P.,Chardy J.,2
2561,Carreno Busta P.,Chung H.,1
2562,Carreno Busta P.,Copil M.,1
2563,Carreno Busta P.,Couacaud E.,1
2564,Carreno Busta P.,Cuevas P.,2
2565,Carreno Busta P.,Daniel T.,2
2566,Carreno Busta P.,De Minaur A.,1
2567,Carreno Busta P.,Delbonis F.,3
2568,Carreno Busta P.,Dimitrov G.,3
2569,Carreno Busta P.,Djere L.,1
2570,Carreno Busta P.,Djokovic N.,1
2571,Carreno Busta P.,Dolgopolov O.,1
2572,Carreno Busta P.,Donaldson J.,1
2573,Carreno Busta P.,Donskoy E.,1
2574,Carreno Busta P.,Dzumhur D.,1
2575,Carreno Busta P.,Edmund K.,1
2576,Carreno Busta P.,Estrella Burgos V.,1
2577,Carreno Busta P.,Ferrer D.,2
2578,Carreno Busta P.,Fognini F.,6
2579,Carreno Busta P.,Gabashvili T.,1
2580,Carreno Busta P.,Garin C.,2
2581,Carreno Busta P.,Gasquet R.,2
2582,Carreno Busta P.,Gaston H.,1
2583,Carreno Busta P.,Giannessi A.,1
2584,Carreno Busta P.,Giraldo S.,1
2585,Carreno Busta P.,Goffin D.,1
2586,Carreno Busta P.,Gojowczyk P.,3
2587,Carreno Busta P.,Gombos N.,2
2588,Carreno Busta P.,Gomez E.,1
2589,Carreno Busta P.,Haase R.,1
2590,Carreno Busta P.,Hanfmann Y.,1
2591,Carreno Busta P.,Hurkacz H.,1
2592,Carreno Busta P.,Isner J.,1
2593,Carreno Busta P.,Istomin D.,3
2594,Carreno Busta P.,Ivashka I.,2
2595,Carreno Busta P.,Jarry N.,1
2596,Carreno Busta P.,Jaziri M.,1
2597,Carreno Busta P.,Johnson S.,3
2598,Carreno Busta P.,Khachanov K.,3
2599,Carreno Busta P.,Kicker N.,1
2600,Carreno Busta P.,King E.,1
2601,Carreno Busta P.,Klahn B.,1
2602,Carreno Busta P.,Koepfer D.,2
2603,Carreno Busta P.,Kovalik J.,2
2604,Carreno Busta P.,Krajicek A.,1
2605,Carreno Busta P.,Krajinovic F.,1
2606,Carreno Busta P.,Krawietz K.,1
2607,Carreno Busta P.,Krueger M.,1
2608,Carreno Busta P.,Kubler J.,1
2609,Carreno Busta P.,Kukushkin M.,1
2610,Carreno Busta P.,Kuznetsov An.,1
2611,Carreno Busta P.,Kwon S.W.,2
2612,Carreno Busta P.,Lajovic D.,3
2613,Carreno Busta P.,Lenz J.,1
2614,Carreno Busta P.,Lorenzi P.,1
2615,Carreno Busta P.,Mager G.,1
2616,Carreno Busta P.,Mahut N.,1
2617,Carreno Busta P.,Mannarino A.,2
2618,Carreno Busta P.,Mayer F.,2
2619,Carreno Busta P.,Medvedev D.,1
2620,Carreno Busta P.,Melzer J.,1
2621,Carreno Busta P.,Millman J.,3
2622,Carreno Busta P.,Monfils G.,2
2623,Carreno Busta P.,Monteiro T.,1
2624,Carreno Busta P.,Muller G.,2
2625,Carreno Busta P.,Munar J.,1
2626,Carreno Busta P.,Nishikori K.,1
2627,Carreno Busta P.,Nishioka Y.,1
2628,Carreno Busta P.,Norrie C.,1
2629,Carreno Busta P.,Paire B.,3
2630,Carreno Busta P.,Pella G.,3
2631,Carreno Busta P.,Polansky P.,1
2632,Carreno Busta P.,Querrey S.,1
2633,Carreno Busta P.,Ramos-Vinolas A.,2
2634,Carreno Busta P.,Raonic M.,1
2635,Carreno Busta P.,Robert S.,2
2636,Carreno Busta P.,Robredo T.,1
2637,Carreno Busta P.,Rune H.,1
2638,Carreno Busta P.,Ruud C.,1
2639,Carreno Busta P.,Schwartzman D.,2
2640,Carreno Busta P.,Seppi A.,2
2641,Carreno Busta P.,Shapovalov D.,4
2642,Carreno Busta P.,Simon G.,4
2643,Carreno Busta P.,Sinner J.,1
2644,Carreno Busta P.,Skugor F.,1
2645,Carreno Busta P.,Sonego L.,1
2646,Carreno Busta P.,Sousa J.,1
2647,Carreno Busta P.,Souza J.,2
2648,Carreno Busta P.,Struff J.L.,3
2649,Carreno Busta P.,Taberner C.,1
2650,Carreno Busta P.,Thompson J.,2
2651,Carreno Busta P.,Tipsarevic J.,1
2652,Carreno Busta P.,Tomic B.,2
2653,Carreno Busta P.,Travaglia S.,1
2654,Carreno Busta P.,Uchiyama Y.,1
2655,Carreno Busta P.,Vanni L.,1
2656,Carreno Busta P.,Verdasco F.,3
2657,Carreno Busta P.,Vesely J.,2
2658,Carreno Busta P.,Vilella Martinez M.,1
2659,Carreno Busta P.,Ymer M.,1
2660,Carreno Busta P.,Zapata Miralles B.,1
2661,Carreno Busta P.,Zeballos H.,1
2662,Carreno Busta P.,Zhang Ze.,1
2663,Carreno Busta P.,Zverev M.,2
2664,Carreno-Busta P.,Andujar P.,1
2665,Carreno-Busta P.,Beck A.,1
2666,Carreno-Busta P.,Benneteau J.,1
2667,Carreno-Busta P.,Berlocq C.,2
2668,Carreno-Busta P.,Bogomolov A.,1
2669,Carreno-Busta P.,Bolelli S.,1
2670,Carreno-Busta P.,Brown D.,1
2671,Carreno-Busta P.,Carballes Baena R.,1
2672,Carreno-Busta P.,Cervantes I.,2
2673,Carreno-Busta P.,Coric B.,1
2674,Carreno-Busta P.,Dodig I.,1
2675,Carreno-Busta P.,Donskoy E.,1
2676,Carreno-Busta P.,Dutra Silva R.,1
2677,Carreno-Busta P.,Estrella Burgos V.,1
2678,Carreno-Busta P.,Fognini F.,1
2679,Carreno-Busta P.,Gimeno-Traver D.,1
2680,Carreno-Busta P.,Goffin D.,1
2681,Carreno-Busta P.,Gonzalez A.,1
2682,Carreno-Busta P.,Granollers M.,1
2683,Carreno-Busta P.,Haas T.,1
2684,Carreno-Busta P.,Haase R.,2
2685,Carreno-Busta P.,Hamou M.,1
2686,Carreno-Busta P.,Janowicz J.,1
2687,Carreno-Busta P.,Kamke T.,1
2688,Carreno-Busta P.,Kukushkin M.,1
2689,Carreno-Busta P.,Lestienne C.,1
2690,Carreno-Busta P.,Lopez F.,1
2691,Carreno-Busta P.,Lorenzi P.,2
2692,Carreno-Busta P.,Monfils G.,1
2693,Carreno-Busta P.,Muller G.,1
2694,Carreno-Busta P.,Nedovyesov A.,1
2695,Carreno-Busta P.,Paire B.,1
2696,Carreno-Busta P.,Ramos-Vinolas A.,1
2697,Carreno-Busta P.,Sousa J.,1
2698,Carreno-Busta P.,Vega Hernandez D.,1
2699,Carreno-Busta P.,Volandri F.,1
2700,Carreno-Busta P.,Youzhny M.,1
2701,Carreno-Busta P.,Zopp J.,1
2702,Caruso S.,Auger-Aliassime F.,1
2703,Caruso S.,Bagnis F.,1
2704,Caruso S.,Bhambri Y.,1
2705,Caruso S.,Catarina L.,1
2706,Caruso S.,Coric B.,1
2707,Caruso S.,Duckworth J.,1
2708,Caruso S.,Escobedo E.,1
2709,Caruso S.,Fabbiano T.,1
2710,Caruso S.,Kovalik J.,1
2711,Caruso S.,Kuzmanov D.,1
2712,Caruso S.,Laaksonen H.,1
2713,Caruso S.,Moutet C.,1
2714,Caruso S.,Munar J.,1
2715,Caruso S.,Ramanathan R.,1
2716,Caruso S.,Sandgren T.,2
2717,Caruso S.,Seppi A.,1
2718,Caruso S.,Simon G.,1
2719,Caruso S.,Svajda Z.,1
2720,Cazaux A.,Mannarino A.,1
2721,Cecchinato M.,Albot R.,1
2722,Cecchinato M.,Baghdatis M.,2
2723,Cecchinato M.,Basic M.,1
2724,Cecchinato M.,Bedene A.,2
2725,Cecchinato M.,Brancaccio R.,1
2726,Cecchinato M.,Bublik A.,1
2727,Cecchinato M.,Carballes Baena R.,1
2728,Cecchinato M.,Carreno Busta P.,1
2729,Cecchinato M.,Chung H.,1
2730,Cecchinato M.,Copil M.,1
2731,Cecchinato M.,Cuevas P.,1
2732,Cecchinato M.,De Minaur A.,3
2733,Cecchinato M.,Dellien H.,1
2734,Cecchinato M.,Djere L.,1
2735,Cecchinato M.,Djokovic N.,1
2736,Cecchinato M.,Dzumhur D.,5
2737,Cecchinato M.,Edmund K.,1
2738,Cecchinato M.,Fabbiano T.,1
2739,Cecchinato M.,Fognini F.,1
2740,Cecchinato M.,Fucsovics M.,1
2741,Cecchinato M.,Garin C.,1
2742,Cecchinato M.,Gasquet R.,1
2743,Cecchinato M.,Goffin D.,1
2744,Cecchinato M.,Gombos N.,1
2745,Cecchinato M.,Harris L.,1
2746,Cecchinato M.,Istomin D.,1
2747,Cecchinato M.,Klizan M.,1
2748,Cecchinato M.,Koepfer D.,1
2749,Cecchinato M.,Lacko L.,1
2750,Cecchinato M.,Lajovic D.,1
2751,Cecchinato M.,Londero J.I.,1
2752,Cecchinato M.,Mager G.,1
2753,Cecchinato M.,Mayer L.,1
2754,Cecchinato M.,Millman J.,2
2755,Cecchinato M.,Munar J.,1
2756,Cecchinato M.,Paul T.,1
2757,Cecchinato M.,Pella G.,3
2758,Cecchinato M.,Petrovic D.,1
2759,Cecchinato M.,Ramos-Vinolas A.,1
2760,Cecchinato M.,Sandgren T.,1
2761,Cecchinato M.,Schwartzman D.,1
2762,Cecchinato M.,Seppi A.,1
2763,Cecchinato M.,Simon G.,2
2764,Cecchinato M.,Stakhovsky S.,1
2765,Cecchinato M.,Struff J.L.,1
2766,Cecchinato M.,Travaglia S.,1
2767,Cecchinato M.,Troicki V.,1
2768,Cecchinato M.,Trungelliti M.,2
2769,Cecchinato M.,Uchiyama Y.,1
2770,Cecchinato M.,Vesely J.,1
2771,Cecchinato M.,Wawrinka S.,1
2772,Celikbilek A.,Gulbis E.,1
2773,Celikbilek A.,Mochizuki S.,1
2774,Celikbilek A.,Zuk K.,1
2775,Cerundolo F.,Andujar P.,1
2776,Cerundolo F.,Coria F.,1
2777,Cerundolo F.,Mager G.,1
2778,Cerundolo F.,Paire B.,1
2779,Cerundolo F.,Ramos-Vinolas A.,1
2780,Cerundolo J.M.,Coria F.,1
2781,Cerundolo J.M.,Kecmanovic M.,1
2782,Cerundolo J.M.,Lama G.,1
2783,Cerundolo J.M.,Monteiro T.,1
2784,Cerundolo J.M.,Ramos-Vinolas A.,1
2785,Cerundolo J.M.,Seyboth Wild T.,1
2786,Cervantes I.,Almagro N.,1
2787,Cervantes I.,Andreev I.,1
2788,Cervantes I.,Beck A.,1
2789,Cervantes I.,Berrer M.,1
2790,Cervantes I.,Cipolla F.,1
2791,Cervantes I.,Daniel T.,1
2792,Cervantes I.,Delbonis F.,1
2793,Cervantes I.,Granollers M.,1
2794,Cervantes I.,Munoz De La Nava D.,1
2795,Cervantes I.,Nedovyesov A.,1
2796,Cervantes I.,Riba P.,1
2797,Cervantes I.,Rola B.,1
2798,Cervantes I.,Rublev A.,1
2799,Cervantes I.,Santillan A.,1
2800,Cervantes I.,Skugor F.,1
2801,Cervantes I.,Tursunov D.,1
2802,Cervantes I.,Zverev A.,1
2803,Cervenak P.,Haas T.,1
2804,Cervenak P.,Hanescu V.,1
2805,Cervenak P.,Ramirez-Hidalgo R.,1
2806,Cervenak P.,Stakhovsky S.,1
2807,Cervenak P.,Zverev M.,1
2808,Chardy J.,Albot R.,3
2809,Chardy J.,Almagro N.,1
2810,Chardy J.,Ancic M.,1
2811,Chardy J.,Anderson K.,1
2812,Chardy J.,Baghdatis M.,2
2813,Chardy J.,Bagnis F.,1
2814,Chardy J.,Barrere G.,1
2815,Chardy J.,Basilashvili N.,2
2816,Chardy J.,Bautista Agut R.,1
2817,Chardy J.,Bautista R.,1
2818,Chardy J.,Becker B.,1
2819,Chardy J.,Benneteau J.,2
2820,Chardy J.,Berankis R.,1
2821,Chardy J.,Berdych T.,1
2822,Chardy J.,Berlocq C.,1
2823,Chardy J.,Berrer M.,1
2824,Chardy J.,Broady L.,1
2825,Chardy J.,Bublik A.,1
2826,Chardy J.,Cacic N.,1
2827,Chardy J.,Carreno Busta P.,2
2828,Chardy J.,Carreno-Busta P.,2
2829,Chardy J.,Cecchinato M.,2
2830,Chardy J.,Chiudinelli M.,2
2831,Chardy J.,Cilic M.,2
2832,Chardy J.,Copil M.,1
2833,Chardy J.,Coric B.,2
2834,Chardy J.,Cox D.,1
2835,Chardy J.,Davydenko N.,1
2836,Chardy J.,De Minaur A.,1
2837,Chardy J.,De Schepper K.,1
2838,Chardy J.,Del Potro J.M.,1
2839,Chardy J.,Delbonis F.,3
2840,Chardy J.,Dimitrov G.,2
2841,Chardy J.,Dodig I.,1
2842,Chardy J.,Dolgopolov O.,5
2843,Chardy J.,Donskoy E.,1
2844,Chardy J.,Duckworth J.,1
2845,Chardy J.,Dutra Silva R.,1
2846,Chardy J.,Dzumhur D.,2
2847,Chardy J.,Ebden M.,4
2848,Chardy J.,Edmund K.,1
2849,Chardy J.,Estrella Burgos V.,1
2850,Chardy J.,Fabbiano T.,1
2851,Chardy J.,Falla A.,1
2852,Chardy J.,Federer R.,1
2853,Chardy J.,Ferrer D.,1
2854,Chardy J.,Fognini F.,2
2855,Chardy J.,Fritz T.,1
2856,Chardy J.,Garcia-Lopez G.,2
2857,Chardy J.,Garin C.,3
2858,Chardy J.,Gasquet R.,3
2859,Chardy J.,Giannessi A.,2
2860,Chardy J.,Gil F.,1
2861,Chardy J.,Gimeno-Traver D.,2
2862,Chardy J.,Giraldo S.,1
2863,Chardy J.,Goffin D.,2
2864,Chardy J.,Golubev A.,1
2865,Chardy J.,Gonzalez A.,1
2866,Chardy J.,Granollers M.,3
2867,Chardy J.,Groth S.,2
2868,Chardy J.,Guez D.,1
2869,Chardy J.,Gulbis E.,3
2870,Chardy J.,Haase R.,1
2871,Chardy J.,Harrison R.,1
2872,Chardy J.,Hoang A.,1
2873,Chardy J.,Humbert U.,2
2874,Chardy J.,Hurkacz H.,1
2875,Chardy J.,Huta Galung J.,1
2876,Chardy J.,Isner J.,3
2877,Chardy J.,Istomin D.,1
2878,Chardy J.,Jarry N.,2
2879,Chardy J.,Jaziri M.,2
2880,Chardy J.,Kamke T.,1
2881,Chardy J.,Karatsev A.,1
2882,Chardy J.,Karlovic I.,2
2883,Chardy J.,Kavcic B.,1
2884,Chardy J.,Kecmanovic M.,1
2885,Chardy J.,Khachanov K.,1
2886,Chardy J.,Klizan M.,2
2887,Chardy J.,Kohlschreiber P.,1
2888,Chardy J.,Kokkinakis T.,1
2889,Chardy J.,Kovalik J.,1
2890,Chardy J.,Kukushkin M.,2
2891,Chardy J.,Kuznetsov An.,1
2892,Chardy J.,Kyrgios N.,1
2893,Chardy J.,Lacko L.,1
2894,Chardy J.,Lajovic D.,3
2895,Chardy J.,Lopez F.,2
2896,Chardy J.,Lorenzi P.,2
2897,Chardy J.,Lu Y.H.,1
2898,Chardy J.,Machado R.,1
2899,Chardy J.,Mahut N.,3
2900,Chardy J.,Malisse X.,1
