,Winner,Loser,size
722,Baghdatis M.,Devvarman S.,3
723,Baghdatis M.,Dimitrov G.,1
724,Baghdatis M.,Dodig I.,1
725,Baghdatis M.,Dolgopolov O.,1
726,Baghdatis M.,Donskoy E.,1
727,Baghdatis M.,Ebden M.,1
728,Baghdatis M.,Estrella Burgos V.,1
729,Baghdatis M.,Falla A.,3
730,Baghdatis M.,Federer R.,1
731,Baghdatis M.,Ferrer D.,2
732,Baghdatis M.,Fish M.,2
733,Baghdatis M.,Fognini F.,1
734,Baghdatis M.,Gabashvili T.,1
735,Baghdatis M.,Gasquet R.,2
736,Baghdatis M.,Gil F.,2
737,Baghdatis M.,Giraldo S.,2
738,Baghdatis M.,Goffin D.,4
739,Baghdatis M.,Gojowczyk P.,2
740,Baghdatis M.,Gombos N.,1
741,Baghdatis M.,Granollers M.,2
742,Baghdatis M.,Gremelmayr D.,1
743,Baghdatis M.,Greul S.,1
744,Baghdatis M.,Groth S.,1
745,Baghdatis M.,Gulbis E.,1
746,Baghdatis M.,Haase R.,1
747,Baghdatis M.,Harrison R.,3
748,Baghdatis M.,Hewitt L.,1
749,Baghdatis M.,Istomin D.,1
750,Baghdatis M.,Ito T.,1
751,Baghdatis M.,Kamke T.,2
752,Baghdatis M.,Karlovic I.,2
753,Baghdatis M.,Klahn B.,1
754,Baghdatis M.,Kohlschreiber P.,2
755,Baghdatis M.,Krajicek A.,1
756,Baghdatis M.,Kubot L.,2
757,Baghdatis M.,Lacko L.,2
758,Baghdatis M.,Lammer M.,1
759,Baghdatis M.,Leshem E.,1
760,Baghdatis M.,Lindahl N.,1
761,Baghdatis M.,Lopez F.,3
762,Baghdatis M.,Lorenzi P.,1
763,Baghdatis M.,Lu Y.H.,1
764,Baghdatis M.,Malisse X.,1
765,Baghdatis M.,Mannarino A.,2
766,Baghdatis M.,Marchenko I.,1
767,Baghdatis M.,Mathieu P.H.,1
768,Baghdatis M.,Mayer F.,1
769,Baghdatis M.,Mayer L.,1
770,Baghdatis M.,Melzer J.,1
771,Baghdatis M.,Millman J.,2
772,Baghdatis M.,Mitchell B.,1
773,Baghdatis M.,Monaco J.,1
774,Baghdatis M.,Montanes A.,1
775,Baghdatis M.,Muller G.,3
776,Baghdatis M.,Murray A.,1
777,Baghdatis M.,Nadal R.,1
778,Baghdatis M.,Nishikori K.,3
779,Baghdatis M.,Nishioka Y.,1
780,Baghdatis M.,Paire B.,3
781,Baghdatis M.,Pella G.,1
782,Baghdatis M.,Phau B.,1
783,Baghdatis M.,Pospisil V.,4
784,Baghdatis M.,Pouille L.,1
785,Baghdatis M.,Querrey S.,2
786,Baghdatis M.,Ram R.,1
787,Baghdatis M.,Ramanathan R.,1
788,Baghdatis M.,Ramos A.,1
789,Baghdatis M.,Raonic M.,1
790,Baghdatis M.,Recouderc L.,1
791,Baghdatis M.,Reyes-Varela M.A.,1
792,Baghdatis M.,Rosol L.,2
793,Baghdatis M.,Safwat M.,1
794,Baghdatis M.,Schnur B.,1
795,Baghdatis M.,Schwartzman D.,2
796,Baghdatis M.,Sela D.,2
797,Baghdatis M.,Seppi A.,1
798,Baghdatis M.,Serra F.,1
799,Baghdatis M.,Simon G.,2
800,Baghdatis M.,Soeda G.,1
801,Baghdatis M.,Stakhovsky S.,1
802,Baghdatis M.,Starace P.,1
803,Baghdatis M.,Sweeting R.,3
804,Baghdatis M.,Thiem D.,1
805,Baghdatis M.,Tiafoe F.,1
806,Baghdatis M.,Tomic B.,1
807,Baghdatis M.,Troicki V.,5
808,Baghdatis M.,Tursunov D.,2
809,Baghdatis M.,Verdasco F.,3
810,Baghdatis M.,Vesely J.,4
811,Baghdatis M.,Ward J.,1
812,Baghdatis M.,Witten J.,1
813,Baghdatis M.,Young D.,2
814,Baghdatis M.,Youzhny M.,3
815,Baghdatis M.,Zeballos H.,2
816,Baghdatis M.,Zemlja G.,1
817,Baghdatis M.,Zverev A.,1
818,Bagnis F.,Benneteau J.,2
819,Bagnis F.,Bonzi B.,1
820,Bagnis F.,Cecchinato M.,2
821,Bagnis F.,Cerundolo F.,1
822,Bagnis F.,Daniel T.,1
823,Bagnis F.,De Schepper K.,1
824,Bagnis F.,Delbonis F.,3
825,Bagnis F.,Djere L.,1
826,Bagnis F.,Granollers M.,1
827,Bagnis F.,Haas T.,1
828,Bagnis F.,Huesler M.A.,1
829,Bagnis F.,Kicker N.,1
830,Bagnis F.,Klizan M.,1
831,Bagnis F.,Kovalik J.,1
832,Bagnis F.,Lajovic D.,1
833,Bagnis F.,Martin A.,1
834,Bagnis F.,Mathieu P.H.,1
835,Bagnis F.,Mayer L.,1
836,Bagnis F.,Ouahab L.,1
837,Bagnis F.,Serdarusic N.,1
838,Bagnis F.,Sousa J.,2
839,Bagnis F.,Souza J.,1
840,Bagnis F.,Tiafoe F.,1
841,Bagnis F.,Trungelliti M.,1
842,Bagnis F.,Zopp J.,1
843,Bai Y.,Niki T.,1
844,Bai Y.,Stepanek R.,1
845,Baker B.,Bogomolov A.,1
846,Baker B.,Davydenko N.,1
847,Baker B.,Groth S.,1
848,Baker B.,Hajek J.,1
849,Baker B.,Istomin D.,1
850,Baker B.,Janowicz J.,1
851,Baker B.,Kohlschreiber P.,1
852,Baker B.,Krajicek A.,1
853,Baker B.,Kukushkin M.,1
854,Baker B.,Machado R.,1
855,Baker B.,Malisse X.,1
856,Baker B.,Monfils G.,1
857,Baker B.,Nieminen J.,1
858,Baker B.,Paire B.,1
859,Baker B.,Stakhovsky S.,1
860,Baker B.,Stepanek R.,1
861,Baker J.,Golding O.,1
862,Baker J.,Young D.,1
863,Balazs A.,Cuevas P.,1
864,Balazs A.,Djere L.,1
865,Balazs A.,Dzumhur D.,1
866,Balazs A.,Fischer M.,1
867,Balazs A.,Galovic V.,1
868,Balazs A.,Hurkacz H.,1
869,Balazs A.,Krajinovic F.,1
870,Balazs A.,Lacko L.,1
871,Balazs A.,Malisse X.,1
872,Balazs A.,Martinez P.,1
873,Balazs A.,Millman J.,1
874,Balazs A.,Monteiro T.,1
875,Balazs A.,Sonego L.,1
876,Balazs A.,Starace P.,1
877,Balazs A.,Travaglia S.,1
878,Balazs A.,Uchiyama Y.,1
879,Ball C.,Petzschner P.,1
880,Ball C.,Raonic M.,1
881,Ball C.,Zverev M.,1
882,Barrere G.,Basilashvili N.,1
883,Barrere G.,Bublik A.,1
884,Barrere G.,Daniel T.,1
885,Barrere G.,Dimitrov G.,1
886,Barrere G.,Ebden M.,1
887,Barrere G.,Hoang A.,1
888,Barrere G.,Hurkacz H.,1
889,Barrere G.,Norrie C.,1
890,Barrere G.,Safwat M.,1
891,Barrere G.,Sousa J.,1
892,Barrere G.,Vesely J.,1
893,Barrios Vera M.T.,Taberner C.,1
894,Barton M.,Edmund K.,1
895,Barton M.,Johnson S.,1
896,Barton M.,Olivetti A.,1
897,Barton M.,Tiafoe F.,1
898,Basic M.,Bhambri Y.,1
899,Basic M.,Copil M.,1
900,Basic M.,Djere L.,1
901,Basic M.,Haase R.,2
902,Basic M.,Haider-Maurer A.,1
903,Basic M.,Istomin D.,1
904,Basic M.,Janowicz J.,1
905,Basic M.,Jaziri M.,1
906,Basic M.,Kavcic B.,1
907,Basic M.,Kohlschreiber P.,1
908,Basic M.,Kyrgios N.,1
909,Basic M.,Lopez F.,1
910,Basic M.,Lorenzi P.,1
911,Basic M.,Marterer M.,1
912,Basic M.,Mayer F.,1
913,Basic M.,Medvedev D.,1
914,Basic M.,Monfils G.,1
915,Basic M.,Russell M.,1
916,Basic M.,Wawrinka S.,1
917,Basic M.,Zverev M.,1
918,Basilashvili N.,Albot R.,1
919,Basilashvili N.,Arnaboldi A.,1
920,Basilashvili N.,Baez S.,1
921,Basilashvili N.,Bagnis F.,1
922,Basilashvili N.,Baldi F.,1
923,Basilashvili N.,Barrere G.,1
924,Basilashvili N.,Bautista Agut R.,2
925,Basilashvili N.,Bedene A.,1
926,Basilashvili N.,Bemelmans R.,1
927,Basilashvili N.,Berankis R.,1
928,Basilashvili N.,Berdych T.,1
929,Basilashvili N.,Berlocq C.,1
930,Basilashvili N.,Berrettini M.,1
931,Basilashvili N.,Brooksby J.,2
932,Basilashvili N.,Brown D.,1
933,Basilashvili N.,Carballes Baena R.,1
934,Basilashvili N.,Carreno Busta P.,2
935,Basilashvili N.,Celikbilek A.,1
936,Basilashvili N.,Chardy J.,1
937,Basilashvili N.,Chung H.,1
938,Basilashvili N.,Coric B.,2
939,Basilashvili N.,Cressy M.,1
940,Basilashvili N.,Cuevas P.,1
941,Basilashvili N.,Daniel T.,1
942,Basilashvili N.,Davidovich Fokina A.,1
943,Basilashvili N.,De Minaur A.,1
944,Basilashvili N.,De Schepper K.,1
945,Basilashvili N.,Del Potro J.M.,1
946,Basilashvili N.,Dellien H.,1
947,Basilashvili N.,Djere L.,1
948,Basilashvili N.,Ebden M.,1
949,Basilashvili N.,Edmund K.,1
950,Basilashvili N.,Eubanks C.,2
951,Basilashvili N.,Fabbiano T.,2
952,Basilashvili N.,Federer R.,1
953,Basilashvili N.,Fritz T.,2
954,Basilashvili N.,Fucsovics M.,2
955,Basilashvili N.,Galan D.E.,1
956,Basilashvili N.,Gojowczyk P.,1
957,Basilashvili N.,Gombos N.,1
958,Basilashvili N.,Haas T.,1
959,Basilashvili N.,Haase R.,1
960,Basilashvili N.,Harris L.,1
961,Basilashvili N.,Harrison C.,1
962,Basilashvili N.,Humbert U.,1
963,Basilashvili N.,Istomin D.,1
964,Basilashvili N.,Jarry N.,1
965,Basilashvili N.,Jaziri M.,2
966,Basilashvili N.,Karlovic I.,1
967,Basilashvili N.,Khachanov K.,2
968,Basilashvili N.,Kicker N.,1
969,Basilashvili N.,Klizan M.,1
970,Basilashvili N.,Kohlschreiber P.,1
971,Basilashvili N.,Korda S.,1
972,Basilashvili N.,Kovalik J.,1
973,Basilashvili N.,Kukushkin M.,1
974,Basilashvili N.,Kwon S.W.,1
975,Basilashvili N.,Lajovic D.,4
976,Basilashvili N.,Lamasine T.,1
977,Basilashvili N.,Londero J.I.,1
978,Basilashvili N.,Lopez F.,1
979,Basilashvili N.,Lorenzi P.,1
980,Basilashvili N.,Maden Y.,1
981,Basilashvili N.,Mager G.,1
982,Basilashvili N.,Mannarino A.,1
983,Basilashvili N.,Mayer L.,1
984,Basilashvili N.,Melzer G.,1
985,Basilashvili N.,Millman J.,2
986,Basilashvili N.,Millot V.,1
987,Basilashvili N.,Molleker R.,1
988,Basilashvili N.,Monteiro T.,1
989,Basilashvili N.,Muller G.,1
990,Basilashvili N.,Nedovyesov A.,1
991,Basilashvili N.,Ouahab L.,1
992,Basilashvili N.,Paire B.,1
993,Basilashvili N.,Pavlasek A.,1
994,Basilashvili N.,Pella G.,2
995,Basilashvili N.,Ramos-Vinolas A.,2
996,Basilashvili N.,Rinderknech A.,1
997,Basilashvili N.,Rosol L.,1
998,Basilashvili N.,Rublev A.,2
999,Basilashvili N.,Ruud C.,1
1000,Basilashvili N.,Seppi A.,1
1001,Basilashvili N.,Shapovalov D.,2
1002,Basilashvili N.,Sijsling I.,1
1003,Basilashvili N.,Simon G.,2
1004,Basilashvili N.,Sock J.,2
1005,Basilashvili N.,Struff J.L.,3
1006,Basilashvili N.,Thiem D.,1
1007,Basilashvili N.,Thompson J.,1
1008,Basilashvili N.,Travaglia S.,1
1009,Basilashvili N.,Troicki V.,2
1010,Basilashvili N.,Tsitsipas S.,1
1011,Basilashvili N.,Tsonga J.W.,1
1012,Basilashvili N.,Verdasco F.,1
1013,Basilashvili N.,Ward J.,1
1014,Basilashvili N.,Youzhny M.,1
1015,Basilashvili N.,Zverev A.,1
1016,Basilashvili N.,Zverev M.,1
1017,Bautista Agut R.,Andujar P.,3
1018,Bautista Agut R.,Baghdatis M.,2
1019,Bautista Agut R.,Balazs A.,1
1020,Bautista Agut R.,Barrere G.,1
1021,Bautista Agut R.,Basilashvili N.,2
1022,Bautista Agut R.,Bedene A.,2
1023,Bautista Agut R.,Berankis R.,1
1024,Bautista Agut R.,Berdych T.,1
1025,Bautista Agut R.,Berlocq C.,1
1026,Bautista Agut R.,Berrettini M.,1
1027,Bautista Agut R.,Brown D.,2
1028,Bautista Agut R.,Bublik A.,1
1029,Bautista Agut R.,Carreno Busta P.,1
1030,Bautista Agut R.,Cecchinato M.,2
1031,Bautista Agut R.,Chardy J.,2
1032,Bautista Agut R.,Cilic M.,1
1033,Bautista Agut R.,Copil M.,2
1034,Bautista Agut R.,Coric B.,2
1035,Bautista Agut R.,Daniel T.,1
1036,Bautista Agut R.,Darcis S.,1
1037,Bautista Agut R.,Del Potro J.M.,1
1038,Bautista Agut R.,Delbonis F.,1
1039,Bautista Agut R.,Djere L.,1
1040,Bautista Agut R.,Djokovic N.,3
1041,Bautista Agut R.,Dolgopolov A.,1
1042,Bautista Agut R.,Donaldson J.,2
1043,Bautista Agut R.,Dutra Silva R.,2
1044,Bautista Agut R.,Dzumhur D.,1
1045,Bautista Agut R.,Ebden M.,2
1046,Bautista Agut R.,Ferrer D.,1
1047,Bautista Agut R.,Fognini F.,1
1048,Bautista Agut R.,Fritz T.,5
1049,Bautista Agut R.,Fucsovics M.,1
1050,Bautista Agut R.,Garcia-Lopez G.,2
1051,Bautista Agut R.,Garin C.,1
1052,Bautista Agut R.,Gasquet R.,5
1053,Bautista Agut R.,Giraldo S.,2
1054,Bautista Agut R.,Gojowczyk P.,4
1055,Bautista Agut R.,Haase R.,2
1056,Bautista Agut R.,Haider-Maurer A.,1
1057,Bautista Agut R.,Hanfmann Y.,1
1058,Bautista Agut R.,Harris L.,1
1059,Bautista Agut R.,Harrison R.,2
1060,Bautista Agut R.,Herbert P.H.,1
1061,Bautista Agut R.,Humbert U.,1
1062,Bautista Agut R.,Hurkacz H.,2
1063,Bautista Agut R.,Isner J.,1
1064,Bautista Agut R.,Istomin D.,2
1065,Bautista Agut R.,Jaziri M.,1
1066,Bautista Agut R.,Johnson S.,3
1067,Bautista Agut R.,Karlovic I.,1
1068,Bautista Agut R.,Kecmanovic M.,3
1069,Bautista Agut R.,Khachanov K.,5
1070,Bautista Agut R.,Koepfer D.,2
1071,Bautista Agut R.,Kukushkin M.,4
1072,Bautista Agut R.,Kyrgios N.,1
1073,Bautista Agut R.,Lajovic D.,2
1074,Bautista Agut R.,Lopez F.,3
1075,Bautista Agut R.,Lorenzi P.,1
1076,Bautista Agut R.,Lu Y.H.,1
1077,Bautista Agut R.,Mannarino A.,1
1078,Bautista Agut R.,Mathieu P.H.,1
1079,Bautista Agut R.,Mayer F.,1
1080,Bautista Agut R.,Mcdonald M.,2
1081,Bautista Agut R.,Medvedev D.,3
1082,Bautista Agut R.,Millman J.,5
1083,Bautista Agut R.,Mmoh M.,1
1084,Bautista Agut R.,Molleker R.,1
1085,Bautista Agut R.,Monfils G.,1
1086,Bautista Agut R.,Moutet C.,1
1087,Bautista Agut R.,Muller G.,1
1088,Bautista Agut R.,Munar J.,2
1089,Bautista Agut R.,Murray A.,1
1090,Bautista Agut R.,Nishikori K.,1
1091,Bautista Agut R.,Nishioka Y.,1
1092,Bautista Agut R.,Opelka R.,2
1093,Bautista Agut R.,Paire B.,2
1094,Bautista Agut R.,Paul T.,3
1095,Bautista Agut R.,Pella G.,4
1096,Bautista Agut R.,Pouille L.,1
1097,Bautista Agut R.,Querrey S.,2
1098,Bautista Agut R.,Ramanathan R.,1
1099,Bautista Agut R.,Ramos-Vinolas A.,1
1100,Bautista Agut R.,Rublev A.,2
1101,Bautista Agut R.,Ruud C.,1
1102,Bautista Agut R.,Ruusuvuori E.,1
1103,Bautista Agut R.,Sakharov G.,1
1104,Bautista Agut R.,Sandgren T.,1
1105,Bautista Agut R.,Schwartzman D.,2
1106,Bautista Agut R.,Seppi A.,3
1107,Bautista Agut R.,Simon G.,1
1108,Bautista Agut R.,Smyczek T.,1
1109,Bautista Agut R.,Sousa J.,2
1110,Bautista Agut R.,Stebe C.M.,1
1111,Bautista Agut R.,Struff J.L.,4
1112,Bautista Agut R.,Thiem D.,1
1113,Bautista Agut R.,Thompson J.,1
1114,Bautista Agut R.,Tiafoe F.,1
1115,Bautista Agut R.,Tipsarevic J.,1
1116,Bautista Agut R.,Tomic B.,2
1117,Bautista Agut R.,Travaglia S.,1
1118,Bautista Agut R.,Troicki V.,3
1119,Bautista Agut R.,Tsonga J.W.,1
1120,Bautista Agut R.,Tursunov D.,1
1121,Bautista Agut R.,Vanni L.,1
1122,Bautista Agut R.,Venus M.,1
1123,Bautista Agut R.,Vesely J.,2
1124,Bautista Agut R.,Vilella Martinez M.,1
1125,Bautista Agut R.,Wawrinka S.,1
1126,Bautista Agut R.,Young D.,1
1127,Bautista Agut R.,Youzhny M.,2
1128,Bautista Agut R.,Zhang Ze,1
1129,Bautista R.,Almagro N.,1
1130,Bautista R.,Anderson K.,1
1131,Bautista R.,Bachinger M.,1
1132,Bautista R.,Basilashvili N.,1
1133,Bautista R.,Becker B.,2
1134,Bautista R.,Bedene A.,1
1135,Bautista R.,Bellucci T.,2
1136,Bautista R.,Bemelmans R.,1
1137,Bautista R.,Berankis R.,1
1138,Bautista R.,Berdych T.,2
1139,Bautista R.,Berlocq C.,1
1140,Bautista R.,Berrer M.,1
1141,Bautista R.,Bohli S.,1
1142,Bautista R.,Bolelli S.,1
1143,Bautista R.,Brown D.,1
1144,Bautista R.,Carreno-Busta P.,1
1145,Bautista R.,Chiudinelli M.,1
1146,Bautista R.,Chung H.,1
1147,Bautista R.,Cilic M.,1
1148,Bautista R.,Copil M.,1
1149,Bautista R.,Coric B.,2
1150,Bautista R.,Cuevas P.,2
1151,Bautista R.,Del Potro J.M.,1
1152,Bautista R.,Dimitrov G.,1
1153,Bautista R.,Dolgopolov O.,1
1154,Bautista R.,Donskoy E.,1
1155,Bautista R.,Ebden M.,1
1156,Bautista R.,Estrella Burgos V.,1
1157,Bautista R.,Fognini F.,2
1158,Bautista R.,Gabashvili T.,3
1159,Bautista R.,Garcia-Lopez G.,2
1160,Bautista R.,Gasquet R.,2
1161,Bautista R.,Gimeno-Traver D.,2
1162,Bautista R.,Giraldo S.,2
1163,Bautista R.,Goffin D.,2
1164,Bautista R.,Gojowczyk P.,1
1165,Bautista R.,Granollers M.,1
1166,Bautista R.,Groth S.,1
1167,Bautista R.,Gulbis E.,1
1168,Bautista R.,Haider-Maurer A.,1
1169,Bautista R.,Herbert P.H.,2
1170,Bautista R.,Hernych J.,1
1171,Bautista R.,Ilhan M.,1
1172,Bautista R.,Isner J.,1
1173,Bautista R.,Istomin D.,1
1174,Bautista R.,Janowicz J.,1
1175,Bautista R.,Johnson S.,4
1176,Bautista R.,Kamke T.,1
1177,Bautista R.,Kavcic B.,2
1178,Bautista R.,Klizan M.,4
1179,Bautista R.,Kohlschreiber P.,2
1180,Bautista R.,Krajinovic F.,2
1181,Bautista R.,Kubot L.,2
1182,Bautista R.,Kuznetsov An.,1
1183,Bautista R.,Laaksonen H.,1
1184,Bautista R.,Lajovic D.,1
1185,Bautista R.,Lorenzi P.,1
1186,Bautista R.,Lu Y.H.,2
1187,Bautista R.,Mahut N.,1
1188,Bautista R.,Mannarino A.,2
1189,Bautista R.,Mayer F.,1
1190,Bautista R.,Melzer J.,1
1191,Bautista R.,Millman J.,1
1192,Bautista R.,Muller G.,3
1193,Bautista R.,Nielsen F.,1
1194,Bautista R.,Nieminen J.,1
1195,Bautista R.,Paire B.,5
1196,Bautista R.,Pospisil V.,3
1197,Bautista R.,Pouille L.,2
1198,Bautista R.,Querrey S.,1
1199,Bautista R.,Robredo T.,1
1200,Bautista R.,Rosol L.,1
1201,Bautista R.,Rublev A.,1
1202,Bautista R.,Seppi A.,1
1203,Bautista R.,Simon G.,1
1204,Bautista R.,Smyczek T.,2
1205,Bautista R.,Sock J.,2
1206,Bautista R.,Sorensen L.,1
1207,Bautista R.,Sousa J.,1
1208,Bautista R.,Stepanek R.,1
1209,Bautista R.,Thiem D.,3
1210,Bautista R.,Tipsarevic J.,2
1211,Bautista R.,Troicki V.,1
1212,Bautista R.,Tsonga J.W.,2
1213,Bautista R.,Ungur A.,1
1214,Bautista R.,Verdasco F.,1
1215,Bautista R.,Vesely J.,2
1216,Bautista R.,Young D.,1
1217,Bautista R.,Youzhny M.,1
1218,Bautista R.,Zverev A.,2
1219,Bautista R.,Zverev M.,1
1220,Beck A.,Baker J.,1
1221,Beck A.,Berrer M.,1
1222,Beck A.,Istomin D.,1
1223,Beck A.,Kiefer N.,1
1224,Beck A.,Lorenzi P.,1
1225,Beck A.,Pospisil V.,1
1226,Beck A.,Prodon E.,1
1227,Beck A.,Stakhovsky S.,1
1228,Beck A.,Velotti A.,1
1229,Beck K.,Berlocq C.,1
1230,Beck K.,Dabul B.,1
1231,Beck K.,Garcia-Lopez G.,1
1232,Beck K.,Mathieu P.H.,1
1233,Beck K.,Petzschner P.,1
1234,Beck K.,Soeda G.,1
1235,Beck K.,Ventura S.,1
1236,Becker B.,Albot R.,1
1237,Becker B.,Andujar P.,1
1238,Becker B.,Bagnis F.,1
1239,Becker B.,Bedene A.,2
1240,Becker B.,Bemelmans R.,1
1241,Becker B.,Benneteau J.,1
1242,Becker B.,Berrer M.,2
1243,Becker B.,Blake J.,1
1244,Becker B.,Brands D.,2
1245,Becker B.,Carreno-Busta P.,1
1246,Becker B.,Chardy J.,1
1247,Becker B.,Chela J.I.,1
1248,Becker B.,Chiudinelli M.,1
1249,Becker B.,Davydenko N.,1
1250,Becker B.,De Bakker T.,2
1251,Becker B.,Dimitrov G.,1
1252,Becker B.,Dolgopolov O.,1
1253,Becker B.,Ebden M.,1
1254,Becker B.,Elias G.,1
1255,Becker B.,Goffin D.,1
1256,Becker B.,Golubev A.,1
1257,Becker B.,Granollers M.,1
1258,Becker B.,Greul S.,2
1259,Becker B.,Groth S.,1
1260,Becker B.,Gulbis E.,2
1261,Becker B.,Haase R.,1
1262,Becker B.,Hanescu V.,1
1263,Becker B.,Harrison R.,2
1264,Becker B.,Herbert P.H.,1
1265,Becker B.,Hewitt L.,1
1266,Becker B.,Huta Galung J.,1
1267,Becker B.,Istomin D.,1
1268,Becker B.,Ito T.,2
1269,Becker B.,Johnson S.,2
1270,Becker B.,Kamke T.,1
1271,Becker B.,Karlovic I.,1
1272,Becker B.,Kavcic B.,1
1273,Becker B.,Koellerer D.,1
1274,Becker B.,Kontinen H.,1
1275,Becker B.,Kubot L.,1
1276,Becker B.,Kukushkin M.,1
1277,Becker B.,Kunitsyn I.,1
1278,Becker B.,Lacko L.,1
1279,Becker B.,Lapentti G.,1
1280,Becker B.,Ledovskikh M.,1
1281,Becker B.,Ljubicic I.,1
1282,Becker B.,Lu Y.H.,1
1283,Becker B.,Malisse X.,1
1284,Becker B.,Mathieu P.H.,1
1285,Becker B.,Millman J.,1
1286,Becker B.,Moya C.,1
1287,Becker B.,Nieminen J.,2
1288,Becker B.,Nishikori K.,1
1289,Becker B.,Odesnik W.,1
1290,Becker B.,Olivetti A.,1
1291,Becker B.,Paire B.,2
1292,Becker B.,Paul T.,1
1293,Becker B.,Pella G.,1
1294,Becker B.,Pospisil V.,1
1295,Becker B.,Ramirez-Hidalgo R.,1
1296,Becker B.,Raonic M.,1
1297,Becker B.,Reister J.,1
1298,Becker B.,Robert S.,1
1299,Becker B.,Robredo T.,1
1300,Becker B.,Rochus O.,1
1301,Becker B.,Rosol L.,2
1302,Becker B.,Schoorel T.,1
1303,Becker B.,Sela D.,2
1304,Becker B.,Smyczek T.,1
1305,Becker B.,Sock J.,1
1306,Becker B.,Sousa J.,2
1307,Becker B.,Stakhovsky S.,1
1308,Becker B.,Sweeting R.,1
1309,Becker B.,Thompson J.,1
1310,Becker B.,Tomic B.,2
1311,Becker B.,Verdasco F.,3
1312,Becker B.,Vinciguerra A.,1
1313,Becker B.,Young D.,1
1314,Becker B.,Zemlja G.,1
1315,Becker B.,Zverev M.,2
1316,Bedene A.,Anderson K.,1
1317,Bedene A.,Andreozzi G.,1
1318,Bedene A.,Arvidsson I.,1
1319,Bedene A.,Basic M.,1
1320,Bedene A.,Bautista R.,2
1321,Bedene A.,Becker B.,1
1322,Bedene A.,Berrettini M.,1
1323,Bedene A.,Bhambri Y.,1
1324,Bedene A.,Bublik A.,1
1325,Bedene A.,Carballes Baena R.,1
1326,Bedene A.,Carreno Busta P.,3
1327,Bedene A.,Caruso S.,1
1328,Bedene A.,Cecchinato M.,3
1329,Bedene A.,Chardy J.,1
1330,Bedene A.,Copil M.,2
1331,Bedene A.,Coric B.,1
1332,Bedene A.,Davydenko N.,1
1333,Bedene A.,De Greef A.,1
1334,Bedene A.,De Minaur A.,1
1335,Bedene A.,Delbonis F.,1
1336,Bedene A.,Delic M.,1
1337,Bedene A.,Dellien H.,1
1338,Bedene A.,Djere L.,2
1339,Bedene A.,Dolgopolov O.,1
1340,Bedene A.,Duckworth J.,1
1341,Bedene A.,Dzumhur D.,1
1342,Bedene A.,Escobedo E.,2
1343,Bedene A.,Fabbiano T.,1
1344,Bedene A.,Fognini F.,1
1345,Bedene A.,Fritz T.,1
1346,Bedene A.,Fucsovics M.,1
1347,Bedene A.,Garcia-Lopez G.,3
1348,Bedene A.,Garin C.,1
1349,Bedene A.,Gerasimov E.,1
1350,Bedene A.,Gicquel M.,1
1351,Bedene A.,Gimeno-Traver D.,1
1352,Bedene A.,Giustino L.,1
1353,Bedene A.,Goffin D.,1
1354,Bedene A.,Gonzalez M.,1
1355,Bedene A.,Granollers M.,2
1356,Bedene A.,Gulbis E.,1
1357,Bedene A.,Haase R.,2
1358,Bedene A.,Haider-Maurer A.,1
1359,Bedene A.,Harrison R.,1
1360,Bedene A.,Hernandez-Fernandez J.,1
1361,Bedene A.,Istomin D.,1
1362,Bedene A.,Jaziri M.,1
1363,Bedene A.,Karlovic I.,4
1364,Bedene A.,Khachanov K.,1
1365,Bedene A.,Klizan M.,2
1366,Bedene A.,Korda S.,1
1367,Bedene A.,Kovalik J.,1
1368,Bedene A.,Kudryavtsev A.,1
1369,Bedene A.,Laaksonen H.,2
1370,Bedene A.,Lacko L.,1
1371,Bedene A.,Lopez F.,1
1372,Bedene A.,Lorenzi P.,1
1373,Bedene A.,Mager G.,1
1374,Bedene A.,Mannarino A.,1
1375,Bedene A.,Marterer M.,1
1376,Bedene A.,Mathieu P.H.,2
1377,Bedene A.,Mcgee J.,1
1378,Bedene A.,Melzer G.,1
1379,Bedene A.,Milojevic N.,1
1380,Bedene A.,Monteiro T.,1
1381,Bedene A.,Moutet C.,1
1382,Bedene A.,Muller G.,1
1383,Bedene A.,Nalbandian D.,1
1384,Bedene A.,Nishioka Y.,1
1385,Bedene A.,Norrie C.,1
1386,Bedene A.,Paire B.,4
1387,Bedene A.,Pella G.,1
1388,Bedene A.,Pospisil V.,2
1389,Bedene A.,Ramanathan R.,1
1390,Bedene A.,Ramos-Vinolas A.,1
1391,Bedene A.,Rinderknech A.,1
1392,Bedene A.,Robert S.,1
1393,Bedene A.,Rosol L.,1
1394,Bedene A.,Roumane R.,1
1395,Bedene A.,Schwartzman D.,2
1396,Bedene A.,Simon G.,4
1397,Bedene A.,Sinner J.,2
1398,Bedene A.,Sonego L.,1
1399,Bedene A.,Sousa J.,3
1400,Bedene A.,Stepanek R.,1
1401,Bedene A.,Sweeny D.,1
1402,Bedene A.,Tomic B.,1
1403,Bedene A.,Tsitsipas S.,1
1404,Bedene A.,Uchiyama Y.,1
1405,Bedene A.,Vanni L.,1
1406,Bedene A.,Vesely J.,1
1407,Bedene A.,Wang J.,1
1408,Bedene A.,Wawrinka S.,1
1409,Bedene A.,Westerhof B.,1
1410,Bedene A.,Ymer M.,1
1411,Bedene A.,Young D.,1
1412,Bedene A.,Youzhny M.,1
1413,Bedene A.,Zeballos H.,1
