Tournament,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets,Year
Monte Carlo Masters,4/12/2010,Almagro N.,Greul S.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/12/2010,Golubev A.,Chardy J.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Nalbandian D.,Beck A.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Gulbis E.,Chiudinelli M.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Berdych T.,Lopez F.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Petzschner P.,Garcia-Lopez G.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/12/2010,Benneteau J.,Dolgopolov O.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/12/2010,Kohlschreiber P.,Bellucci T.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/12/2010,Gasquet R.,Gimeno-Traver D.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/12/2010,Becker B.,Tomic B.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Ferrer D.,Luczak P.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Ferrero J.C.,Granollers M.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/12/2010,Monaco J.,Nieminen J.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Melzer J.,Mathieu P.H.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Serra F.,Robert S.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/13/2010,De Bakker T.,Schwank E.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Llodra M.,Fognini F.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Robredo T.,Zeballos H.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Troicki V.,Kubot L.,,,1st Round,2.0,1.0,2010
Monte Carlo Masters,4/13/2010,Wawrinka S.,Hanescu V.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Montanes A.,Baghdatis M.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Cilic M.,Andreev I.,,,2nd Round,2.0,1.0,2010
Monte Carlo Masters,4/13/2010,Verdasco F.,Benneteau J.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Tsonga J.W.,Almagro N.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/13/2010,Berdych T.,Gasquet R.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Ferrero J.C.,Becker B.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Wawrinka S.,Gulbis E.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Ferrer D.,Golubev A.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Montanes A.,Seppi A.,,,2nd Round,2.0,1.0,2010
Monte Carlo Masters,4/14/2010,Robredo T.,Troicki V.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Petzschner P.,Melzer J.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Djokovic N.,Serra F.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Berrer M.,Monaco J.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Nadal R.,De Bakker T.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Ljubicic I.,Llodra M.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Kohlschreiber P.,Murray A.,,,2nd Round,2.0,0.0,2010
Monte Carlo Masters,4/14/2010,Nalbandian D.,Youzhny M.,,,2nd Round,2.0,1.0,2010
Monte Carlo Masters,4/15/2010,Montanes A.,Cilic M.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/15/2010,Verdasco F.,Berdych T.,,,3rd Round,2.0,1.0,2010
Monte Carlo Masters,4/15/2010,Ferrer D.,Ljubicic I.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/15/2010,Nadal R.,Berrer M.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/15/2010,Nalbandian D.,Robredo T.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/15/2010,Ferrero J.C.,Tsonga J.W.,,,3rd Round,2.0,1.0,2010
Monte Carlo Masters,4/15/2010,Kohlschreiber P.,Petzschner P.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/15/2010,Djokovic N.,Wawrinka S.,,,3rd Round,2.0,0.0,2010
Monte Carlo Masters,4/16/2010,Ferrer D.,Kohlschreiber P.,,,Quarterfinals,2.0,0.0,2010
Monte Carlo Masters,4/16/2010,Nadal R.,Ferrero J.C.,,,Quarterfinals,2.0,0.0,2010
Monte Carlo Masters,4/16/2010,Djokovic N.,Nalbandian D.,,,Quarterfinals,2.0,0.0,2010
Monte Carlo Masters,4/16/2010,Verdasco F.,Montanes A.,,,Quarterfinals,2.0,1.0,2010
Monte Carlo Masters,4/17/2010,Nadal R.,Ferrer D.,,,Semifinals,2.0,0.0,2010
Monte Carlo Masters,4/17/2010,Verdasco F.,Djokovic N.,,,Semifinals,2.0,0.0,2010
Monte Carlo Masters,4/18/2010,Nadal R.,Verdasco F.,,,The Final,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,De Bakker T.,Falla A.,1.52,2.46,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Hajek J.,Starace P.,3.12,1.34,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Schwank E.,Fognini F.,1.99,1.77,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Garcia-Lopez G.,Rochus C.,1.36,3.02,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/19/2010,Bellucci T.,Nieminen J.,1.46,2.63,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Chela J.I.,Krajinovic F.,1.13,5.5,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Hernandez O.,Marchenko I.,1.45,2.65,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/19/2010,Almagro N.,Ventura S.,1.09,7.15,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Cuevas P.,Zeballos H.,1.97,1.77,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Granollers M.,Kubot L.,1.66,2.15,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Greul S.,Riba P.,2.06,1.72,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/19/2010,Gasquet R.,Andreev I.,2.09,1.7,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Istomin D.,Robert S.,2.86,1.4,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/20/2010,Gimeno-Traver D.,Monaco J.,3.56,1.27,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/20/2010,Chardy J.,Montanes A.,3.42,1.29,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Hewitt L.,Ilhan M.,1.26,3.72,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/20/2010,Ramos-Vinolas A.,Russell M.,1.61,2.24,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Melzer J.,Lapentti N.,1.79,1.99,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Stakhovsky S.,Zverev M.,2.05,1.73,1st Round,2.0,1.0,2010
Open Banco Sabadell,4/20/2010,Bolelli S.,Robredo T.,5.54,1.13,1st Round,1.0,1.0,2010
Open Banco Sabadell,4/20/2010,Gulbis E.,Luczak P.,1.36,3.02,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Martin A.,Kukushkin M.,2.0,1.73,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Lopez F.,Dolgopolov O.,1.63,2.22,1st Round,1.0,0.0,2010
Open Banco Sabadell,4/20/2010,Hanescu V.,Beck A.,1.25,3.75,1st Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Navarro-Pastor I.,Cuevas P.,3.47,1.29,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Almagro N.,Greul S.,1.13,5.42,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/20/2010,Soderling R.,Chela J.I.,1.27,3.57,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,De Bakker T.,Gimeno-Traver D.,1.7,2.09,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Garcia-Lopez G.,Gabashvili T.,1.25,3.72,2nd Round,2.0,1.0,2010
Open Banco Sabadell,4/21/2010,Schwank E.,Hewitt L.,2.09,1.7,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Tsonga J.W.,Hajek J.,1.19,4.44,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Melzer J.,Hernandez O.,1.35,3.09,2nd Round,2.0,1.0,2010
Open Banco Sabadell,4/21/2010,Gulbis E.,Chardy J.,1.67,2.13,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Ferrer D.,Granollers M.,1.12,5.96,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Bellucci T.,Hanescu V.,1.76,1.99,2nd Round,2.0,1.0,2010
Open Banco Sabadell,4/21/2010,Ramos-Vinolas A.,Gonzalez F.,6.14,1.11,2nd Round,2.0,1.0,2010
Open Banco Sabadell,4/21/2010,Ferrero J.C.,Stakhovsky S.,1.06,8.27,2nd Round,1.0,0.0,2010
Open Banco Sabadell,4/21/2010,Bolelli S.,Martin A.,1.57,2.34,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Verdasco F.,Gasquet R.,1.27,3.61,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/21/2010,Lopez F.,Istomin D.,1.39,2.89,2nd Round,2.0,0.0,2010
Open Banco Sabadell,4/22/2010,Schwank E.,Navarro-Pastor I.,1.35,3.08,3rd Round,2.0,0.0,2010
Open Banco Sabadell,4/22/2010,Bellucci T.,Garcia-Lopez G.,1.39,2.9,3rd Round,2.0,0.0,2010
Open Banco Sabadell,4/22/2010,Ferrer D.,Bolelli S.,1.07,7.77,3rd Round,1.0,0.0,2010
Open Banco Sabadell,4/22/2010,De Bakker T.,Ferrero J.C.,6.14,1.11,3rd Round,2.0,1.0,2010
Open Banco Sabadell,4/22/2010,Tsonga J.W.,Almagro N.,2.11,1.69,3rd Round,2.0,1.0,2010
Open Banco Sabadell,4/22/2010,Verdasco F.,Melzer J.,1.16,4.9,3rd Round,2.0,1.0,2010
Open Banco Sabadell,4/22/2010,Gulbis E.,Ramos-Vinolas A.,1.32,3.25,3rd Round,2.0,0.0,2010
Open Banco Sabadell,4/22/2010,Soderling R.,Lopez F.,1.22,4.17,3rd Round,2.0,0.0,2010
Open Banco Sabadell,4/23/2010,Ferrer D.,Bellucci T.,1.18,4.65,Quarterfinals,2.0,0.0,2010
Open Banco Sabadell,4/23/2010,Verdasco F.,Gulbis E.,1.39,2.91,Quarterfinals,2.0,0.0,2010
Open Banco Sabadell,4/23/2010,Soderling R.,Schwank E.,1.15,5.27,Quarterfinals,2.0,0.0,2010
Open Banco Sabadell,4/23/2010,De Bakker T.,Tsonga J.W.,3.03,1.36,Quarterfinals,2.0,1.0,2010
Open Banco Sabadell,4/24/2010,Verdasco F.,Ferrer D.,2.16,1.66,Semifinals,2.0,1.0,2010
Open Banco Sabadell,4/24/2010,Soderling R.,De Bakker T.,1.18,4.58,Semifinals,2.0,0.0,2010
Open Banco Sabadell,4/25/2010,Verdasco F.,Soderling R.,2.39,1.56,The Final,2.0,1.0,2010
Internazionali BNL d'Italia,4/25/2010,Hanescu V.,Berrer M.,1.4,2.82,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/25/2010,Chardy J.,Tipsarevic J.,1.69,2.08,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/25/2010,Seppi A.,Fognini F.,1.43,2.69,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Lorenzi P.,Montanes A.,4.84,1.16,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Isner J.,Zeballos H.,2.13,1.67,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Giraldo S.,Ferrero J.C.,5.27,1.14,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Kohlschreiber P.,Cuevas P.,1.31,3.3,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Gulbis E.,Baghdatis M.,1.58,2.3,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Benneteau J.,Querrey S.,2.48,1.51,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Starace P.,Hajek J.,1.64,2.18,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Garcia-Lopez G.,Chela J.I.,2.79,1.41,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Monaco J.,Andreev I.,1.7,2.09,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Llodra M.,Beck A.,1.49,2.55,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Berdych T.,Granollers M.,1.2,4.25,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/26/2010,Ljubicic I.,Mathieu P.H.,1.35,3.04,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/26/2010,Volandri F.,Luczak P.,1.92,1.82,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Hewitt L.,Youzhny M.,2.64,1.45,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/27/2010,Wawrinka S.,Melzer J.,1.43,2.73,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Lopez F.,Becker B.,1.35,3.05,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Bolelli S.,Greul S.,1.68,2.13,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Troicki V.,De Bakker T.,2.34,1.57,1st Round,1.0,1.0,2010
Internazionali BNL d'Italia,4/27/2010,Almagro N.,Kubot L.,1.16,4.94,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/27/2010,Bellucci T.,Mayer L.,1.46,2.64,1st Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/27/2010,Ferrer D.,Korolev E.,1.09,6.84,1st Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Hanescu V.,Monaco J.,2.27,1.6,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Djokovic N.,Chardy J.,1.1,6.37,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/27/2010,Gulbis E.,Federer R.,4.34,1.2,2nd Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/27/2010,Murray A.,Seppi A.,1.32,3.25,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Soderling R.,Lorenzi P.,1.06,8.89,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Volandri F.,Benneteau J.,2.08,1.7,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Garcia-Lopez G.,Hewitt L.,2.22,1.63,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Giraldo S.,Llodra M.,1.4,2.85,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Wawrinka S.,Berdych T.,1.95,1.79,2nd Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/28/2010,Nadal R.,Kohlschreiber P.,1.02,14.38,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Verdasco F.,Bolelli S.,1.16,4.83,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Ljubicic I.,Almagro N.,2.26,1.61,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Bellucci T.,Isner J.,1.41,2.8,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Tsonga J.W.,Troicki V.,1.32,3.24,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/28/2010,Lopez F.,Cilic M.,3.12,1.35,2nd Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/28/2010,Ferrer D.,Starace P.,1.18,4.54,2nd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Djokovic N.,Bellucci T.,1.15,5.05,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Verdasco F.,Garcia-Lopez G.,1.25,3.81,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Gulbis E.,Volandri F.,1.32,3.29,3rd Round,2.0,1.0,2010
Internazionali BNL d'Italia,4/29/2010,Tsonga J.W.,Giraldo S.,1.41,2.79,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Lopez F.,Ljubicic I.,2.5,1.51,3rd Round,,,2010
Internazionali BNL d'Italia,4/29/2010,Ferrer D.,Murray A.,1.65,2.17,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Wawrinka S.,Soderling R.,2.72,1.44,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/29/2010,Nadal R.,Hanescu V.,1.01,18.83,3rd Round,2.0,0.0,2010
Internazionali BNL d'Italia,4/30/2010,Verdasco F.,Djokovic N.,2.43,1.53,Quarterfinals,2.0,1.0,2010
Internazionali BNL d'Italia,4/30/2010,Ferrer D.,Tsonga J.W.,1.41,2.8,Quarterfinals,2.0,0.0,2010
Internazionali BNL d'Italia,4/30/2010,Nadal R.,Wawrinka S.,1.03,12.31,Quarterfinals,2.0,0.0,2010
Internazionali BNL d'Italia,4/30/2010,Gulbis E.,Lopez F.,1.43,2.72,Quarterfinals,2.0,0.0,2010
Internazionali BNL d'Italia,5/1/2010,Ferrer D.,Verdasco F.,1.78,1.99,Semifinals,2.0,0.0,2010
Internazionali BNL d'Italia,5/1/2010,Nadal R.,Gulbis E.,1.03,11.72,Semifinals,2.0,1.0,2010
Internazionali BNL d'Italia,5/2/2010,Nadal R.,Ferrer D.,1.1,6.7,The Final,2.0,0.0,2010
Serbia Open,5/3/2010,Andreev I.,Kavcic B.,1.2,4.23,1st Round,2.0,0.0,2010
Serbia Open,5/3/2010,Serra F.,Beck K.,1.14,5.35,1st Round,2.0,0.0,2010
Serbia Open,5/3/2010,Korolev E.,Russell M.,1.58,2.29,1st Round,2.0,0.0,2010
Serbia Open,5/3/2010,Karlovic I.,Lajovic D.,1.12,5.66,1st Round,2.0,0.0,2010
Serbia Open,5/3/2010,Troicki V.,Navarro-Pastor I.,1.26,3.73,1st Round,2.0,0.0,2010
Serbia Open,5/4/2010,Ouanna J.,Cipolla F.,1.82,1.92,1st Round,2.0,0.0,2010
Serbia Open,5/4/2010,Gasquet R.,Rochus O.,1.17,4.75,1st Round,2.0,0.0,2010
Serbia Open,5/4/2010,Fognini F.,Skugor F.,1.72,2.05,1st Round,2.0,0.0,2010
Serbia Open,5/4/2010,Krajinovic F.,Donskoy E.,1.79,1.95,1st Round,2.0,1.0,2010
Serbia Open,5/4/2010,Seppi A.,Mayer L.,1.76,1.98,1st Round,2.0,1.0,2010
Serbia Open,5/4/2010,Di Mauro A.,Djokovic M.,1.22,4.05,1st Round,2.0,1.0,2010
Serbia Open,5/4/2010,Zeballos H.,Polansky P.,1.15,4.76,1st Round,2.0,1.0,2010
Serbia Open,5/5/2010,Andreev I.,Karlovic I.,1.65,2.17,2nd Round,2.0,0.0,2010
Serbia Open,5/5/2010,Querrey S.,Korolev E.,1.64,2.18,2nd Round,2.0,0.0,2010
Serbia Open,5/5/2010,Wawrinka S.,Di Mauro A.,1.05,9.77,2nd Round,2.0,0.0,2010
Serbia Open,5/5/2010,Troicki V.,Serra F.,1.54,2.41,2nd Round,2.0,0.0,2010
Serbia Open,5/6/2010,Gasquet R.,Seppi A.,1.39,2.89,2nd Round,2.0,1.0,2010
Serbia Open,5/6/2010,Isner J.,Ouanna J.,1.33,3.21,2nd Round,2.0,0.0,2010
Serbia Open,5/6/2010,Krajinovic F.,Zeballos H.,3.87,1.24,2nd Round,2.0,1.0,2010
Serbia Open,5/6/2010,Djokovic N.,Fognini F.,1.03,11.28,2nd Round,2.0,0.0,2010
Serbia Open,5/7/2010,Isner J.,Gasquet R.,2.36,1.56,Quarterfinals,2.0,1.0,2010
Serbia Open,5/7/2010,Wawrinka S.,Troicki V.,1.3,3.37,Quarterfinals,2.0,1.0,2010
Serbia Open,5/7/2010,Querrey S.,Andreev I.,2.14,1.67,Quarterfinals,2.0,1.0,2010
Serbia Open,5/7/2010,Krajinovic F.,Djokovic N.,10.0,1.04,Quarterfinals,1.0,0.0,2010
Serbia Open,5/8/2010,Isner J.,Wawrinka S.,3.53,1.28,Semifinals,2.0,0.0,2010
Serbia Open,5/8/2010,Querrey S.,Krajinovic F.,1.21,4.11,Semifinals,2.0,0.0,2010
Serbia Open,5/9/2010,Querrey S.,Isner J.,2.2,2.02,The Final,2.0,1.0,2010
Estoril Open,5/3/2010,Clement A.,Kunitsyn I.,2.22,1.62,1st Round,2.0,1.0,2010
Estoril Open,5/3/2010,Falla A.,Chela J.I.,3.42,1.29,1st Round,2.0,0.0,2010
Estoril Open,5/3/2010,Tavares L.,Mello R.,2.92,1.38,1st Round,2.0,0.0,2010
Estoril Open,5/3/2010,Granollers M.,Hernandez O.,1.47,2.6,1st Round,2.0,0.0,2010
Estoril Open,5/4/2010,Martin A.,Del Bonis F.,2.41,1.54,1st Round,2.0,0.0,2010
Estoril Open,5/4/2010,Phau B.,Lopez M.,2.59,1.46,1st Round,2.0,1.0,2010
Estoril Open,5/4/2010,Cuevas P.,Andujar P.,1.5,2.51,1st Round,2.0,1.0,2010
Estoril Open,5/4/2010,Machado R.,Massu N.,1.44,2.68,1st Round,2.0,0.0,2010
Estoril Open,5/4/2010,Gil F.,Mayer F.,2.3,1.58,1st Round,2.0,1.0,2010
Estoril Open,5/4/2010,Garcia-Lopez G.,Malisse X.,1.34,3.16,1st Round,2.0,0.0,2010
Estoril Open,5/4/2010,Giraldo S.,Darcis S.,1.35,3.05,1st Round,1.0,0.0,2010
Estoril Open,5/4/2010,Gimeno-Traver D.,Lapentti N.,1.6,2.26,1st Round,1.0,0.0,2010
Estoril Open,5/5/2010,Cuevas P.,Granollers M.,2.07,1.71,2nd Round,2.0,0.0,2010
Estoril Open,5/5/2010,Clement A.,Falla A.,2.28,1.6,2nd Round,2.0,0.0,2010
Estoril Open,5/5/2010,Montanes A.,Gimeno-Traver D.,1.59,2.28,2nd Round,2.0,0.0,2010
Estoril Open,5/5/2010,Federer R.,Phau B.,1.02,12.12,2nd Round,2.0,0.0,2010
Estoril Open,5/6/2010,Garcia-Lopez G.,Tavares L.,1.17,4.72,2nd Round,2.0,0.0,2010
Estoril Open,5/6/2010,Martin A.,Marrero D.,1.44,2.62,2nd Round,2.0,0.0,2010
Estoril Open,5/6/2010,Machado R.,Przysiezny M.,1.57,2.3,2nd Round,2.0,0.0,2010
Estoril Open,5/6/2010,Gil F.,Giraldo S.,2.36,1.55,2nd Round,2.0,0.0,2010
Estoril Open,5/7/2010,Montanes A.,Cuevas P.,1.5,2.52,Quarterfinals,2.0,0.0,2010
Estoril Open,5/7/2010,Federer R.,Clement A.,1.02,13.06,Quarterfinals,2.0,0.0,2010
Estoril Open,5/7/2010,Gil F.,Machado R.,1.78,1.97,Quarterfinals,2.0,1.0,2010
Estoril Open,5/7/2010,Garcia-Lopez G.,Martin A.,1.28,3.52,Quarterfinals,1.0,0.0,2010
Estoril Open,5/8/2010,Montanes A.,Federer R.,5.83,1.12,Semifinals,2.0,0.0,2010
Estoril Open,5/8/2010,Gil F.,Garcia-Lopez G.,2.64,1.46,Semifinals,2.0,1.0,2010
Estoril Open,5/9/2010,Montanes A.,Gil F.,3.3,3.03,The Final,2.0,1.0,2010
BMW Open,5/3/2010,Youzhny M.,Chardy J.,1.43,2.74,1st Round,2.0,0.0,2010
BMW Open,5/3/2010,Becker B.,Robert S.,2.31,1.58,1st Round,2.0,1.0,2010
BMW Open,5/3/2010,Beck A.,Istomin D.,1.81,1.92,1st Round,2.0,1.0,2010
BMW Open,5/3/2010,Petzschner P.,Benneteau J.,1.8,1.93,1st Round,2.0,1.0,2010
BMW Open,5/3/2010,Berdych T.,Krawietz K.,1.03,11.98,1st Round,2.0,0.0,2010
BMW Open,5/4/2010,Baghdatis M.,Gojowczyk P.,1.08,7.17,1st Round,2.0,1.0,2010
BMW Open,5/4/2010,Hajek J.,Sidorenko A.,1.46,2.63,1st Round,2.0,0.0,2010
BMW Open,5/4/2010,Koellerer D.,Ancic M.,3.47,1.31,1st Round,2.0,0.0,2010
BMW Open,5/4/2010,Riba P.,Lacko L.,1.41,2.79,1st Round,2.0,1.0,2010
BMW Open,5/4/2010,Chiudinelli M.,Ascione T.,1.96,1.79,1st Round,2.0,0.0,2010
BMW Open,5/4/2010,Greul S.,Kiefer N.,1.59,2.28,1st Round,2.0,0.0,2010
BMW Open,5/5/2010,Cilic M.,Berrer M.,1.23,3.92,1st Round,2.0,0.0,2010
BMW Open,5/5/2010,Ventura S.,Dolgopolov O.,2.73,1.42,1st Round,2.0,1.0,2010
BMW Open,5/5/2010,Almagro N.,Vliegen K.,1.11,6.09,1st Round,2.0,0.0,2010
BMW Open,5/5/2010,Kohlschreiber P.,Brands D.,1.19,4.45,1st Round,2.0,0.0,2010
BMW Open,5/5/2010,Anderson K.,Zverev M.,1.79,1.95,1st Round,0.0,0.0,2010
BMW Open,5/5/2010,Hajek J.,Becker B.,1.58,2.31,2nd Round,2.0,0.0,2010
BMW Open,5/5/2010,Petzschner P.,Koellerer D.,1.45,2.65,2nd Round,2.0,0.0,2010
BMW Open,5/5/2010,Berdych T.,Riba P.,1.1,6.59,2nd Round,2.0,0.0,2010
BMW Open,5/5/2010,Youzhny M.,Beck A.,1.17,4.68,2nd Round,2.0,0.0,2010
BMW Open,5/6/2010,Kohlschreiber P.,Ventura S.,1.08,7.12,2nd Round,2.0,0.0,2010
BMW Open,5/6/2010,Baghdatis M.,Chiudinelli M.,1.38,2.91,2nd Round,2.0,0.0,2010
BMW Open,5/6/2010,Almagro N.,Anderson K.,1.13,5.39,2nd Round,2.0,1.0,2010
BMW Open,5/6/2010,Cilic M.,Greul S.,1.17,4.69,2nd Round,2.0,1.0,2010
BMW Open,5/7/2010,Youzhny M.,Hajek J.,1.16,4.94,Quarterfinals,2.0,0.0,2010
BMW Open,5/7/2010,Petzschner P.,Berdych T.,4.61,1.18,Quarterfinals,2.0,1.0,2010
BMW Open,5/7/2010,Baghdatis M.,Kohlschreiber P.,3.88,1.24,Quarterfinals,2.0,0.0,2010
BMW Open,5/7/2010,Cilic M.,Almagro N.,1.78,1.97,Quarterfinals,2.0,1.0,2010
BMW Open,5/8/2010,Youzhny M.,Petzschner P.,1.35,3.09,Semifinals,2.0,0.0,2010
BMW Open,5/8/2010,Cilic M.,Baghdatis M.,1.43,2.73,Semifinals,2.0,1.0,2010
BMW Open,5/9/2010,Youzhny M.,Cilic M.,2.04,1.88,The Final,2.0,1.0,2010
Mutua Madrileña Madrid Open,5/9/2010,Karlovic I.,Korolev E.,1.59,2.29,1st Round,2.0,0.0,2010
