Player1,Player2
Djokovic N.,Khachanov K.
Carreno Busta P.,Altmaier D.
Schwartzman D.,Thiem D.
Nadal R.,Sinner J.
Tsitsipas S.,Rublev A.
Djokovic N.,Carreno Busta P.
Nadal R.,Schwartzman D.
Djokovic N.,Tsitsipas S.
Nadal R.,Djokovic N.
Otte O.,Struff J.L.
Zverev M.,Millman J.
Albot R.,Herbert P.H.
Hurkacz H.,Polmans M.
Johnson S.,Krajinovic F.
Novak D.,Thompson J.
Laaksonen H.,Altmaier D.
Simon G.,Fucsovics M.
Davidovich Fokina A.,Ruusuvuori E.
Cilic M.,Giron M.
Harris L.,Edmund K.
Verdasco F.,Murray A.
Albot R.,Otte O.
Novak D.,Paire B.
Hurkacz H.,Zverev M.
Harris L.,Johnson S.
Zverev A.,Verdasco F.
Davidovich Fokina A.,Cilic M.
Auger-Aliassime F.,Laaksonen H.
Bautista Agut R.,Simon G.
Zverev A.,Harris L.
Davidovich Fokina A.,Novak D.
Auger-Aliassime F.,Albot R.
Bautista Agut R.,Hurkacz H.
Zverev A.,Davidovich Fokina A.
Auger-Aliassime F.,Bautista Agut R.
Zverev A.,Auger-Aliassime F.
Vesely J.,Majchrzak K.
Musetti L.,Cuevas P.
Paul T.,Martin A.
Pellegrino A.,Travaglia S.
Andujar P.,Kovalik J.
Delbonis F.,Seppi A.
Carballes Baena R.,Coria F.
Sonego L.,Zeppieri G.
Cecchinato M.,Mager G.
Djere L.,Nagal S.
Hanfmann Y.,Caruso S.
Moutet C.,Tiafoe F.
Vesely J.,Sonego L.
Delbonis F.,Andujar P.
Petrovic D.,Carballes Baena R.
Djere L.,Lajovic D.
Hanfmann Y.,Ruud C.
Musetti L.,Pellegrino A.
Cecchinato M.,Paul T.
Ramos-Vinolas A.,Moutet C.
Djere L.,Vesely J.
Musetti L.,Hanfmann Y.
Cecchinato M.,Ramos-Vinolas A.
Petrovic D.,Delbonis F.
Djere L.,Musetti L.
Cecchinato M.,Petrovic D.
Djere L.,Cecchinato M.
Karatsev A.,Sandgren T.
Norrie C.,Fritz T.
Bublik A.,Mcdonald M.
Donskoy E.,Gerasimov E.
Wawrinka S.,Evans D.
Coric B.,Lopez F.
Ivashka I.,Mannarino A.
Raonic M.,Wolf J.J.
Kecmanovic M.,Kukushkin M.
Khachanov K.,Duckworth J.
Rublev A.,Pospisil V.
Opelka R.,Serdarusic N.
Shapovalov D.,Troicki V.
Safiullin R.,Gomez E.
Humbert U.,Kotov P.
Medvedev D.,Gasquet R.
Norrie C.,Kecmanovic M.
Wawrinka S.,Donskoy E.
Shapovalov D.,Ivashka I.
Coric B.,Safiullin R.
Rublev A.,Humbert U.
Opelka R.,Medvedev D.
Khachanov K.,Karatsev A.
Raonic M.,Bublik A.
Rublev A.,Norrie C.
Shapovalov D.,Wawrinka S.
Coric B.,Opelka R.
Raonic M.,Khachanov K.
Rublev A.,Shapovalov D.
Coric B.,Raonic M.
Rublev A.,Coric B.
Lopez F.,Paul T.
Tiafoe F.,Lajovic D.
Humbert U.,Coppejans K.
Evans D.,Caruso S.
Norrie C.,Ruusuvuori E.
Giron M.,Nardi L.
Andujar P.,Coria F.
Harris L.,Moutet C.
De Minaur A.,Gasquet R.
Bergs Z.,Ramos-Vinolas A.
Raonic M.,Bedene A.
Fritz T.,Opelka R.
Humbert U.,Carreno Busta P.
Evans D.,Tiafoe F.
Dimitrov G.,Andujar P.
De Minaur A.,Lopez F.
Raonic M.,Norrie C.
Harris L.,Fritz T.
Khachanov K.,Bergs Z.
Giron M.,Goffin D.
Humbert U.,Harris L.
Evans D.,Khachanov K.
De Minaur A.,Giron M.
Dimitrov G.,Raonic M.
Humbert U.,Evans D.
De Minaur A.,Dimitrov G.
Humbert U.,De Minaur A.
Simon G.,Thompson J.
Kecmanovic M.,Nagal S.
Nishioka Y.,Edmund K.
Gerasimov E.,Altmaier D.
Mannarino A.,Popyrin A.
Johnson S.,Cilic M.
Davidovich Fokina A.,Dzumhur D.
Herbert P.H.,Sandgren T.
Sinner J.,Duckworth J.
Otte O.,Novak D.
Millman J.,Verdasco F.
Struff J.L.,Cecchinato M.
Mannarino A.,Kecmanovic M.
Davidovich Fokina A.,Johnson S.
Zverev A.,Millman J.
Auger-Aliassime F.,Gerasimov E.
Sinner J.,Herbert P.H.
Simon G.,Shapovalov D.
Schwartzman D.,Otte O.
Nishioka Y.,Struff J.L.
Sinner J.,Simon G.
Schwartzman D.,Davidovich Fokina A.
Zverev A.,Mannarino A.
Auger-Aliassime F.,Nishioka Y.
Zverev A.,Sinner J.
Schwartzman D.,Auger-Aliassime F.
Zverev A.,Schwartzman D.
Albot R.,Popko D.
Verdasco F.,Duckworth J.
Paul T.,Travaglia S.
Tiafoe F.,Moutet C.
Thompson J.,Norrie C.
Vesely J.,Sandgren T.
Sugita Y.,Dzumhur D.
Gerasimov E.,Harris L.
Ruusuvuori E.,Skatov T.
Seppi A.,Karatsev A.
Kukushkin M.,Delbonis F.
Mcdonald M.,Bublik A.
Paul T.,Albot R.
Tiafoe F.,Kecmanovic M.
Gerasimov E.,Vesely J.
Millman J.,Verdasco F.
Ruusuvuori E.,Thompson J.
Mannarino A.,Sugita Y.
Mcdonald M.,Seppi A.
Kukushkin M.,Paire B.
Tiafoe F.,Gerasimov E.
Millman J.,Paul T.
Mannarino A.,Mcdonald M.
Ruusuvuori E.,Kukushkin M.
Millman J.,Tiafoe F.
Mannarino A.,Ruusuvuori E.
Millman J.,Mannarino A.
Coric B.,Fritz T.
Anderson K.,Novak D.
Carreno Busta P.,Monfils G.
Rublev A.,Gombos N.
Rodionov J.,Shapovalov D.
Dimitrov G.,Khachanov K.
Hurkacz H.,Balazs A.
Djokovic N.,Krajinovic F.
Evans D.,Bedene A.
Sonego L.,Lajovic D.
Thiem D.,Sachko V.
Garin C.,Wawrinka S.
Medvedev D.,Jung J.
Sinner J.,Ruud C.
Tsitsipas S.,Struff J.L.
Pospisil V.,Auger-Aliassime F.
Djokovic N.,Coric B.
Anderson K.,Carreno Busta P.
Evans D.,Rodionov J.
Sonego L.,Hurkacz H.
Medvedev D.,Pospisil V.
Rublev A.,Sinner J.
Thiem D.,Garin C.
Dimitrov G.,Tsitsipas S.
Anderson K.,Medvedev D.
Rublev A.,Thiem D.
Sonego L.,Djokovic N.
Evans D.,Dimitrov G.
Rublev A.,Anderson K.
Sonego L.,Evans D.
Rublev A.,Sonego L.
Coric B.,Fucsovics M.
Albot R.,Hurkacz H.
Lopez F.,Krajinovic F.
Giron M.,Ramos-Vinolas A.
Moutet C.,Caruso S.
Thompson J.,Delbonis F.
Gombos N.,Cecchinato M.
Struff J.L.,Basilashvili N.
Humbert U.,Ruud C.
De Minaur A.,Travaglia S.
Bonzi B.,Coria F.
Cilic M.,Auger-Aliassime F.
Davidovich Fokina A.,Khachanov K.
Carreno Busta P.,Gaston H.
Nishioka Y.,Andujar P.
Raonic M.,Bedene A.
Wawrinka S.,Evans D.
Anderson K.,Djere L.
Gasquet R.,Fritz T.
Herbert P.H.,Sandgren T.
Sonego L.,Bublik A.
Paul T.,Simon G.
Mannarino A.,Lajovic D.
Kecmanovic M.,Millman J.
Gombos N.,Goffin D.
Cilic M.,Moutet C.
Carreno Busta P.,Struff J.L.
Humbert U.,Tsitsipas S.
Giron M.,Berrettini M.
Medvedev D.,Anderson K.
Davidovich Fokina A.,Bonzi B.
Schwartzman D.,Gasquet R.
Mannarino A.,Nishioka Y.
Raonic M.,Herbert P.H.
De Minaur A.,Sonego L.
Zverev A.,Kecmanovic M.
Thompson J.,Coric B.
Nadal R.,Lopez F.
Rublev A.,Albot R.
Wawrinka S.,Paul T.
Schwartzman D.,Davidovich Fokina A.
Medvedev D.,De Minaur A.
Raonic M.,Giron M.
Humbert U.,Cilic M.
Carreno Busta P.,Gombos N.
Nadal R.,Thompson J.
Zverev A.,Mannarino A.
Wawrinka S.,Rublev A.
Medvedev D.,Schwartzman D.
Raonic M.,Humbert U.
Nadal R.,Carreno Busta P.
Zverev A.,Wawrinka S.
Medvedev D.,Raonic M.
Zverev A.,Nadal R.
Medvedev D.,Zverev A.
Millman J.,Andreev A.
Albot R.,Sugita Y.
Huesler M.A.,Basilashvili N.
Pospisil V.,Marchenko I.
Mannarino A.,Klizan M.
Karatsev A.,Daniel T.
Caruso S.,Kuzmanov D.
Gerasimov E.,Troicki V.
Forejtek J.,Cilic M.
Gasquet R.,Carballes Baena R.
Simon G.,Martin A.
Sinner J.,Fucsovics M.
Albot R.,Shapovalov D.
Pospisil V.,Struff J.L.
Millman J.,Simon G.
Mannarino A.,Gerasimov E.
De Minaur A.,Karatsev A.
Sinner J.,Huesler M.A.
Caruso S.,Auger-Aliassime F.
Gasquet R.,Forejtek J.
Mannarino A.,Albot R.
Sinner J.,De Minaur A.
Pospisil V.,Millman J.
Gasquet R.,Caruso S.
Sinner J.,Mannarino A.
Pospisil V.,Gasquet R.
Sinner J.,Pospisil V.
Thiem D.,Tsitsipas S.
Nadal R.,Rublev A.
Djokovic N.,Schwartzman D.
Medvedev D.,Zverev A.
Thiem D.,Nadal R.
Tsitsipas S.,Rublev A.
Zverev A.,Schwartzman D.
Medvedev D.,Djokovic N.
Rublev A.,Thiem D.
Nadal R.,Tsitsipas S.
Djokovic N.,Zverev A.
Medvedev D.,Schwartzman D.
Thiem D.,Djokovic N.
Medvedev D.,Nadal R.
Medvedev D.,Thiem D.
Basilashvili N.,Arnaboldi A.
Celikbilek A.,Zuk K.
Ruusuvuori E.,Vesely J.
Bublik A.,Caruso S.
Goffin D.,Herbert P.H.
Travaglia S.,Kecmanovic M.
Struff J.L.,Kotov P.
Lamasine T.,Gerasimov E.
Andreev A.,Ilhan M.
Grenier H.,Molcan A.
Berrettini M.,Kirkin E.
Chardy J.,Albot R.
De Minaur A.,Jaziri M.
Kuhn N.,Bachinger M.
Fognini F.,Vrbensky M.
Kuzmanov D.,Djere L.
De Minaur A.,Andreev A.
Basilashvili N.,Celikbilek A.
Travaglia S.,Ruusuvuori E.
Goffin D.,Kuhn N.
Chardy J.,Fognini F.
Bublik A.,Lamasine T.
Struff J.L.,Grenier H.
Berrettini M.,Kuzmanov D.
Goffin D.,Travaglia S.
Chardy J.,Struff J.L.
Bublik A.,Berrettini M.
De Minaur A.,Basilashvili N.
De Minaur A.,Goffin D.
Bublik A.,Chardy J.
De Minaur A.,Bublik A.
Monteiro T.,Bellucci T.
Paul T.,Nam J.S.
Mager G.,Harrison R.
Korda S.,Kwon S.W.
Querrey S.,Mcdonald M.
Harrison C.,Etcheverry T.
Galan D.E.,Martin A.
Quiroz R.,Rubin N.
Fratangelo B.,King K.
Norrie C.,Aragone J.C.
Karlovic I.,Andujar P.
Tiafoe F.,Young D.
Mager G.,Querrey S.
Harrison C.,Garin C.
Korda S.,Paul T.
Isner J.,Monteiro T.
Hurkacz H.,Galan D.E.
Tiafoe F.,Fratangelo B.
Quiroz R.,Karlovic I.
Norrie C.,Mannarino A.
Harrison C.,Mager G.
Hurkacz H.,Quiroz R.
Korda S.,Isner J.
Norrie C.,Tiafoe F.
Hurkacz H.,Harrison C.
Korda S.,Norrie C.
Hurkacz H.,Korda S.
Vukic A.,Lu Y.
Majchrzak K.,Djere L.
Bedene A.,Uchiyama Y.
O Connell C.,Koepfer D.
Purcell M.,Gombos N.
Kwon S.W.,Martin A.
Travaglia S.,Carballes Baena R.
Anderson K.,Lopez F.
Caruso S.,Seppi A.
Sandgren T.,Smith J.P.
Herbert P.H.,Cressy M.
Cuevas P.,Andujar P.
Sweeny D.,Nam J.S.
Alcaraz C.,Balazs A.
Thompson J.,Mager G.
Haase R.,Coppejans K.
Querrey S.,Laaksonen H.
Torpegaard M.,Martinez P.
Ebden M.,Delbonis F.
Vilella Martinez M.,Hanfmann Y.
Stebe C.M.,Dellien H.
Stakhovsky S.,Safiullin R.
Monteiro T.,Fancutt T.
Van De Zandschulp B.,Schoolkate T.
Sinner J.,Vukic A.
Caruso S.,Sandgren T.
Bedene A.,Sweeny D.
Hurkacz H.,Torpegaard M.
Kecmanovic M.,Kwon S.W.
Travaglia S.,Querrey S.
Cuevas P.,Haase R.
Thompson J.,Herbert P.H.
Monteiro T.,Ebden M.
Van De Zandschulp B.,Majchrzak K.
Opelka R.,Stakhovsky S.
Bublik A.,O Connell C.
Vilella Martinez M.,Basilashvili N.
Khachanov K.,Purcell M.
Alcaraz C.,Goffin D.
Anderson K.,Stebe C.M.
Thompson J.,Vilella Martinez M.
Monteiro T.,Alcaraz C.
Khachanov K.,Anderson K.
Sinner J.,Bedene A.
Van De Zandschulp B.,Opelka R.
Kecmanovic M.,Caruso S.
Travaglia S.,Bublik A.
Hurkacz H.,Cuevas P.
Monteiro T.,Thompson J.
Sinner J.,Kecmanovic M.
Khachanov K.,Van De Zandschulp B.
Travaglia S.,Hurkacz H.
Travaglia S.,Monteiro T.
Sinner J.,Khachanov K.
Sinner J.,Travaglia S.
Moutet C.,Tiafoe F.
Gerasimov E.,Harris L.
Paul T.,Norrie C.
Mcdonald M.,Gasquet R.
Coria F.,Albot R.
Kubler J.,Sonego L.
Fucsovics M.,Cecchinato M.
Sousa P.,Tu L.
Ramos-Vinolas A.,Mott B.
Bolt A.,Kokkinakis T.
Berankis R.,Nagal S.
Chardy J.,Cilic M.
Bourchier H.,Polmans M.
Mannarino A.,Ymer M.
Giron M.,Mmoh M.
Duckworth J.,Machac T.
Kukushkin M.,Londero J.I.
Popyrin A.,Gojo B.
Sugita Y.,Halys Q.
Vesely J.,Ferreira Silva F.
Kyrgios N.,Muller A.
Harris A.,Daniel T.
Simon G.,Ymer E.
Ruusuvuori E.,Troicki V.
Berankis R.,Kubler J.
Gerasimov E.,Fucsovics M.
Giron M.,Mannarino A.
Evans D.,Sousa P.
Bolt A.,Mcdonald M.
Popyrin A.,Paul T.
Wawrinka S.,Kukushkin M.
Duckworth J.,Humbert U.
Vesely J.,Ruud C.
Chardy J.,Simon G.
Coric B.,Ruusuvuori E.
Kyrgios N.,Bourchier H.
Auger-Aliassime F.,Sugita Y.
Fritz T.,Coria F.
Dimitrov G.,Harris A.
Moutet C.,Ramos-Vinolas A.
Coric B.,Kyrgios N.
Evans D.,Giron M.
Chardy J.,Fritz T.
Moutet C.,Duckworth J.
Vesely J.,Berankis R.
Wawrinka S.,Bolt A.
Auger-Aliassime F.,Gerasimov E.
Dimitrov G.,Popyrin A.
Evans D.,Coric B.
Chardy J.,Wawrinka S.
Auger-Aliassime F.,Vesely J.
Moutet C.,Dimitrov G.
Evans D.,Chardy J.
Auger-Aliassime F.,Moutet C.
Evans D.,Auger-Aliassime F.
Raonic M.,Coria F.
Mannarino A.,Novak D.
Ruusuvuori E.,Monfils G.
Moutet C.,Millman J.
Opelka R.,Lu Y.
Wawrinka S.,Sousa P.
Bolt A.,Gombos N.
Martinez P.,Nishioka Y.
Fritz T.,Ramos-Vinolas A.
Fucsovics M.,Polmans M.
Thiem D.,Kukushkin M.
Karatsev A.,Mager G.
Kecmanovic M.,Majchrzak K.
Zverev A.,Giron M.
Bublik A.,Bedene A.
Gerasimov E.,Paire B.
Duckworth J.,Dzumhur D.
Vesely J.,Coppejans K.
Humbert U.,Uchiyama Y.
Muller A.,Londero J.I.
Carreno Busta P.,Nishikori K.
Tiafoe F.,Travaglia S.
Dimitrov G.,Cilic M.
Koepfer D.,Dellien H.
Lajovic D.,Stakhovsky S.
Auger-Aliassime F.,Stebe C.M.
Schwartzman D.,Ymer E.
Tomic B.,Sugita Y.
Kyrgios N.,Ferreira Silva F.
Cressy M.,Daniel T.
Djokovic N.,Chardy J.
Shapovalov D.,Sinner J.
Harris L.,Torpegaard M.
Mcdonald M.,Cecchinato M.
Monteiro T.,Martin A.
O Connell C.,Struff J.L.
Coric B.,Pella G.
Alcaraz C.,Van De Zandschulp B.
Ymer M.,Hurkacz H.
Rublev A.,Hanfmann Y.
Popyrin A.,Goffin D.
Khachanov K.,Vukic A.
Albot R.,Bautista Agut R.
Cuevas P.,Seppi A.
Krajinovic F.,Haase R.
Andujar P.,Halys Q.
Berankis R.,Nagal S.
Medvedev D.,Pospisil V.
Lopez F.,Tu L.
Sonego L.,Querrey S.
Paul T.,Basilashvili N.
Nadal R.,Djere L.
Caruso S.,Laaksonen H.
Mmoh M.,Troicki V.
De Minaur A.,Sandgren T.
Carballes Baena R.,Balazs A.
Norrie C.,Evans D.
Machac T.,Vilella Martinez M.
Fognini F.,Herbert P.H.
Ruud C.,Thompson J.
Kokkinakis T.,Kwon S.W.
Berrettini M.,Anderson K.
Safiullin R.,Ivashka I.
Tsitsipas S.,Simon G.
Karatsev A.,Gerasimov E.
Fucsovics M.,Wawrinka S.
Martinez P.,Ruusuvuori E.
Auger-Aliassime F.,Duckworth J.
Schwartzman D.,Muller A.
Raonic M.,Moutet C.
Djokovic N.,Tiafoe F.
Thiem D.,Koepfer D.
Lajovic D.,Bublik A.
Fritz T.,Opelka R.
Shapovalov D.,Tomic B.
Mannarino A.,Kecmanovic M.
Carreno Busta P.,Vesely J.
Kyrgios N.,Humbert U.
Zverev A.,Cressy M.
Dimitrov G.,Bolt A.
Lopez F.,Sonego L.
Rublev A.,Monteiro T.
Harris L.,Popyrin A.
Ymer M.,Alcaraz C.
Ruud C.,Paul T.
Khachanov K.,Berankis R.
Krajinovic F.,Andujar P.
Tsitsipas S.,Kokkinakis T.
Berrettini M.,Machac T.
Mcdonald M.,Coric B.
Albot R.,O Connell C.
Fognini F.,Caruso S.
Norrie C.,Safiullin R.
De Minaur A.,Cuevas P.
Medvedev D.,Carballes Baena R.
Nadal R.,Mmoh M.
Dimitrov G.,Carreno Busta P.
Zverev A.,Mannarino A.
Lajovic D.,Martinez P.
Karatsev A.,Schwartzman D.
Raonic M.,Fucsovics M.
Auger-Aliassime F.,Shapovalov D.
Thiem D.,Kyrgios N.
Djokovic N.,Fritz T.
Ruud C.,Albot R.
Mcdonald M.,Harris L.
Medvedev D.,Krajinovic F.
Tsitsipas S.,Ymer M.
Rublev A.,Lopez F.
Berrettini M.,Khachanov K.
Fognini F.,De Minaur A.
Nadal R.,Norrie C.
Karatsev A.,Auger-Aliassime F.
Dimitrov G.,Thiem D.
Zverev A.,Lajovic D.
Djokovic N.,Raonic M.
Medvedev D.,Mcdonald M.
Rublev A.,Ruud C.
Nadal R.,Fognini F.
Tsitsipas S.,Berrettini M.
Karatsev A.,Dimitrov G.
Djokovic N.,Zverev A.
Medvedev D.,Rublev A.
Tsitsipas S.,Nadal R.
Djokovic N.,Karatsev A.
Medvedev D.,Tsitsipas S.
Djokovic N.,Medvedev D.
Kovalik J.,Galan D.E.
Jarry N.,Munar J.
Carballes Baena R.,Sousa J.
Cecchinato M.,Dellien H.
Coria F.,Koepfer D.
Cerundolo J.M.,Seyboth Wild T.
Bagnis F.,Kicker N.
Etcheverry T.,Martin A.
Ramos-Vinolas A.,Londero J.I.
Cerundolo F.,Mager G.
Delbonis F.,Sousa P.
Monteiro T.,Menezes J.
Kovalik J.,Barrios M.
Coria F.,Cerundolo F.
Bagnis F.,Delbonis F.
Paire B.,Jarry N.
Monteiro T.,Carballes Baena R.
Cerundolo J.M.,Kecmanovic M.
Schwartzman D.,Cecchinato M.
Ramos-Vinolas A.,Etcheverry T.
Cerundolo J.M.,Monteiro T.
Coria F.,Paire B.
Bagnis F.,Kovalik J.
Ramos-Vinolas A.,Schwartzman D.
Cerundolo J.M.,Coria F.
Ramos-Vinolas A.,Bagnis F.
Cerundolo J.M.,Ramos-Vinolas A.
Humbert U.,Gombos N.
Sonego L.,Gaston H.
Korda S.,Tsonga J.W.
Griekspoor T.,Giron M.
Gojowczyk P.,Struff J.L.
Bonzi B.,Pouille L.
Vesely J.,Ymer M.
Novak D.,Simon G.
Gerasimov E.,Murray A.
Davidovich Fokina A.,Zapata Miralles B.
Bedene A.,Sinner J.
Barrere G.,Basilashvili N.
Sonego L.,Korda S.
Humbert U.,Griekspoor T.
Goffin D.,Bonzi B.
Gerasimov E.,Bedene A.
Gojowczyk P.,Vesely J.
Davidovich Fokina A.,Hurkacz H.
Novak D.,Lajovic D.
Bautista Agut R.,Barrere G.
Goffin D.,Sonego L.
Gerasimov E.,Davidovich Fokina A.
Gojowczyk P.,Novak D.
Bautista Agut R.,Humbert U.
Goffin D.,Gerasimov E.
Bautista Agut R.,Gojowczyk P.
Goffin D.,Bautista Agut R.
Daniel T.,Ramanathan R.
Cressy M.,Jung J.
Andreev A.,Harris L.
Popyrin A.,Eubanks C.
Nishioka Y.,Mmoh M.
Uchiyama Y.,Polmans M.
Albot R.,Smith J.P.
Hanfmann Y.,Duckworth J.
Celikbilek A.,Mochizuki S.
Kwon S.W.,Kwiatkowski T.S.
Marcora R.,Gulbis E.
Ebden M.,Bhambri Y.
Cilic M.,Daniel T.
Nishioka Y.,Cressy M.
Bublik A.,Celikbilek A.
Popyrin A.,Andreev A.
Albot R.,Hanfmann Y.
Ebden M.,Millman J.
Mannarino A.,Marcora R.
Kwon S.W.,Uchiyama Y.
Popyrin A.,Ebden M.
Albot R.,Mannarino A.
Cilic M.,Kwon S.W.
Bublik A.,Nishioka Y.
Popyrin A.,Cilic M.
Bublik A.,Albot R.
Popyrin A.,Bublik A.
Djere L.,Cecchinato M.
Koepfer D.,Tirante T.A.
Andujar P.,Londero J.I.
Monteiro T.,Carballes Baena R.
Klein L.,Martin A.
Mager G.,Caruso S.
Nagal S.,Sousa J.
Munar J.,Diaz Acosta F.
Cerundolo F.,Coria F.
Ramos-Vinolas A.,Rune H.
Tiafoe F.,Bagnis F.
Delbonis F.,Cerundolo J.M.
Kecmanovic M.,Monteiro T.
Ramos-Vinolas A.,Koepfer D.
Djere L.,Delbonis F.
Nagal S.,Garin C.
Andujar P.,Mager G.
Cerundolo F.,Paire B.
Munar J.,Tiafoe F.
Schwartzman D.,Klein L.
Ramos-Vinolas A.,Nagal S.
Cerundolo F.,Andujar P.
Kecmanovic M.,Djere L.
Schwartzman D.,Munar J.
Cerundolo F.,Ramos-Vinolas A.
Schwartzman D.,Kecmanovic M.
Schwartzman D.,Cerundolo F.
Norrie C.,Basilashvili N.
Nishikori K.,Auger-Aliassime F.
Murray A.,Haase R.
Fucsovics M.,Opelka R.
De Minaur A.,Millman J.
Rublev A.,Giron M.
Hurkacz H.,Mannarino A.
Khachanov K.,Wawrinka S.
Chardy J.,Humbert U.
Tsitsipas S.,Gerasimov E.
Coric B.,Van De Zandschulp B.
Bublik A.,Zverev A.
Paul T.,Sonego L.
Lajovic D.,Medvedev D.
Goffin D.,Struff J.L.
Davidovich Fokina A.,Bautista Agut R.
Nishikori K.,De Minaur A.
Rublev A.,Murray A.
Khachanov K.,Norrie C.
Chardy J.,Goffin D.
Paul T.,Bublik A.
Tsitsipas S.,Hurkacz H.
Coric B.,Lajovic D.
Fucsovics M.,Davidovich Fokina A.
Tsitsipas S.,Khachanov K.
Rublev A.,Chardy J.
Coric B.,Nishikori K.
Fucsovics M.,Paul T.
Rublev A.,Tsitsipas S.
Fucsovics M.,Coric B.
Rublev A.,Fucsovics M.
Basilashvili N.,Millman J.
Karatsev A.,Zayid M.
Bublik A.,Ramanathan R.
Fritz T.,Sonego L.
Gasquet R.,Rola B.
Bautista Agut R.,Opelka R.
Evans D.,Chardy J.
Pospisil V.,O Connell C.
Jaziri M.,Gombos N.
Fucsovics M.,Lajovic D.
Harris L.,Wawrinka S.
Goffin D.,Krajinovic F.
Rublev A.,Gasquet R.
Shapovalov D.,Pospisil V.
Thiem D.,Karatsev A.
Bautista Agut R.,Bublik A.
Fritz T.,Goffin D.
Basilashvili N.,Jaziri M.
Federer R.,Evans D.
Fucsovics M.,Harris L.
Fritz T.,Shapovalov D.
Rublev A.,Fucsovics M.
Basilashvili N.,Federer R.
Bautista Agut R.,Thiem D.
Bautista Agut R.,Rublev A.
Basilashvili N.,Fritz T.
Basilashvili N.,Bautista Agut R.
Ruusuvuori E.,Nishioka Y.
Gaston H.,Novak D.
Sinner J.,Barrere G.
Ebden M.,Bonzi B.
Mcdonald M.,Travaglia S.
Rinderknech A.,Kukushkin M.
Herbert P.H.,Nishikori K.
Tsonga J.W.,Lopez F.
Davidovich Fokina A.,Tsitsipas P.
Pouille L.,Molcan A.
Gerasimov E.,Hanfmann Y.
Norrie C.,Lestienne C.
Ebden M.,Ruusuvuori E.
Khachanov K.,Mcdonald M.
Sinner J.,Gaston H.
Humbert U.,Tsonga J.W.
Herbert P.H.,Norrie C.
Rinderknech A.,Davidovich Fokina A.
Medvedev D.,Gerasimov E.
Tsitsipas S.,Pouille L.
Ebden M.,Khachanov K.
Medvedev D.,Sinner J.
Herbert P.H.,Tsitsipas S.
Humbert U.,Rinderknech A.
Medvedev D.,Ebden M.
Herbert P.H.,Humbert U.
Medvedev D.,Herbert P.H.
Sousa P.,Mayer L.
Bagnis F.,Cecchinato M.
Galan D.E.,Altmaier D.
Carballes Baena R.,Caruso S.
Tiafoe F.,Jarry N.
Coria F.,Mager G.
Delbonis F.,Munar J.
Tabilo A.,Kovalik J.
Varillas J. P.,Sousa J.
Rune H.,Baez S.
Martin A.,Cerundolo F.
Cerundolo J.M.,Lama G.
Djere L.,Sousa P.
Bagnis F.,Tiafoe F.
Delbonis F.,Martin A.
Rune H.,Paire B.
Galan D.E.,Andujar P.
Carballes Baena R.,Cerundolo J.M.
Varillas J. P.,Coria F.
Garin C.,Tabilo A.
Bagnis F.,Djere L.
Delbonis F.,Rune H.
Garin C.,Varillas J. P.
Galan D.E.,Carballes Baena R.
Bagnis F.,Delbonis F.
Garin C.,Galan D.E.
Garin C.,Bagnis F.
Koepfer D.,Lopez Villasenor G.
Auger-Aliassime F.,Sandgren T.
Isner J.,Caruso S.
Zverev A.,Alcaraz C.
Djere L.,Johnson S.
Korda S.,Cilic M.
Raonic M.,Paul T.
Musetti L.,Schwartzman D.
Tiafoe F.,Nakashima B.
Griekspoor T.,Kudla D.
Fognini F.,Travaglia S.
Tsitsipas S.,Paire B.
Norrie C.,Kozlov S.
Kecmanovic M.,Lopez F.
Dimitrov G.,Mannarino A.
Ruud C.,Galan D.E.
Musetti L.,Tiafoe F.
Koepfer D.,Raonic M.
Auger-Aliassime F.,Korda S.
Dimitrov G.,Kecmanovic M.
Ruud C.,Griekspoor T.
Zverev A.,Djere L.
Norrie C.,Fognini F.
Tsitsipas S.,Isner J.
Zverev A.,Ruud C.
Koepfer D.,Norrie C.
Tsitsipas S.,Auger-Aliassime F.
Musetti L.,Dimitrov G.
Zverev A.,Koepfer D.
Tsitsipas S.,Musetti L.
Zverev A.,Tsitsipas S.
Nishikori K.,Opelka R.
Chardy J.,Ramos-Vinolas A.
Karatsev A.,Gerasimov E.
Bublik A.,Nishioka Y.
Jaziri M.,Tsonga J.W.
Popyrin A.,Novak D.
Struff J.L.,Kukushkin M.
Davidovich Fokina A.,Albot R.
Zapata Miralles B.,Millman J.
Bedene A.,Bhambri Y.
Harris L.,O Connell C.
Gasquet R.,Cecchinato M.
Ruusuvuori E.,Thompson J.
Fucsovics M.,Pospisil V.
Chardy J.,De Minaur A.
Sonego L.,Zapata Miralles B.
Hurkacz H.,Gasquet R.
Karatsev A.,Evans D.
Shapovalov D.,Struff J.L.
Khachanov K.,Popyrin A.
Sinner J.,Bublik A.
Lajovic D.,Jaziri M.
Rublev A.,Ruusuvuori E.
Bedene A.,Giustino L.
Bautista Agut R.,Ebden M.
Fucsovics M.,Carreno Busta P.
Fritz T.,Basilashvili N.
Nishikori K.,Goffin D.
Krajinovic F.,Davidovich Fokina A.
Harris L.,Thiem D.
Shapovalov D.,Hurkacz H.
Chardy J.,Khachanov K.
Sinner J.,Bautista Agut R.
Karatsev A.,Sonego L.
Nishikori K.,Bedene A.
Fucsovics M.,Lajovic D.
