Location,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets
Santiago,3/1/2020,Seyboth Wild T.,Ruud C.,3.36,1.32,The Final,2.0,1.0
New York,8/22/2020,Auger-Aliassime F.,Basilashvili N.,1.25,3.98,1st Round,2.0,0.0
New York,8/22/2020,Carreno Busta P.,Lajovic D.,1.37,3.06,1st Round,2.0,0.0
New York,8/22/2020,Struff J.L.,De Minaur A.,2.61,1.49,1st Round,2.0,0.0
New York,8/22/2020,Anderson K.,Edmund K.,2.64,1.48,1st Round,2.0,1.0
New York,8/22/2020,Opelka R.,Norrie C.,1.59,2.36,1st Round,2.0,0.0
New York,8/22/2020,Coric B.,Paire B.,1.58,2.36,1st Round,1.0,0.0
New York,8/22/2020,Fritz T.,Harris L.,1.45,2.75,1st Round,2.0,0.0
New York,8/22/2020,Krajinovic F.,Caruso S.,1.35,3.18,1st Round,2.0,0.0
New York,8/22/2020,Murray A.,Tiafoe F.,1.61,2.31,1st Round,2.0,1.0
New York,8/22/2020,Berankis R.,Paul T.,2.13,1.71,1st Round,2.0,1.0
New York,8/23/2020,Raonic M.,Querrey S.,1.67,2.19,1st Round,2.0,0.0
New York,8/23/2020,Shapovalov D.,Cilic M.,1.63,2.28,1st Round,2.0,0.0
New York,8/23/2020,Khachanov K.,Bublik A.,1.43,2.8,1st Round,2.0,0.0
New York,8/23/2020,Sandgren T.,Sonego L.,1.52,2.54,1st Round,2.0,0.0
New York,8/23/2020,Schwartzman D.,Ruud C.,1.48,2.65,1st Round,2.0,0.0
New York,8/23/2020,Giron M.,Mcdonald M.,1.96,1.83,1st Round,2.0,0.0
New York,8/23/2020,Bedene A.,Garin C.,1.56,2.42,1st Round,2.0,1.0
New York,8/23/2020,Fucsovics M.,Gombos N.,1.3,3.54,1st Round,2.0,0.0
New York,8/23/2020,Evans D.,Rublev A.,2.67,1.47,1st Round,2.0,1.0
New York,8/23/2020,Dimitrov G.,Humbert U.,1.92,1.89,1st Round,2.0,0.0
New York,8/23/2020,Isner J.,Hurkacz H.,1.62,2.29,1st Round,2.0,0.0
New York,8/23/2020,Millman J.,Mannarino A.,1.81,1.99,1st Round,2.0,1.0
New York,8/23/2020,Gasquet R.,Wolf J.J.,1.54,2.47,1st Round,2.0,0.0
New York,8/24/2020,Ruusuvuori E.,Korda S.,1.41,2.92,1st Round,2.0,1.0
New York,8/24/2020,Tsitsipas S.,Anderson K.,1.25,3.95,2nd Round,2.0,0.0
New York,8/24/2020,Goffin D.,Coric B.,1.51,2.55,2nd Round,2.0,0.0
New York,8/24/2020,Bedene A.,Fritz T.,3.19,1.35,2nd Round,2.0,0.0
New York,8/24/2020,Medvedev D.,Giron M.,1.15,5.34,2nd Round,2.0,0.0
New York,8/24/2020,Raonic M.,Evans D.,1.58,2.38,2nd Round,2.0,0.0
New York,8/24/2020,Sandgren T.,Auger-Aliassime F.,2.94,1.4,2nd Round,2.0,1.0
New York,8/24/2020,Khachanov K.,Carreno Busta P.,1.71,2.13,2nd Round,2.0,0.0
New York,8/24/2020,Isner J.,Millman J.,1.44,2.78,2nd Round,2.0,1.0
New York,8/24/2020,Opelka R.,Schwartzman D.,2.0,1.8,2nd Round,2.0,0.0
New York,8/24/2020,Struff J.L.,Shapovalov D.,2.39,1.58,2nd Round,2.0,1.0
New York,8/24/2020,Bautista Agut R.,Gasquet R.,1.53,2.51,2nd Round,2.0,0.0
New York,8/24/2020,Murray A.,Zverev A.,2.78,1.44,2nd Round,2.0,1.0
New York,8/25/2020,Berrettini M.,Ruusuvuori E.,1.27,3.69,2nd Round,2.0,1.0
New York,8/25/2020,Fucsovics M.,Dimitrov G.,1.94,1.86,2nd Round,2.0,1.0
New York,8/25/2020,Krajinovic F.,Thiem D.,5.16,1.16,2nd Round,2.0,0.0
New York,8/25/2020,Djokovic N.,Berankis R.,1.06,9.41,2nd Round,2.0,0.0
New York,8/25/2020,Medvedev D.,Bedene A.,1.21,4.38,3rd Round,2.0,0.0
New York,8/25/2020,Struff J.L.,Goffin D.,2.3,1.62,3rd Round,2.0,1.0
New York,8/25/2020,Bautista Agut R.,Khachanov K.,1.59,2.36,3rd Round,2.0,1.0
New York,8/25/2020,Djokovic N.,Sandgren T.,1.16,5.3,3rd Round,2.0,0.0
New York,8/25/2020,Opelka R.,Berrettini M.,2.36,1.59,3rd Round,2.0,0.0
New York,8/26/2020,Raonic M.,Murray A.,1.57,2.4,3rd Round,2.0,0.0
New York,8/26/2020,Tsitsipas S.,Isner J.,1.33,3.33,3rd Round,2.0,0.0
New York,8/26/2020,Krajinovic F.,Fucsovics M.,1.57,2.4,3rd Round,2.0,0.0
New York,8/26/2020,Bautista Agut R.,Medvedev D.,2.93,1.4,Quarterfinals,2.0,1.0
New York,8/26/2020,Djokovic N.,Struff J.L.,1.16,5.36,Quarterfinals,2.0,0.0
New York,8/27/2020,Tsitsipas S.,Opelka R.,1.41,2.91,Quarterfinals,0.0,0.0
New York,8/27/2020,Raonic M.,Krajinovic F.,1.49,2.64,Quarterfinals,2.0,1.0
New York,8/28/2020,Raonic M.,Tsitsipas S.,2.36,1.59,Semifinals,2.0,0.0
New York,8/28/2020,Djokovic N.,Bautista Agut R.,1.16,5.28,Semifinals,2.0,1.0
New York,8/29/2020,Djokovic N.,Raonic M.,1.33,3.3,The Final,2.0,1.0
Kitzbuhel,9/8/2020,Hurkacz H.,Sousa J.,1.52,2.49,1st Round,2.0,0.0
Kitzbuhel,9/8/2020,Ofner S.,Albot R.,1.46,2.69,1st Round,2.0,1.0
Kitzbuhel,9/8/2020,Kecmanovic M.,Nishikori K.,2.17,1.68,1st Round,2.0,1.0
Kitzbuhel,9/8/2020,Pella G.,Nishioka Y.,1.53,2.46,1st Round,2.0,0.0
Kitzbuhel,9/9/2020,Hanfmann Y.,Bublik A.,1.28,3.62,1st Round,2.0,0.0
Kitzbuhel,9/9/2020,Huesler M.A.,Ruusuvuori E.,2.39,1.56,1st Round,2.0,1.0
Kitzbuhel,9/9/2020,Sinner J.,Kohlschreiber P.,1.84,1.94,1st Round,2.0,0.0
Kitzbuhel,9/9/2020,Delbonis F.,Londero J.I.,2.15,1.68,1st Round,2.0,0.0
Kitzbuhel,9/9/2020,Thompson J.,Millman J.,2.99,1.38,1st Round,2.0,1.0
Kitzbuhel,9/9/2020,Marterer M.,Novak D.,1.79,2.01,1st Round,2.0,0.0
Kitzbuhel,9/9/2020,Djere L.,Ramos-Vinolas A.,1.64,2.23,1st Round,2.0,1.0
Kitzbuhel,9/9/2020,Lopez F.,Herbert P.H.,3.14,1.35,1st Round,2.0,0.0
Kitzbuhel,9/10/2020,Hanfmann Y.,Lajovic D.,1.69,2.15,2nd Round,2.0,1.0
Kitzbuhel,9/10/2020,Marterer M.,Hurkacz H.,2.31,1.6,2nd Round,2.0,0.0
Kitzbuhel,9/10/2020,Delbonis F.,Basilashvili N.,1.41,2.88,2nd Round,2.0,0.0
Kitzbuhel,9/10/2020,Djere L.,Sinner J.,2.86,1.41,2nd Round,2.0,0.0
Kitzbuhel,9/10/2020,Kecmanovic M.,Thompson J.,1.35,3.15,2nd Round,2.0,0.0
Kitzbuhel,9/10/2020,Schwartzman D.,Ofner S.,1.14,5.59,2nd Round,2.0,1.0
Kitzbuhel,9/10/2020,Lopez F.,Pella G.,3.38,1.31,2nd Round,2.0,1.0
Kitzbuhel,9/10/2020,Huesler M.A.,Fognini F.,3.03,1.37,2nd Round,2.0,0.0
Kitzbuhel,9/11/2020,Hanfmann Y.,Marterer M.,1.78,2.02,Quarterfinals,2.0,0.0
Kitzbuhel,9/11/2020,Djere L.,Schwartzman D.,2.46,1.54,Quarterfinals,2.0,0.0
Kitzbuhel,9/11/2020,Kecmanovic M.,Delbonis F.,1.78,2.02,Quarterfinals,2.0,1.0
Kitzbuhel,9/11/2020,Huesler M.A.,Lopez F.,2.25,1.64,Quarterfinals,2.0,0.0
Kitzbuhel,9/12/2020,Hanfmann Y.,Djere L.,2.01,1.79,Semifinals,2.0,1.0
Kitzbuhel,9/12/2020,Kecmanovic M.,Huesler M.A.,1.31,3.36,Semifinals,2.0,1.0
Kitzbuhel,9/13/2020,Kecmanovic M.,Hanfmann Y.,1.83,1.96,The Final,2.0,0.0
New York,8/31/2020,Thompson J.,Travaglia S.,1.6,2.33,1st Round,3.0,1.0
New York,8/31/2020,Coric B.,Andujar P.,1.11,6.57,1st Round,3.0,0.0
New York,8/31/2020,Davidovich Fokina A.,Novak D.,2.46,1.55,1st Round,3.0,2.0
New York,8/31/2020,Coria F.,Jung J.,3.61,1.29,1st Round,2.0,2.0
New York,8/31/2020,Gerasimov E.,Lajovic D.,2.17,1.69,1st Round,3.0,1.0
New York,8/31/2020,Londero J.I.,Donskoy E.,1.59,2.36,1st Round,3.0,0.0
New York,8/31/2020,Norrie C.,Schwartzman D.,3.43,1.31,1st Round,3.0,2.0
New York,8/31/2020,Shapovalov D.,Korda S.,1.12,6.5,1st Round,3.0,1.0
New York,8/31/2020,Mannarino A.,Sonego L.,1.6,2.34,1st Round,3.0,1.0
New York,8/31/2020,Zverev A.,Anderson K.,1.29,3.61,1st Round,3.0,1.0
New York,8/31/2020,Carreno Busta P.,Uchiyama Y.,1.11,6.72,1st Round,3.0,2.0
New York,8/31/2020,Sock J.,Cuevas P.,1.61,2.32,1st Round,3.0,2.0
New York,8/31/2020,Hurkacz H.,Gojowczyk P.,1.2,4.57,1st Round,3.0,0.0
New York,8/31/2020,Simon G.,Safwat M.,1.18,4.82,1st Round,3.0,0.0
New York,8/31/2020,Krueger M.,Sousa P.,1.17,5.17,1st Round,3.0,1.0
New York,8/31/2020,Nakashima B.,Lorenzi P.,1.2,4.65,1st Round,3.0,0.0
New York,8/31/2020,Tsitsipas S.,Ramos-Vinolas A.,1.02,17.2,1st Round,3.0,0.0
New York,8/31/2020,Cressy M.,Kovalik J.,1.55,2.45,1st Round,3.0,1.0
New York,8/31/2020,Fritz T.,Koepfer D.,1.2,4.61,1st Round,3.0,1.0
New York,8/31/2020,Giron M.,Polmans M.,1.3,3.5,1st Round,3.0,2.0
New York,8/31/2020,Kukushkin M.,Balazs A.,1.34,3.25,1st Round,3.0,0.0
New York,9/1/2020,Kwon S.W.,Kwiatkowski T.S.,1.32,3.38,1st Round,3.0,1.0
New York,9/1/2020,Berankis R.,Gaio F.,1.17,5.05,1st Round,3.0,1.0
New York,9/1/2020,Edmund K.,Bublik A.,1.32,3.37,1st Round,3.0,1.0
New York,9/1/2020,Johnson S.,Isner J.,3.1,1.37,1st Round,3.0,2.0
New York,9/1/2020,Goffin D.,Opelka R.,1.56,2.43,1st Round,3.0,1.0
New York,9/1/2020,Krajinovic F.,Ymer M.,1.14,5.66,1st Round,3.0,0.0
New York,9/1/2020,Harris L.,Cecchinato M.,1.22,4.26,1st Round,3.0,0.0
New York,9/1/2020,Djokovic N.,Dzumhur D.,1.01,21.84,1st Round,3.0,0.0
New York,9/1/2020,Struff J.L.,Martinez P.,1.14,5.64,1st Round,3.0,0.0
New York,9/1/2020,Garin C.,Blanch U.,1.36,3.16,1st Round,3.0,2.0
New York,9/1/2020,Mmoh M.,Sousa J.,1.77,2.05,1st Round,3.0,1.0
New York,9/1/2020,Kuznetsov An.,Querrey S.,6.45,1.12,1st Round,3.0,0.0
New York,9/1/2020,Murray A.,Nishioka Y.,1.38,3.07,1st Round,3.0,2.0
New York,9/1/2020,Ruud C.,Mcdonald M.,1.58,2.39,1st Round,3.0,2.0
New York,9/1/2020,Nagal S.,Klahn B.,2.61,1.5,1st Round,3.0,1.0
New York,9/1/2020,Ruusuvuori E.,Bedene A.,2.1,1.74,1st Round,3.0,2.0
New York,9/1/2020,Khachanov K.,Sinner J.,1.54,2.48,1st Round,3.0,2.0
New York,9/1/2020,Thiem D.,Munar J.,1.05,10.48,1st Round,2.0,0.0
New York,9/1/2020,Auger-Aliassime F.,Monteiro T.,1.1,7.05,1st Round,3.0,1.0
New York,9/1/2020,Cilic M.,Kudla D.,1.3,3.54,1st Round,3.0,2.0
New York,9/1/2020,Rublev A.,Chardy J.,1.12,6.31,1st Round,3.0,0.0
New York,9/1/2020,Barrere G.,Daniel T.,1.44,2.8,1st Round,3.0,1.0
New York,9/1/2020,Gombos N.,Albot R.,1.46,2.72,1st Round,3.0,0.0
New York,9/1/2020,Evans D.,Seyboth Wild T.,1.14,5.73,1st Round,3.0,0.0
New York,9/1/2020,Pospisil V.,Kohlschreiber P.,1.67,2.21,1st Round,3.0,0.0
New York,9/1/2020,Wolf J.J.,Pella G.,1.59,2.35,1st Round,3.0,1.0
New York,9/1/2020,Carballes Baena R.,Lopez F.,2.79,1.44,1st Round,3.0,1.0
New York,9/1/2020,Bautista Agut R.,Sandgren T.,1.16,5.18,1st Round,3.0,0.0
New York,9/2/2020,Kecmanovic M.,Mager G.,1.18,4.94,1st Round,3.0,2.0
New York,9/2/2020,Raonic M.,Mayer L.,1.04,12.17,1st Round,3.0,0.0
New York,9/2/2020,Moutet C.,Vesely J.,1.67,2.2,1st Round,3.0,0.0
New York,9/2/2020,Dimitrov G.,Paul T.,1.55,2.45,1st Round,3.0,0.0
New York,9/2/2020,O Connell C.,Djere L.,1.63,2.29,1st Round,3.0,1.0
New York,9/2/2020,Fucsovics M.,Dellien H.,1.04,12.18,1st Round,3.0,0.0
New York,9/2/2020,Escobedo E.,Majchrzak K.,2.69,1.47,1st Round,3.0,0.0
New York,9/2/2020,Gasquet R.,Karlovic I.,1.13,6.04,1st Round,3.0,0.0
New York,9/2/2020,Tiafoe F.,Seppi A.,1.57,2.41,1st Round,3.0,1.0
New York,9/2/2020,De Minaur A.,Martin A.,1.05,10.55,1st Round,3.0,0.0
New York,9/2/2020,Berrettini M.,Soeda G.,1.02,14.69,1st Round,3.0,0.0
New York,9/2/2020,Caruso S.,Duckworth J.,1.53,2.5,1st Round,3.0,1.0
New York,9/2/2020,Millman J.,Basilashvili N.,1.3,3.51,1st Round,3.0,0.0
New York,9/2/2020,Humbert U.,Sugita Y.,1.22,4.26,1st Round,3.0,0.0
New York,9/2/2020,Medvedev D.,Delbonis F.,1.01,19.56,1st Round,3.0,0.0
New York,9/2/2020,Krajinovic F.,Giron M.,1.1,7.24,2nd Round,3.0,0.0
New York,9/2/2020,Kukushkin M.,Garin C.,2.06,1.77,2nd Round,3.0,2.0
New York,9/2/2020,Zverev A.,Nakashima B.,1.17,5.03,2nd Round,3.0,1.0
New York,9/2/2020,Thompson J.,Gerasimov E.,1.73,2.11,2nd Round,3.0,1.0
New York,9/2/2020,Goffin D.,Harris L.,1.14,5.62,2nd Round,3.0,1.0
New York,9/2/2020,Struff J.L.,Mmoh M.,1.15,5.58,2nd Round,3.0,0.0
New York,9/2/2020,Djokovic N.,Edmund K.,1.03,14.11,2nd Round,3.0,1.0
New York,9/2/2020,Mannarino A.,Sock J.,1.45,2.78,2nd Round,3.0,0.0
New York,9/2/2020,Davidovich Fokina A.,Hurkacz H.,4.52,1.2,2nd Round,3.0,1.0
New York,9/3/2020,Norrie C.,Coria F.,1.07,8.71,2nd Round,3.0,0.0
New York,9/3/2020,Carreno Busta P.,Krueger M.,1.12,6.28,2nd Round,3.0,0.0
New York,9/3/2020,Fritz T.,Simon G.,1.44,2.8,2nd Round,3.0,0.0
New York,9/3/2020,Coric B.,Londero J.I.,1.22,4.28,2nd Round,3.0,2.0
New York,9/3/2020,Berankis R.,Johnson S.,2.07,1.76,2nd Round,3.0,1.0
New York,9/3/2020,Shapovalov D.,Kwon S.W.,1.2,4.62,2nd Round,3.0,1.0
New York,9/3/2020,Tsitsipas S.,Cressy M.,1.01,19.03,2nd Round,3.0,0.0
New York,9/3/2020,Bautista Agut R.,Kecmanovic M.,1.11,6.7,2nd Round,3.0,1.0
New York,9/3/2020,De Minaur A.,Gasquet R.,1.34,3.28,2nd Round,3.0,1.0
New York,9/3/2020,Khachanov K.,Kuznetsov An.,1.22,4.32,2nd Round,3.0,0.0
New York,9/3/2020,Cilic M.,Gombos N.,1.34,3.29,2nd Round,3.0,1.0
New York,9/3/2020,Rublev A.,Barrere G.,1.08,7.77,2nd Round,3.0,0.0
New York,9/3/2020,Caruso S.,Escobedo E.,1.9,1.9,2nd Round,3.0,1.0
New York,9/3/2020,Ruud C.,Ruusuvuori E.,2.48,1.54,2nd Round,2.0,0.0
New York,9/3/2020,Pospisil V.,Raonic M.,5.15,1.16,2nd Round,3.0,1.0
New York,9/3/2020,Thiem D.,Nagal S.,1.04,12.42,2nd Round,3.0,0.0
New York,9/3/2020,Wolf J.J.,Carballes Baena R.,1.32,3.41,2nd Round,3.0,0.0
New York,9/3/2020,Fucsovics M.,Dimitrov G.,2.33,1.61,2nd Round,3.0,2.0
New York,9/3/2020,Tiafoe F.,Millman J.,2.44,1.56,2nd Round,3.0,2.0
New York,9/3/2020,Berrettini M.,Humbert U.,1.34,3.27,2nd Round,3.0,0.0
New York,9/4/2020,Medvedev D.,O Connell C.,1.01,17.92,2nd Round,3.0,0.0
New York,9/4/2020,Auger-Aliassime F.,Murray A.,1.53,2.52,2nd Round,3.0,0.0
New York,9/4/2020,Moutet C.,Evans D.,3.67,1.28,2nd Round,3.0,1.0
New York,9/4/2020,Davidovich Fokina A.,Norrie C.,2.71,1.47,3rd Round,3.0,1.0
New York,9/4/2020,Goffin D.,Krajinovic F.,2.47,1.55,3rd Round,3.0,0.0
New York,9/4/2020,Thompson J.,Kukushkin M.,1.36,3.17,3rd Round,3.0,0.0
New York,9/4/2020,Carreno Busta P.,Berankis R.,1.3,3.52,3rd Round,3.0,0.0
New York,9/4/2020,Shapovalov D.,Fritz T.,1.58,2.39,3rd Round,3.0,2.0
New York,9/5/2020,Zverev A.,Mannarino A.,1.16,5.19,3rd Round,3.0,1.0
New York,9/5/2020,Djokovic N.,Struff J.L.,1.03,13.0,3rd Round,3.0,0.0
New York,9/5/2020,Coric B.,Tsitsipas S.,7.07,1.1,3rd Round,3.0,2.0
New York,9/5/2020,Rublev A.,Caruso S.,1.06,9.34,3rd Round,3.0,0.0
New York,9/5/2020,Medvedev D.,Wolf J.J.,1.04,10.9,3rd Round,3.0,0.0
New York,9/5/2020,Pospisil V.,Bautista Agut R.,3.46,1.31,3rd Round,3.0,2.0
New York,9/5/2020,De Minaur A.,Khachanov K.,1.63,2.27,3rd Round,3.0,2.0
New York,9/5/2020,Berrettini M.,Ruud C.,1.15,5.62,3rd Round,3.0,0.0
New York,9/5/2020,Auger-Aliassime F.,Moutet C.,1.21,4.45,3rd Round,3.0,0.0
New York,9/5/2020,Tiafoe F.,Fucsovics M.,2.47,1.55,3rd Round,3.0,0.0
New York,9/6/2020,Thiem D.,Cilic M.,1.21,4.41,3rd Round,3.0,1.0
New York,9/6/2020,Zverev A.,Davidovich Fokina A.,1.12,6.52,4th Round,3.0,0.0
New York,9/6/2020,Carreno Busta P.,Djokovic N.,13.87,1.03,4th Round,0.0,0.0
New York,9/7/2020,Coric B.,Thompson J.,1.53,2.52,4th Round,3.0,0.0
New York,9/7/2020,Shapovalov D.,Goffin D.,2.14,1.72,4th Round,3.0,1.0
New York,9/7/2020,De Minaur A.,Pospisil V.,1.46,2.73,4th Round,3.0,0.0
New York,9/7/2020,Thiem D.,Auger-Aliassime F.,1.39,3.05,4th Round,3.0,0.0
New York,9/8/2020,Rublev A.,Berrettini M.,1.99,1.83,4th Round,3.0,1.0
New York,9/8/2020,Medvedev D.,Tiafoe F.,1.1,7.11,4th Round,3.0,0.0
New York,9/8/2020,Zverev A.,Coric B.,1.35,3.22,Quarterfinals,3.0,1.0
New York,9/9/2020,Carreno Busta P.,Shapovalov D.,2.23,1.67,Quarterfinals,3.0,2.0
New York,9/9/2020,Medvedev D.,Rublev A.,1.25,3.98,Quarterfinals,3.0,0.0
New York,9/10/2020,Thiem D.,De Minaur A.,1.18,5.04,Quarterfinals,3.0,0.0
New York,9/11/2020,Zverev A.,Carreno Busta P.,1.35,3.28,Semifinals,3.0,2.0
New York,9/12/2020,Thiem D.,Medvedev D.,1.98,1.86,Semifinals,3.0,0.0
New York,9/13/2020,Thiem D.,Zverev A.,1.27,3.84,The Final,3.0,2.0
Rome,9/14/2020,Krajinovic F.,Auger-Aliassime F.,1.62,2.31,1st Round,2.0,0.0
Rome,9/14/2020,Ruud C.,Khachanov K.,1.99,1.81,1st Round,2.0,1.0
Rome,9/14/2020,Dimitrov G.,Mager G.,1.52,2.53,1st Round,2.0,0.0
Rome,9/14/2020,Cilic M.,Bublik A.,1.34,3.26,1st Round,2.0,1.0
Rome,9/14/2020,Coric B.,Garin C.,2.01,1.8,1st Round,2.0,0.0
Rome,9/14/2020,Sonego L.,Basilashvili N.,1.35,3.21,1st Round,2.0,0.0
Rome,9/14/2020,Humbert U.,Anderson K.,2.28,1.63,1st Round,2.0,0.0
Rome,9/14/2020,Hurkacz H.,Evans D.,1.65,2.24,1st Round,2.0,1.0
Rome,9/14/2020,Nishikori K.,Ramos-Vinolas A.,1.52,2.53,1st Round,2.0,0.0
Rome,9/14/2020,Sinner J.,Paire B.,1.28,3.67,1st Round,2.0,0.0
Rome,9/14/2020,Travaglia S.,Fritz T.,2.27,1.63,1st Round,2.0,0.0
Rome,9/15/2020,Rublev A.,Bagnis F.,1.19,4.63,1st Round,2.0,0.0
Rome,9/15/2020,Millman J.,Sousa J.,1.49,2.62,1st Round,2.0,0.0
Rome,9/15/2020,Coria F.,Struff J.L.,3.32,1.33,1st Round,2.0,0.0
Rome,9/15/2020,Koepfer D.,De Minaur A.,3.1,1.37,1st Round,2.0,1.0
Rome,9/15/2020,Caruso S.,Sandgren T.,2.12,1.73,1st Round,2.0,1.0
Rome,9/15/2020,Martinez P.,Querrey S.,1.35,3.18,1st Round,2.0,0.0
Rome,9/15/2020,Lajovic D.,Davidovich Fokina A.,3.01,1.38,1st Round,2.0,0.0
Rome,9/15/2020,Shapovalov D.,Pella G.,1.94,1.87,1st Round,2.0,0.0
Rome,9/15/2020,Nishioka Y.,Kecmanovic M.,2.88,1.41,1st Round,2.0,0.0
Rome,9/15/2020,Cecchinato M.,Edmund K.,1.93,1.87,1st Round,2.0,1.0
Rome,9/15/2020,Raonic M.,Mannarino A.,1.19,4.83,1st Round,2.0,0.0
Rome,9/15/2020,Musetti L.,Wawrinka S.,3.61,1.29,1st Round,2.0,0.0
Rome,9/16/2020,Berrettini M.,Coria F.,1.19,4.73,2nd Round,2.0,0.0
Rome,9/16/2020,Cilic M.,Goffin D.,2.82,1.43,2nd Round,2.0,0.0
Rome,9/16/2020,Travaglia S.,Coric B.,2.81,1.43,2nd Round,2.0,0.0
Rome,9/16/2020,Djokovic N.,Caruso S.,1.03,13.26,2nd Round,2.0,0.0
Rome,9/16/2020,Sinner J.,Tsitsipas S.,3.68,1.28,2nd Round,2.0,1.0
Rome,9/16/2020,Krajinovic F.,Cecchinato M.,1.34,3.24,2nd Round,2.0,0.0
Rome,9/16/2020,Dimitrov G.,Nishioka Y.,1.5,2.56,2nd Round,2.0,0.0
Rome,9/16/2020,Nadal R.,Carreno Busta P.,1.05,10.54,2nd Round,2.0,0.0
Rome,9/17/2020,Shapovalov D.,Martinez P.,1.31,3.48,2nd Round,2.0,0.0
Rome,9/17/2020,Schwartzman D.,Millman J.,1.3,3.53,2nd Round,2.0,0.0
Rome,9/17/2020,Lajovic D.,Raonic M.,3.17,1.36,2nd Round,2.0,1.0
Rome,9/17/2020,Humbert U.,Fognini F.,1.79,2.02,2nd Round,2.0,0.0
Rome,9/17/2020,Hurkacz H.,Rublev A.,4.85,1.18,2nd Round,2.0,1.0
Rome,9/17/2020,Ruud C.,Sonego L.,1.44,2.8,2nd Round,2.0,0.0
Rome,9/17/2020,Musetti L.,Nishikori K.,1.96,1.84,2nd Round,2.0,0.0
Rome,9/17/2020,Koepfer D.,Monfils G.,2.89,1.41,2nd Round,2.0,0.0
Rome,9/18/2020,Berrettini M.,Travaglia S.,1.24,4.03,3rd Round,2.0,0.0
Rome,9/18/2020,Dimitrov G.,Sinner J.,1.99,1.82,3rd Round,2.0,1.0
Rome,9/18/2020,Shapovalov D.,Humbert U.,1.33,3.36,3rd Round,2.0,1.0
Rome,9/18/2020,Ruud C.,Cilic M.,1.66,2.23,3rd Round,2.0,0.0
Rome,9/18/2020,Djokovic N.,Krajinovic F.,1.18,4.95,3rd Round,2.0,0.0
Rome,9/18/2020,Koepfer D.,Musetti L.,3.02,1.38,3rd Round,2.0,0.0
Rome,9/18/2020,Schwartzman D.,Hurkacz H.,1.53,2.52,3rd Round,2.0,1.0
Rome,9/18/2020,Nadal R.,Lajovic D.,1.02,16.38,3rd Round,2.0,0.0
Rome,9/19/2020,Ruud C.,Berrettini M.,2.28,1.63,Quarterfinals,2.0,1.0
Rome,9/19/2020,Djokovic N.,Koepfer D.,1.02,13.71,Quarterfinals,2.0,1.0
Rome,9/19/2020,Shapovalov D.,Dimitrov G.,2.0,1.81,Quarterfinals,2.0,1.0
Rome,9/19/2020,Schwartzman D.,Nadal R.,14.71,1.03,Quarterfinals,2.0,0.0
Rome,9/20/2020,Djokovic N.,Ruud C.,17.0,5.05,Semifinals,2.0,0.0
Rome,9/20/2020,Schwartzman D.,Shapovalov D.,1.63,2.28,Semifinals,2.0,1.0
Rome,9/21/2020,Djokovic N.,Schwartzman D.,1.16,5.26,The Final,2.0,0.0
Hamburg,9/21/2020,Cuevas P.,Fritz T.,2.01,1.8,1st Round,2.0,0.0
Hamburg,9/21/2020,Vesely J.,Simon G.,1.81,2.0,1st Round,2.0,0.0
Hamburg,9/21/2020,Paul T.,Anderson K.,1.6,2.34,1st Round,2.0,1.0
Hamburg,9/21/2020,Rublev A.,Sandgren T.,1.29,3.58,1st Round,2.0,0.0
Hamburg,9/22/2020,Garin C.,Nishikori K.,1.82,1.98,1st Round,2.0,0.0
Hamburg,9/22/2020,Bautista Agut R.,Basilashvili N.,1.17,5.0,1st Round,2.0,0.0
Hamburg,9/22/2020,Koepfer D.,Nishioka Y.,1.62,2.3,1st Round,2.0,1.0
Hamburg,9/22/2020,Hanfmann Y.,Monfils G.,1.88,1.91,1st Round,2.0,0.0
Hamburg,9/22/2020,Fognini F.,Kohlschreiber P.,2.15,1.7,1st Round,2.0,1.0
Hamburg,9/22/2020,Auger-Aliassime F.,Sonego L.,1.42,2.88,1st Round,2.0,0.0
Hamburg,9/22/2020,Bublik A.,Ramos-Vinolas A.,2.39,1.57,1st Round,2.0,0.0
Hamburg,9/22/2020,Khachanov K.,Struff J.L.,1.79,2.02,1st Round,2.0,1.0
Hamburg,9/22/2020,Humbert U.,Medvedev D.,4.61,1.2,1st Round,2.0,0.0
Hamburg,9/22/2020,Lajovic D.,Mannarino A.,1.28,3.68,1st Round,2.0,0.0
Hamburg,9/23/2020,Ruud C.,Paire B.,1.17,4.94,1st Round,1.0,0.0
Hamburg,9/23/2020,Tsitsipas S.,Evans D.,1.16,5.16,1st Round,2.0,0.0
Hamburg,9/23/2020,Garin C.,Hanfmann Y.,1.65,2.22,2nd Round,2.0,0.0
Hamburg,9/23/2020,Rublev A.,Paul T.,1.15,5.49,2nd Round,2.0,1.0
Hamburg,9/23/2020,Bublik A.,Auger-Aliassime F.,4.47,1.2,2nd Round,2.0,0.0
Hamburg,9/23/2020,Bautista Agut R.,Koepfer D.,1.29,3.58,2nd Round,2.0,1.0
Hamburg,9/24/2020,Lajovic D.,Khachanov K.,1.95,1.85,2nd Round,2.0,0.0
Hamburg,9/24/2020,Tsitsipas S.,Cuevas P.,1.19,4.74,2nd Round,2.0,0.0
Hamburg,9/24/2020,Humbert U.,Vesely J.,1.55,2.45,2nd Round,2.0,0.0
Hamburg,9/24/2020,Ruud C.,Fognini F.,1.39,2.97,2nd Round,2.0,0.0
