Location,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets
London,7/2/2019,Querrey S.,Thiem D.,2.23,1.66,1st Round,3.0,1.0
London,7/2/2019,Simon G.,Caruso S.,1.26,3.85,1st Round,3.0,0.0
London,7/2/2019,Norrie C.,Istomin D.,1.5,2.59,1st Round,3.0,0.0
London,7/2/2019,Rublev A.,Garin C.,2.58,1.51,1st Round,3.0,1.0
London,7/2/2019,Koepfer D.,Krajinovic F.,2.13,1.72,1st Round,3.0,1.0
London,7/2/2019,Clarke J.,Rubin N.,2.58,1.5,1st Round,3.0,1.0
London,7/2/2019,Federer R.,Harris L.,1.01,20.67,1st Round,3.0,1.0
London,7/2/2019,Sandgren T.,Uchiyama Y.,1.72,2.14,1st Round,3.0,1.0
London,7/2/2019,Tsonga J.W.,Tomic B.,1.19,4.72,1st Round,3.0,0.0
London,7/2/2019,Struff J.L.,Albot R.,1.29,3.62,1st Round,3.0,0.0
London,7/2/2019,Fritz T.,Berdych T.,1.42,2.9,1st Round,3.0,0.0
London,7/2/2019,Schwartzman D.,Ebden M.,1.46,2.72,1st Round,3.0,1.0
London,7/2/2019,Berankis R.,Shapovalov D.,6.79,1.11,1st Round,3.0,0.0
London,7/2/2019,Nadal R.,Sugita Y.,1.03,13.52,1st Round,3.0,0.0
London,7/2/2019,Millman J.,Dellien H.,1.06,9.17,1st Round,3.0,0.0
London,7/2/2019,Fognini F.,Tiafoe F.,1.76,2.07,1st Round,3.0,2.0
London,7/2/2019,Kukushkin M.,Andujar P.,1.18,4.92,1st Round,3.0,0.0
London,7/2/2019,Barrere G.,Bublik A.,2.11,1.73,1st Round,3.0,1.0
London,7/2/2019,Djere L.,Andreozzi G.,1.32,3.44,1st Round,3.0,1.0
London,7/2/2019,Cilic M.,Mannarino A.,1.3,3.53,1st Round,3.0,0.0
London,7/2/2019,Fucsovics M.,Novak D.,1.78,2.04,1st Round,3.0,1.0
London,7/2/2019,Isner J.,Ruud C.,1.26,3.9,1st Round,3.0,0.0
London,7/2/2019,Sousa J.,Jubb P.,1.25,3.96,1st Round,3.0,1.0
London,7/2/2019,Pouille L.,Gasquet R.,1.64,2.26,1st Round,3.0,0.0
London,7/3/2019,Vesely J.,Cuevas P.,1.29,3.67,2nd Round,3.0,1.0
London,7/3/2019,Paire B.,Kecmanovic M.,1.7,2.16,2nd Round,2.0,0.0
London,7/3/2019,Opelka R.,Wawrinka S.,4.23,1.23,2nd Round,3.0,2.0
London,7/3/2019,Fabbiano T.,Karlovic I.,1.9,1.91,2nd Round,3.0,2.0
London,7/3/2019,Medvedev D.,Popyrin A.,1.22,4.36,2nd Round,3.0,1.0
London,7/3/2019,Goffin D.,Chardy J.,1.3,3.54,2nd Round,3.0,0.0
London,7/3/2019,Hurkacz H.,Mayer L.,1.42,2.87,2nd Round,3.0,1.0
London,7/3/2019,Raonic M.,Haase R.,1.09,7.43,2nd Round,3.0,0.0
London,7/3/2019,Bautista Agut R.,Darcis S.,1.04,10.98,2nd Round,2.0,0.0
London,7/3/2019,Verdasco F.,Edmund K.,2.44,1.56,2nd Round,3.0,2.0
London,7/3/2019,Khachanov K.,Lopez F.,1.78,2.04,2nd Round,3.0,1.0
London,7/3/2019,Pella G.,Seppi A.,2.61,1.5,2nd Round,3.0,2.0
London,7/3/2019,Humbert U.,Granollers M.,2.2,1.67,2nd Round,3.0,0.0
London,7/3/2019,Auger-Aliassime F.,Moutet C.,1.16,5.4,2nd Round,3.0,1.0
London,7/3/2019,Anderson K.,Tipsarevic J.,1.06,9.15,2nd Round,3.0,1.0
London,7/3/2019,Djokovic N.,Kudla D.,1.01,22.28,2nd Round,3.0,0.0
London,7/4/2019,Johnson S.,De Minaur A.,2.41,1.58,2nd Round,3.0,2.0
London,7/4/2019,Millman J.,Djere L.,1.3,3.55,2nd Round,3.0,0.0
London,7/4/2019,Querrey S.,Rublev A.,1.18,4.89,2nd Round,3.0,0.0
London,7/4/2019,Struff J.L.,Fritz T.,2.18,1.69,2nd Round,3.0,1.0
London,7/4/2019,Evans D.,Basilashvili N.,1.27,3.86,2nd Round,3.0,0.0
London,7/4/2019,Kukushkin M.,Isner J.,4.17,1.23,2nd Round,3.0,2.0
London,7/4/2019,Nishikori K.,Norrie C.,1.15,5.6,2nd Round,3.0,0.0
London,7/4/2019,Sousa J.,Cilic M.,6.58,1.11,2nd Round,3.0,0.0
London,7/4/2019,Tsonga J.W.,Berankis R.,1.09,7.58,2nd Round,3.0,0.0
London,7/4/2019,Federer R.,Clarke J.,1.01,23.36,2nd Round,3.0,0.0
London,7/4/2019,Pouille L.,Barrere G.,1.16,5.37,2nd Round,3.0,0.0
London,7/4/2019,Sandgren T.,Simon G.,4.56,1.21,2nd Round,3.0,2.0
London,7/4/2019,Fognini F.,Fucsovics M.,1.72,2.13,2nd Round,3.0,2.0
London,7/4/2019,Nadal R.,Kyrgios N.,1.25,3.98,2nd Round,3.0,1.0
London,7/4/2019,Berrettini M.,Baghdatis M.,1.12,6.48,2nd Round,3.0,0.0
London,7/4/2019,Schwartzman D.,Koepfer D.,1.39,3.0,2nd Round,3.0,0.0
London,7/5/2019,Raonic M.,Opelka R.,1.33,3.34,3rd Round,3.0,0.0
London,7/5/2019,Paire B.,Vesely J.,1.81,2.01,3rd Round,3.0,1.0
London,7/5/2019,Bautista Agut R.,Khachanov K.,1.5,2.61,3rd Round,3.0,0.0
London,7/5/2019,Pella G.,Anderson K.,6.2,1.13,3rd Round,3.0,0.0
London,7/5/2019,Goffin D.,Medvedev D.,1.89,1.92,3rd Round,3.0,2.0
London,7/5/2019,Djokovic N.,Hurkacz H.,1.01,20.14,3rd Round,3.0,1.0
London,7/5/2019,Verdasco F.,Fabbiano T.,1.57,2.42,3rd Round,3.0,0.0
London,7/5/2019,Humbert U.,Auger-Aliassime F.,4.11,1.24,3rd Round,3.0,0.0
London,7/6/2019,Nishikori K.,Johnson S.,1.21,4.41,3rd Round,3.0,0.0
London,7/6/2019,Querrey S.,Millman J.,1.26,3.91,3rd Round,3.0,0.0
London,7/6/2019,Sandgren T.,Fognini F.,3.51,1.31,3rd Round,3.0,0.0
London,7/6/2019,Kukushkin M.,Struff J.L.,4.18,1.23,3rd Round,3.0,1.0
London,7/6/2019,Berrettini M.,Schwartzman D.,1.32,3.4,3rd Round,3.0,2.0
London,7/6/2019,Nadal R.,Tsonga J.W.,1.17,5.12,3rd Round,3.0,0.0
London,7/6/2019,Federer R.,Pouille L.,1.07,8.59,3rd Round,3.0,0.0
London,7/6/2019,Sousa J.,Evans D.,3.04,1.39,3rd Round,3.0,2.0
London,7/8/2019,Goffin D.,Verdasco F.,1.31,3.52,4th Round,3.0,1.0
London,7/8/2019,Nadal R.,Sousa J.,1.02,16.23,4th Round,3.0,0.0
London,7/8/2019,Bautista Agut R.,Paire B.,1.21,4.43,4th Round,3.0,0.0
London,7/8/2019,Querrey S.,Sandgren T.,1.16,5.36,4th Round,3.0,1.0
London,7/8/2019,Djokovic N.,Humbert U.,1.02,17.58,4th Round,3.0,0.0
London,7/8/2019,Pella G.,Raonic M.,5.17,1.17,4th Round,3.0,2.0
London,7/8/2019,Nishikori K.,Kukushkin M.,1.11,6.91,4th Round,3.0,1.0
London,7/8/2019,Federer R.,Berrettini M.,1.1,7.27,4th Round,3.0,0.0
London,7/10/2019,Djokovic N.,Goffin D.,1.07,9.4,Quarterfinals,3.0,0.0
London,7/10/2019,Bautista Agut R.,Pella G.,1.18,4.96,Quarterfinals,3.0,1.0
London,7/10/2019,Federer R.,Nishikori K.,1.12,6.5,Quarterfinals,3.0,1.0
London,7/10/2019,Nadal R.,Querrey S.,1.14,5.91,Quarterfinals,3.0,0.0
London,7/12/2019,Djokovic N.,Bautista Agut R.,1.08,8.57,Semifinals,3.0,1.0
London,7/12/2019,Federer R.,Nadal R.,2.18,1.71,Semifinals,3.0,1.0
London,7/14/2019,Djokovic N.,Federer R.,1.54,2.56,The Final,3.0,2.0
Bastad,7/15/2019,Carballes Baena R.,Munar J.,1.81,1.99,1st Round,2.0,1.0
Bastad,7/15/2019,Ymer M.,Davidovich Fokina A.,1.62,2.27,1st Round,2.0,1.0
Bastad,7/16/2019,Ramos-Vinolas A.,Lestienne C.,1.33,3.3,1st Round,2.0,0.0
Bastad,7/16/2019,Jarry N.,Laaksonen H.,1.54,2.45,1st Round,2.0,0.0
Bastad,7/16/2019,Novak D.,Darcis S.,1.62,2.27,1st Round,2.0,0.0
Bastad,7/16/2019,Chardy J.,Carreno Busta P.,2.27,1.62,1st Round,2.0,1.0
Bastad,7/16/2019,Londero J.I.,Arguello F.,1.39,2.94,1st Round,2.0,0.0
Bastad,7/16/2019,Dzumhur D.,Ruud C.,3.13,1.36,1st Round,2.0,0.0
Bastad,7/16/2019,Ymer E.,Monteiro T.,2.11,1.72,1st Round,2.0,1.0
Bastad,7/16/2019,Dellien H.,Gulbis E.,1.42,2.84,1st Round,1.0,0.0
Bastad,7/16/2019,Delbonis F.,Zapata Miralles B.,1.26,3.82,1st Round,2.0,1.0
Bastad,7/16/2019,Sousa J.,Kovalik J.,1.59,2.33,1st Round,2.0,0.0
Bastad,7/17/2019,Chardy J.,Garin C.,2.38,1.57,2nd Round,2.0,0.0
Bastad,7/17/2019,Jarry N.,Ymer M.,1.66,2.21,2nd Round,2.0,0.0
Bastad,7/17/2019,Ramos-Vinolas A.,Verdasco F.,2.52,1.52,2nd Round,2.0,0.0
Bastad,7/17/2019,Carballes Baena R.,Dzumhur D.,1.64,2.24,2nd Round,2.0,0.0
Bastad,7/18/2019,Delbonis F.,Cuevas P.,2.21,1.65,2nd Round,2.0,0.0
Bastad,7/18/2019,Sousa J.,Ymer E.,1.64,2.24,2nd Round,2.0,1.0
Bastad,7/18/2019,Gasquet R.,Novak D.,1.52,2.5,2nd Round,2.0,1.0
Bastad,7/18/2019,Londero J.I.,Dellien H.,1.63,2.26,2nd Round,2.0,1.0
Bastad,7/19/2019,Jarry N.,Chardy J.,1.99,1.81,Quarterfinals,2.0,0.0
Bastad,7/19/2019,Delbonis F.,Sousa J.,1.59,2.36,Quarterfinals,2.0,0.0
Bastad,7/19/2019,Londero J.I.,Gasquet R.,1.72,2.12,Quarterfinals,2.0,1.0
Bastad,7/19/2019,Ramos-Vinolas A.,Carballes Baena R.,1.99,1.81,Quarterfinals,2.0,1.0
Bastad,7/20/2019,Jarry N.,Delbonis F.,2.12,1.72,Semifinals,2.0,0.0
Bastad,7/20/2019,Londero J.I.,Ramos-Vinolas A.,2.12,1.71,Semifinals,2.0,0.0
Bastad,7/21/2019,Jarry N.,Londero J.I.,1.64,2.23,The Final,2.0,0.0
Newport,7/15/2019,Ivashka I.,Tomic B.,2.88,1.41,1st Round,2.0,0.0
Newport,7/15/2019,Granollers M.,Gunneswaran P.,1.33,3.28,1st Round,2.0,0.0
Newport,7/15/2019,Andreozzi G.,Karlovic I.,4.03,1.24,1st Round,2.0,0.0
Newport,7/15/2019,Majchrzak K.,Gray A.,1.06,9.15,1st Round,2.0,0.0
Newport,7/15/2019,Sandgren T.,Istomin D.,1.41,2.86,1st Round,2.0,1.0
Newport,7/16/2019,Bublik A.,Bolt A.,1.97,1.82,1st Round,2.0,1.0
Newport,7/16/2019,Ebden M.,Schnur B.,1.67,2.19,1st Round,2.0,1.0
Newport,7/16/2019,Kudla D.,Klahn B.,1.52,2.53,1st Round,2.0,0.0
Newport,7/16/2019,Ramanathan R.,Stakhovsky S.,1.9,1.89,1st Round,2.0,1.0
Newport,7/16/2019,Troicki V.,Jung J.,1.43,2.79,1st Round,2.0,1.0
Newport,7/16/2019,Eubanks C.,Johnson S.,4.43,1.21,1st Round,2.0,0.0
Newport,7/16/2019,Zverev M.,Smyczek T.,2.41,1.56,1st Round,2.0,0.0
Newport,7/17/2019,Bublik A.,Troicki V.,2.25,1.64,2nd Round,2.0,1.0
Newport,7/17/2019,Ebden M.,Kudla D.,2.33,1.6,2nd Round,2.0,0.0
Newport,7/17/2019,Granollers M.,Thompson J.,2.05,1.76,2nd Round,2.0,0.0
Newport,7/17/2019,Ivashka I.,Eubanks C.,2.12,1.72,2nd Round,2.0,0.0
Newport,7/17/2019,Sandgren T.,Mannarino A.,2.22,1.66,2nd Round,2.0,0.0
Newport,7/17/2019,Zverev M.,Andreozzi G.,1.78,2.03,2nd Round,2.0,0.0
Newport,7/17/2019,Isner J.,Majchrzak K.,1.39,2.98,2nd Round,2.0,1.0
Newport,7/17/2019,Humbert U.,Ramanathan R.,1.52,2.5,2nd Round,2.0,0.0
Newport,7/19/2019,Granollers M.,Zverev M.,1.36,2.99,Quarterfinals,2.0,0.0
Newport,7/19/2019,Humbert U.,Ivashka I.,1.37,3.06,Quarterfinals,2.0,1.0
Newport,7/19/2019,Bublik A.,Sandgren T.,2.45,1.54,Quarterfinals,2.0,1.0
Newport,7/19/2019,Isner J.,Ebden M.,1.34,3.27,Quarterfinals,2.0,1.0
Newport,7/20/2019,Bublik A.,Granollers M.,2.6,1.5,Semifinals,2.0,1.0
Newport,7/20/2019,Isner J.,Humbert U.,1.48,2.63,Semifinals,2.0,1.0
Newport,7/21/2019,Isner J.,Bublik A.,1.3,3.5,The Final,2.0,0.0
Umag,7/15/2019,Vesely J.,Stebe C.M.,1.26,3.8,1st Round,2.0,1.0
Umag,7/15/2019,Bedene A.,Cecchinato M.,1.84,1.96,1st Round,2.0,0.0
Umag,7/15/2019,Sinner J.,Sousa P.,2.03,1.77,1st Round,2.0,1.0
Umag,7/16/2019,Bagnis F.,Klizan M.,2.44,1.55,1st Round,2.0,1.0
Umag,7/16/2019,Lorenzi P.,Torebko P.,1.42,2.83,1st Round,2.0,1.0
Umag,7/16/2019,Travaglia S.,Fabbiano T.,1.55,2.42,1st Round,2.0,0.0
Umag,7/16/2019,Serdarusic N.,Trungelliti M.,2.49,1.52,1st Round,2.0,0.0
Umag,7/16/2019,Balazs A.,Galovic V.,1.3,3.51,1st Round,2.0,1.0
Umag,7/16/2019,Rublev A.,Haase R.,1.67,2.17,1st Round,2.0,0.0
Umag,7/16/2019,Mayer L.,Andujar P.,1.84,1.95,1st Round,2.0,0.0
Umag,7/16/2019,Krajinovic F.,Daniel T.,1.15,5.31,1st Round,2.0,0.0
Umag,7/16/2019,Caruso S.,Moutet C.,2.22,1.64,1st Round,2.0,0.0
Umag,7/17/2019,Balazs A.,Krajinovic F.,3.13,1.35,2nd Round,2.0,1.0
Umag,7/17/2019,Mayer L.,Vesely J.,1.45,2.71,2nd Round,2.0,1.0
Umag,7/17/2019,Travaglia S.,Fognini F.,2.97,1.39,2nd Round,1.0,0.0
Umag,7/17/2019,Djere L.,Lorenzi P.,1.23,4.07,2nd Round,2.0,1.0
Umag,7/18/2019,Bagnis F.,Serdarusic N.,1.42,2.82,2nd Round,2.0,0.0
Umag,7/18/2019,Lajovic D.,Rublev A.,1.97,1.83,2nd Round,2.0,0.0
Umag,7/18/2019,Caruso S.,Coric B.,3.22,1.34,2nd Round,2.0,1.0
Umag,7/18/2019,Bedene A.,Sinner J.,1.32,3.33,2nd Round,2.0,0.0
Umag,7/19/2019,Djere L.,Mayer L.,1.85,1.95,Quarterfinals,2.0,1.0
Umag,7/19/2019,Balazs A.,Travaglia S.,2.05,1.77,Quarterfinals,2.0,1.0
Umag,7/19/2019,Lajovic D.,Bedene A.,1.71,2.13,Quarterfinals,2.0,1.0
Umag,7/19/2019,Caruso S.,Bagnis F.,1.62,2.28,Quarterfinals,2.0,0.0
Umag,7/20/2019,Balazs A.,Djere L.,2.61,1.49,Semifinals,2.0,0.0
Umag,7/20/2019,Lajovic D.,Caruso S.,1.5,2.58,Semifinals,1.0,0.0
Umag,7/21/2019,Lajovic D.,Balazs A.,1.5,2.57,The Final,2.0,0.0
Atlanta,7/22/2019,Popyrin A.,Kudla D.,1.68,2.18,1st Round,2.0,0.0
Atlanta,7/22/2019,Norrie C.,Thompson J.,2.03,1.78,1st Round,2.0,1.0
Atlanta,7/22/2019,Klahn B.,Copil M.,1.52,2.52,1st Round,2.0,0.0
Atlanta,7/23/2019,Ebden M.,Majchrzak K.,2.81,1.43,1st Round,2.0,0.0
Atlanta,7/23/2019,Kwon S.W.,Gunneswaran P.,1.33,3.33,1st Round,2.0,1.0
Atlanta,7/23/2019,Opelka R.,Bublik A.,1.35,3.16,1st Round,2.0,0.0
Atlanta,7/23/2019,Evans D.,Jung J.,1.37,3.09,1st Round,2.0,0.0
Atlanta,7/23/2019,Tomic B.,Tiafoe F.,3.52,1.3,1st Round,2.0,1.0
Atlanta,7/23/2019,Albot R.,Sandgren T.,1.78,2.03,1st Round,2.0,0.0
Atlanta,7/24/2019,Humbert U.,Gromley C.,1.04,10.94,1st Round,2.0,0.0
Atlanta,7/24/2019,Kecmanovic M.,Sock J.,1.36,3.13,1st Round,2.0,0.0
Atlanta,7/24/2019,King K.,Dimitrov G.,5.84,1.13,1st Round,2.0,0.0
Atlanta,7/24/2019,Popyrin A.,Herbert P.H.,1.9,1.9,2nd Round,2.0,0.0
Atlanta,7/24/2019,Norrie C.,Kwon S.W.,1.8,2.01,2nd Round,2.0,0.0
Atlanta,7/24/2019,Evans D.,Albot R.,1.55,2.46,2nd Round,2.0,1.0
Atlanta,7/25/2019,Opelka R.,Isner J.,2.33,1.6,2nd Round,2.0,1.0
Atlanta,7/25/2019,Tomic B.,Ebden M.,1.88,1.91,2nd Round,2.0,0.0
Atlanta,7/25/2019,De Minaur A.,Klahn B.,1.45,2.73,2nd Round,2.0,0.0
Atlanta,7/26/2019,Fritz T.,King K.,1.1,6.78,2nd Round,2.0,0.0
Atlanta,7/26/2019,Kecmanovic M.,Humbert U.,1.87,1.93,2nd Round,2.0,0.0
Atlanta,7/26/2019,De Minaur A.,Tomic B.,1.36,3.14,Quarterfinals,1.0,0.0
Atlanta,7/26/2019,Opelka R.,Evans D.,1.75,2.07,Quarterfinals,2.0,0.0
Atlanta,7/26/2019,Norrie C.,Popyrin A.,1.73,2.1,Quarterfinals,2.0,0.0
Atlanta,7/27/2019,Fritz T.,Kecmanovic M.,1.59,2.36,Quarterfinals,2.0,0.0
Atlanta,7/27/2019,De Minaur A.,Opelka R.,1.9,1.91,Semifinals,2.0,1.0
Atlanta,7/28/2019,Fritz T.,Norrie C.,1.39,2.98,Semifinals,2.0,1.0
Atlanta,7/28/2019,De Minaur A.,Fritz T.,1.79,2.02,The Final,2.0,0.0
Gstaad,7/22/2019,Stebe C.M.,Moutet C.,2.89,1.41,1st Round,2.0,0.0
Gstaad,7/22/2019,Vesely J.,Gulbis E.,1.49,2.61,1st Round,2.0,0.0
Gstaad,7/22/2019,Carballes Baena R.,Lorenzi P.,1.32,3.34,1st Round,2.0,1.0
Gstaad,7/22/2019,Andujar P.,Novak D.,1.83,1.97,1st Round,2.0,1.0
Gstaad,7/22/2019,Fabbiano T.,Ehrat S.,1.71,2.13,1st Round,2.0,0.0
Gstaad,7/22/2019,Travaglia S.,Galan D.E.,1.51,2.52,1st Round,2.0,0.0
Gstaad,7/23/2019,Munar J.,Jaziri M.,1.29,3.53,1st Round,2.0,1.0
Gstaad,7/23/2019,Moroni G.,Robredo T.,2.04,1.76,1st Round,2.0,0.0
Gstaad,7/23/2019,Sousa J.,Darcis S.,1.38,2.99,1st Round,2.0,0.0
Gstaad,7/23/2019,Daniel T.,Baldi F.,1.88,1.91,1st Round,2.0,0.0
Gstaad,7/23/2019,Ramos-Vinolas A.,Laaksonen H.,1.67,2.19,1st Round,2.0,0.0
Gstaad,7/23/2019,Istomin D.,Huesler M.A.,1.77,2.04,1st Round,2.0,0.0
Gstaad,7/24/2019,Carballes Baena R.,Travaglia S.,1.66,2.22,2nd Round,2.0,0.0
Gstaad,7/24/2019,Stebe C.M.,Vesely J.,2.76,1.44,2nd Round,2.0,1.0
Gstaad,7/24/2019,Fabbiano T.,Sonego L.,2.78,1.44,2nd Round,2.0,1.0
Gstaad,7/24/2019,Ramos-Vinolas A.,Verdasco F.,2.06,1.76,2nd Round,2.0,0.0
Gstaad,7/25/2019,Andujar P.,Daniel T.,1.44,2.79,2nd Round,2.0,1.0
Gstaad,7/25/2019,Lajovic D.,Istomin D.,1.23,4.08,2nd Round,2.0,1.0
Gstaad,7/25/2019,Sousa J.,Moroni G.,1.44,2.78,2nd Round,2.0,0.0
Gstaad,7/25/2019,Bautista Agut R.,Munar J.,1.33,3.32,2nd Round,2.0,0.0
Gstaad,7/26/2019,Ramos-Vinolas A.,Carballes Baena R.,1.67,2.21,Quarterfinals,2.0,0.0
Gstaad,7/26/2019,Andujar P.,Lajovic D.,2.01,1.82,Quarterfinals,2.0,0.0
Gstaad,7/26/2019,Sousa J.,Bautista Agut R.,3.83,1.26,Quarterfinals,2.0,1.0
Gstaad,7/27/2019,Stebe C.M.,Fabbiano T.,1.91,1.9,Quarterfinals,2.0,1.0
Gstaad,7/27/2019,Ramos-Vinolas A.,Andujar P.,1.64,2.25,Semifinals,2.0,0.0
Gstaad,7/27/2019,Stebe C.M.,Sousa J.,3.51,1.3,Semifinals,2.0,1.0
Gstaad,7/28/2019,Ramos-Vinolas A.,Stebe C.M.,1.25,3.99,The Final,2.0,0.0
Hamburg,7/22/2019,Klizan M.,Altmaier D.,1.41,2.86,1st Round,2.0,0.0
Hamburg,7/22/2019,Fucsovics M.,Kohlschreiber P.,2.25,1.64,1st Round,2.0,0.0
Hamburg,7/22/2019,Chardy J.,Paire B.,2.04,1.78,1st Round,2.0,1.0
Hamburg,7/22/2019,Rublev A.,Garin C.,2.15,1.7,1st Round,2.0,0.0
Hamburg,7/22/2019,Molleker R.,Mayer L.,3.42,1.31,1st Round,2.0,0.0
Hamburg,7/23/2019,Basilashvili N.,Dellien H.,1.78,2.04,1st Round,2.0,0.0
Hamburg,7/23/2019,Struff J.L.,Monteiro T.,1.65,2.23,1st Round,2.0,0.0
Hamburg,7/23/2019,Ruud C.,Haase R.,1.45,2.74,1st Round,2.0,1.0
Hamburg,7/23/2019,Gasquet R.,Nagal S.,1.43,2.83,1st Round,2.0,0.0
Hamburg,7/23/2019,Thiem D.,Cuevas P.,1.25,3.95,1st Round,2.0,0.0
Hamburg,7/23/2019,Londero J.I.,Davidovich Fokina A.,1.44,2.78,1st Round,2.0,0.0
Hamburg,7/23/2019,Carreno Busta P.,Hanfmann Y.,1.76,2.05,1st Round,2.0,0.0
Hamburg,7/23/2019,Zverev A.,Jarry N.,1.41,2.89,1st Round,2.0,0.0
Hamburg,7/23/2019,Krajinovic F.,Djere L.,1.61,2.32,1st Round,2.0,0.0
Hamburg,7/23/2019,Delbonis F.,Cecchinato M.,1.48,2.64,1st Round,2.0,1.0
Hamburg,7/23/2019,Fognini F.,Lenz J.,1.25,4.0,1st Round,2.0,0.0
Hamburg,7/24/2019,Rublev A.,Ruud C.,2.04,1.77,2nd Round,2.0,1.0
Hamburg,7/24/2019,Chardy J.,Gasquet R.,1.81,1.99,2nd Round,2.0,0.0
Hamburg,7/24/2019,Thiem D.,Fucsovics M.,1.16,5.16,2nd Round,2.0,0.0
Hamburg,7/24/2019,Basilashvili N.,Londero J.I.,2.2,1.67,2nd Round,2.0,1.0
Hamburg,7/25/2019,Krajinovic F.,Klizan M.,1.45,2.74,2nd Round,2.0,1.0
Hamburg,7/25/2019,Carreno Busta P.,Struff J.L.,2.47,1.54,2nd Round,2.0,0.0
Hamburg,7/25/2019,Zverev A.,Delbonis F.,1.3,3.54,2nd Round,2.0,0.0
Hamburg,7/25/2019,Fognini F.,Molleker R.,1.33,3.32,2nd Round,2.0,0.0
Hamburg,7/26/2019,Basilashvili N.,Chardy J.,1.91,1.89,Quarterfinals,2.0,0.0
Hamburg,7/26/2019,Rublev A.,Thiem D.,6.29,1.12,Quarterfinals,2.0,0.0
Hamburg,7/26/2019,Zverev A.,Krajinovic F.,1.38,3.05,Quarterfinals,2.0,1.0
Hamburg,7/26/2019,Carreno Busta P.,Fognini F.,1.83,1.98,Quarterfinals,2.0,1.0
Hamburg,7/27/2019,Basilashvili N.,Zverev A.,2.91,1.41,Semifinals,2.0,1.0
Hamburg,7/27/2019,Rublev A.,Carreno Busta P.,1.8,2.02,Semifinals,2.0,1.0
Hamburg,7/28/2019,Basilashvili N.,Rublev A.,2.08,1.75,The Final,2.0,1.0
Kitzbuhel,7/29/2019,Sonego L.,Delbonis F.,2.05,1.76,1st Round,2.0,1.0
Kitzbuhel,7/29/2019,Carballes Baena R.,Dellien H.,1.67,2.19,1st Round,2.0,1.0
Kitzbuhel,7/29/2019,Bachinger M.,Klizan M.,2.7,1.46,1st Round,2.0,1.0
Kitzbuhel,7/29/2019,Novak D.,Rodionov J.,1.21,4.33,1st Round,2.0,0.0
