Location,Surface,Date,Tournament
Indian Wells,Hard,3/13/2012,BNP Paribas Open
Indian Wells,Hard,3/14/2012,BNP Paribas Open
Indian Wells,Hard,3/15/2012,BNP Paribas Open
Indian Wells,Hard,3/16/2012,BNP Paribas Open
Indian Wells,Hard,3/17/2012,BNP Paribas Open
Indian Wells,Hard,3/18/2012,BNP Paribas Open
Miami,Hard,3/21/2012,Sony Ericsson Open
Miami,Hard,3/22/2012,Sony Ericsson Open
Miami,Hard,3/23/2012,Sony Ericsson Open
Miami,Hard,3/24/2012,Sony Ericsson Open
Miami,Hard,3/25/2012,Sony Ericsson Open
Miami,Hard,3/26/2012,Sony Ericsson Open
Miami,Hard,3/27/2012,Sony Ericsson Open
Miami,Hard,3/28/2012,Sony Ericsson Open
Miami,Hard,3/29/2012,Sony Ericsson Open
Miami,Hard,3/30/2012,Sony Ericsson Open
Miami,Hard,3/31/2012,Sony Ericsson Open
Miami,Hard,4/1/2012,Sony Ericsson Open
Casablanca,Clay,4/9/2012,Grand Prix Hassan II
Casablanca,Clay,4/10/2012,Grand Prix Hassan II
Casablanca,Clay,4/11/2012,Grand Prix Hassan II
Casablanca,Clay,4/12/2012,Grand Prix Hassan II
Casablanca,Clay,4/13/2012,Grand Prix Hassan II
Casablanca,Clay,4/14/2012,Grand Prix Hassan II
Casablanca,Clay,4/15/2012,Grand Prix Hassan II
Houston,Clay,4/9/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/10/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/11/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/12/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/13/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/14/2012,U.S. Men's Clay Court Championships
Houston,Clay,4/15/2012,U.S. Men's Clay Court Championships
Monte Carlo,Clay,4/15/2012,Monte Carlo Masters
Monte Carlo,Clay,4/16/2012,Monte Carlo Masters
Monte Carlo,Clay,4/17/2012,Monte Carlo Masters
Monte Carlo,Clay,4/18/2012,Monte Carlo Masters
Monte Carlo,Clay,4/19/2012,Monte Carlo Masters
Monte Carlo,Clay,4/20/2012,Monte Carlo Masters
Monte Carlo,Clay,4/21/2012,Monte Carlo Masters
Monte Carlo,Clay,4/22/2012,Monte Carlo Masters
Barcelona,Clay,4/23/2012,Open Banco Sabadell
Barcelona,Clay,4/24/2012,Open Banco Sabadell
Barcelona,Clay,4/25/2012,Open Banco Sabadell
Barcelona,Clay,4/26/2012,Open Banco Sabadell
Barcelona,Clay,4/27/2012,Open Banco Sabadell
Barcelona,Clay,4/28/2012,Open Banco Sabadell
Barcelona,Clay,4/29/2012,Open Banco Sabadell
Bucharest,Clay,4/23/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/24/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/25/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/26/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/27/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/28/2012,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/29/2012,BRD Nastase Tiriac Trophy
Belgrade,Clay,4/30/2012,Serbia Open
Belgrade,Clay,5/1/2012,Serbia Open
Belgrade,Clay,5/2/2012,Serbia Open
Belgrade,Clay,5/3/2012,Serbia Open
Belgrade,Clay,5/4/2012,Serbia Open
Belgrade,Clay,5/5/2012,Serbia Open
Belgrade,Clay,5/6/2012,Serbia Open
Estoril ,Clay,4/30/2012,Estoril Open
Estoril ,Clay,5/1/2012,Estoril Open
Estoril ,Clay,5/2/2012,Estoril Open
Estoril ,Clay,5/3/2012,Estoril Open
Estoril ,Clay,5/4/2012,Estoril Open
Estoril ,Clay,5/5/2012,Estoril Open
Estoril ,Clay,5/6/2012,Estoril Open
Munich,Clay,4/30/2012,BMW Open
Munich,Clay,5/1/2012,BMW Open
Munich,Clay,5/2/2012,BMW Open
Munich,Clay,5/3/2012,BMW Open
Munich,Clay,5/4/2012,BMW Open
Munich,Clay,5/5/2012,BMW Open
Munich,Clay,5/6/2012,BMW Open
Madrid,Clay,5/6/2012,Mutua Madrid Open
Madrid,Clay,5/7/2012,Mutua Madrid Open
Madrid,Clay,5/8/2012,Mutua Madrid Open
Madrid,Clay,5/9/2012,Mutua Madrid Open
Madrid,Clay,5/10/2012,Mutua Madrid Open
Madrid,Clay,5/11/2012,Mutua Madrid Open
Madrid,Clay,5/12/2012,Mutua Madrid Open
Madrid,Clay,5/13/2012,Mutua Madrid Open
Rome,Clay,5/13/2012,Internazionali BNL d'Italia
Rome,Clay,5/14/2012,Internazionali BNL d'Italia
Rome,Clay,5/15/2012,Internazionali BNL d'Italia
Rome,Clay,5/16/2012,Internazionali BNL d'Italia
Rome,Clay,5/17/2012,Internazionali BNL d'Italia
Rome,Clay,5/18/2012,Internazionali BNL d'Italia
Rome,Clay,5/19/2012,Internazionali BNL d'Italia
Rome,Clay,5/21/2012,Internazionali BNL d'Italia
Nice,Clay,5/22/2012,Open de Nice Côte d’Azur
Nice,Clay,5/23/2012,Open de Nice Côte d’Azur
Nice,Clay,5/24/2012,Open de Nice Côte d’Azur
Nice,Clay,5/25/2012,Open de Nice Côte d’Azur
Nice,Clay,5/26/2012,Open de Nice Côte d’Azur
Paris,Clay,5/27/2012,French Open
Paris,Clay,5/28/2012,French Open
Paris,Clay,5/29/2012,French Open
Paris,Clay,5/30/2012,French Open
Paris,Clay,5/31/2012,French Open
Paris,Clay,6/1/2012,French Open
Paris,Clay,6/2/2012,French Open
Paris,Clay,6/3/2012,French Open
Paris,Clay,6/4/2012,French Open
Paris,Clay,6/5/2012,French Open
Paris,Clay,6/6/2012,French Open
Paris,Clay,6/8/2012,French Open
Paris,Clay,6/10/2012,French Open
Halle,Grass,6/11/2012,Gerry Weber Open
Halle,Grass,6/12/2012,Gerry Weber Open
Halle,Grass,6/13/2012,Gerry Weber Open
Halle,Grass,6/14/2012,Gerry Weber Open
Halle,Grass,6/15/2012,Gerry Weber Open
Halle,Grass,6/16/2012,Gerry Weber Open
Halle,Grass,6/17/2012,Gerry Weber Open
Queens Club,Grass,6/12/2012,AEGON Championships
Queens Club,Grass,6/13/2012,AEGON Championships
Queens Club,Grass,6/14/2012,AEGON Championships
Queens Club,Grass,6/15/2012,AEGON Championships
Queens Club,Grass,6/16/2012,AEGON Championships
Queens Club,Grass,6/17/2012,AEGON Championships
Eastbourne,Grass,6/18/2012,AEGON International
Eastbourne,Grass,6/19/2012,AEGON International
Eastbourne,Grass,6/20/2012,AEGON International
Eastbourne,Grass,6/22/2012,AEGON International
Eastbourne,Grass,6/23/2012,AEGON International
's-Hertogenbosch,Grass,6/17/2012,Unicef Open
's-Hertogenbosch,Grass,6/18/2012,Unicef Open
's-Hertogenbosch,Grass,6/19/2012,Unicef Open
's-Hertogenbosch,Grass,6/20/2012,Unicef Open
's-Hertogenbosch,Grass,6/21/2012,Unicef Open
's-Hertogenbosch,Grass,6/22/2012,Unicef Open
's-Hertogenbosch,Grass,6/23/2012,Unicef Open
London,Grass,6/25/2012,Wimbledon
London,Grass,6/26/2012,Wimbledon
London,Grass,6/27/2012,Wimbledon
London,Grass,6/28/2012,Wimbledon
London,Grass,6/29/2012,Wimbledon
London,Grass,6/30/2012,Wimbledon
London,Grass,7/2/2012,Wimbledon
London,Grass,7/3/2012,Wimbledon
London,Grass,7/4/2012,Wimbledon
London,Grass,7/6/2012,Wimbledon
London,Grass,7/8/2012,Wimbledon
Bastad,Clay,7/9/2012,SkiStar Swedish Open
Bastad,Clay,7/10/2012,SkiStar Swedish Open
Bastad,Clay,7/11/2012,SkiStar Swedish Open
Bastad,Clay,7/12/2012,SkiStar Swedish Open
Bastad,Clay,7/13/2012,SkiStar Swedish Open
Bastad,Clay,7/14/2012,SkiStar Swedish Open
Bastad,Clay,7/15/2012,SkiStar Swedish Open
Newport,Grass,7/9/2012,Hall of Fame Championships
Newport,Grass,7/10/2012,Hall of Fame Championships
Newport,Grass,7/11/2012,Hall of Fame Championships
Newport,Grass,7/12/2012,Hall of Fame Championships
Newport,Grass,7/13/2012,Hall of Fame Championships
Newport,Grass,7/14/2012,Hall of Fame Championships
Newport,Grass,7/15/2012,Hall of Fame Championships
Stuttgart,Clay,7/9/2012,Mercedes Cup
Stuttgart,Clay,7/10/2012,Mercedes Cup
Stuttgart,Clay,7/11/2012,Mercedes Cup
Stuttgart,Clay,7/12/2012,Mercedes Cup
Stuttgart,Clay,7/13/2012,Mercedes Cup
Stuttgart,Clay,7/14/2012,Mercedes Cup
Stuttgart,Clay,7/15/2012,Mercedes Cup
Umag,Clay,7/9/2012,ATP Vegeta Croatia Open
Umag,Clay,7/10/2012,ATP Vegeta Croatia Open
Umag,Clay,7/11/2012,ATP Vegeta Croatia Open
Umag,Clay,7/12/2012,ATP Vegeta Croatia Open
Umag,Clay,7/13/2012,ATP Vegeta Croatia Open
Umag,Clay,7/14/2012,ATP Vegeta Croatia Open
Umag,Clay,7/15/2012,ATP Vegeta Croatia Open
Atlanta,Hard,7/16/2012,BB&T Atlanta Open
Atlanta,Hard,7/17/2012,BB&T Atlanta Open
Atlanta,Hard,7/18/2012,BB&T Atlanta Open
Atlanta,Hard,7/19/2012,BB&T Atlanta Open
Atlanta,Hard,7/20/2012,BB&T Atlanta Open
Atlanta,Hard,7/21/2012,BB&T Atlanta Open
Atlanta,Hard,7/22/2012,BB&T Atlanta Open
Gstaad,Clay,7/16/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/17/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/18/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/19/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/20/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/21/2012,Crédit Agricole Suisse Open Gstaad
Gstaad,Clay,7/22/2012,Crédit Agricole Suisse Open Gstaad
Hamburg,Clay,7/16/2012,German Open Tennis Championships
Hamburg,Clay,7/17/2012,German Open Tennis Championships
Hamburg,Clay,7/18/2012,German Open Tennis Championships
Hamburg,Clay,7/19/2012,German Open Tennis Championships
Hamburg,Clay,7/20/2012,German Open Tennis Championships
Hamburg,Clay,7/21/2012,German Open Tennis Championships
Hamburg,Clay,7/22/2012,German Open Tennis Championships
Kitzbuhel,Clay,7/22/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/23/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/24/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/25/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/26/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/27/2012,Bet-At-Home Cup
Kitzbuhel,Clay,7/28/2012,Bet-At-Home Cup
Los Angeles,Hard,7/23/2012,Farmers Classic
Los Angeles,Hard,7/24/2012,Farmers Classic
Los Angeles,Hard,7/25/2012,Farmers Classic
Los Angeles,Hard,7/26/2012,Farmers Classic
Los Angeles,Hard,7/27/2012,Farmers Classic
Los Angeles,Hard,7/28/2012,Farmers Classic
Los Angeles,Hard,7/29/2012,Farmers Classic
Washington,Hard,7/30/2012,Citi Open
Washington,Hard,7/31/2012,Citi Open
Washington,Hard,8/1/2012,Citi Open
Washington,Hard,8/2/2012,Citi Open
Washington,Hard,8/3/2012,Citi Open
Washington,Hard,8/4/2012,Citi Open
Washington,Hard,8/5/2012,Citi Open
Toronto,Hard,8/6/2012,Rogers Masters
Toronto,Hard,8/7/2012,Rogers Masters
Toronto,Hard,8/8/2012,Rogers Masters
Toronto,Hard,8/9/2012,Rogers Masters
Toronto,Hard,8/10/2012,Rogers Masters
Toronto,Hard,8/11/2012,Rogers Masters
Toronto,Hard,8/12/2012,Rogers Masters
Toronto,Hard,8/13/2012,Rogers Masters
Cincinnati,Hard,8/12/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/13/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/14/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/15/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/16/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/17/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/18/2012,Western & Southern Financial Group Masters
Cincinnati,Hard,8/19/2012,Western & Southern Financial Group Masters
Winston-Salem,Hard,8/19/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/20/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/21/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/22/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/23/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/24/2012,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/25/2012,Winston-Salem Open at Wake Forest University
New York,Hard,8/27/2012,US Open
New York,Hard,8/28/2012,US Open
New York,Hard,8/29/2012,US Open
New York,Hard,8/30/2012,US Open
New York,Hard,8/31/2012,US Open
New York,Hard,9/1/2012,US Open
New York,Hard,9/2/2012,US Open
New York,Hard,9/3/2012,US Open
New York,Hard,9/4/2012,US Open
New York,Hard,9/5/2012,US Open
New York,Hard,9/6/2012,US Open
New York,Hard,9/7/2012,US Open
New York,Hard,9/8/2012,US Open
New York,Hard,9/9/2012,US Open
New York,Hard,9/10/2012,US Open
Metz,Hard,9/17/2012,Open de Moselle
Metz,Hard,9/18/2012,Open de Moselle
Metz,Hard,9/19/2012,Open de Moselle
Metz,Hard,9/20/2012,Open de Moselle
Metz,Hard,9/21/2012,Open de Moselle
Metz,Hard,9/22/2012,Open de Moselle
Metz,Hard,9/23/2012,Open de Moselle
St. Petersburg,Hard,9/17/2012,St. Petersburg Open
St. Petersburg,Hard,9/18/2012,St. Petersburg Open
St. Petersburg,Hard,9/19/2012,St. Petersburg Open
St. Petersburg,Hard,9/20/2012,St. Petersburg Open
St. Petersburg,Hard,9/21/2012,St. Petersburg Open
St. Petersburg,Hard,9/22/2012,St. Petersburg Open
St. Petersburg,Hard,9/23/2012,St. Petersburg Open
Bangkok,Hard,9/24/2012,Thailand Open
Bangkok,Hard,9/25/2012,Thailand Open
Bangkok,Hard,9/26/2012,Thailand Open
Bangkok,Hard,9/27/2012,Thailand Open
Bangkok,Hard,9/28/2012,Thailand Open
Bangkok,Hard,9/29/2012,Thailand Open
Bangkok,Hard,9/30/2012,Thailand Open
Kuala Lumpur,Hard,9/24/2012,Malaysian Open
Kuala Lumpur,Hard,9/25/2012,Malaysian Open
Kuala Lumpur,Hard,9/26/2012,Malaysian Open
Kuala Lumpur,Hard,9/27/2012,Malaysian Open
Kuala Lumpur,Hard,9/28/2012,Malaysian Open
Kuala Lumpur,Hard,9/29/2012,Malaysian Open
Kuala Lumpur,Hard,9/30/2012,Malaysian Open
Beijing,Hard,10/1/2012,China Open
Beijing,Hard,10/2/2012,China Open
Beijing,Hard,10/3/2012,China Open
Beijing,Hard,10/4/2012,China Open
Beijing,Hard,10/5/2012,China Open
Beijing,Hard,10/6/2012,China Open
Beijing,Hard,10/7/2012,China Open
Tokyo,Hard,10/1/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/2/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/3/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/4/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/5/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/6/2012,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/7/2012,Rakuten Japan Open Tennis Championships
Shanghai,Hard,10/7/2012,Shanghai Masters
Shanghai,Hard,10/8/2012,Shanghai Masters
Shanghai,Hard,10/9/2012,Shanghai Masters
Shanghai,Hard,10/10/2012,Shanghai Masters
Shanghai,Hard,10/11/2012,Shanghai Masters
Shanghai,Hard,10/12/2012,Shanghai Masters
Shanghai,Hard,10/13/2012,Shanghai Masters
Shanghai,Hard,10/14/2012,Shanghai Masters
Moscow,Hard,10/15/2012,Kremlin Cup
Moscow,Hard,10/16/2012,Kremlin Cup
Moscow,Hard,10/17/2012,Kremlin Cup
Moscow,Hard,10/18/2012,Kremlin Cup
Moscow,Hard,10/19/2012,Kremlin Cup
Moscow,Hard,10/20/2012,Kremlin Cup
Moscow,Hard,10/21/2012,Kremlin Cup
Stockholm,Hard,10/15/2012,Stockholm Open
Stockholm,Hard,10/16/2012,Stockholm Open
Stockholm,Hard,10/17/2012,Stockholm Open
Stockholm,Hard,10/18/2012,Stockholm Open
Stockholm,Hard,10/19/2012,Stockholm Open
Stockholm,Hard,10/20/2012,Stockholm Open
Stockholm,Hard,10/21/2012,Stockholm Open
Vienna,Hard,10/15/2012,Erste Bank Open
Vienna,Hard,10/16/2012,Erste Bank Open
Vienna,Hard,10/17/2012,Erste Bank Open
Vienna,Hard,10/18/2012,Erste Bank Open
Vienna,Hard,10/19/2012,Erste Bank Open
Vienna,Hard,10/20/2012,Erste Bank Open
Vienna,Hard,10/21/2012,Erste Bank Open
Basel,Hard,10/22/2012,Swiss Indoors
Basel,Hard,10/23/2012,Swiss Indoors
Basel,Hard,10/24/2012,Swiss Indoors
Basel,Hard,10/25/2012,Swiss Indoors
Basel,Hard,10/26/2012,Swiss Indoors
Basel,Hard,10/27/2012,Swiss Indoors
Basel,Hard,10/28/2012,Swiss Indoors
Valencia,Hard,10/21/2012,Valencia Open 500
Valencia,Hard,10/22/2012,Valencia Open 500
Valencia,Hard,10/23/2012,Valencia Open 500
Valencia,Hard,10/24/2012,Valencia Open 500
Valencia,Hard,10/25/2012,Valencia Open 500
Valencia,Hard,10/26/2012,Valencia Open 500
Valencia,Hard,10/27/2012,Valencia Open 500
Valencia,Hard,10/28/2012,Valencia Open 500
Paris,Hard,10/29/2012,BNP Paribas Masters
Paris,Hard,10/30/2012,BNP Paribas Masters
Paris,Hard,10/31/2012,BNP Paribas Masters
Paris,Hard,11/1/2012,BNP Paribas Masters
Paris,Hard,11/2/2012,BNP Paribas Masters
Paris,Hard,11/3/2012,BNP Paribas Masters
Paris,Hard,11/4/2012,BNP Paribas Masters
London,Hard,11/5/2012,Masters Cup
London,Hard,11/6/2012,Masters Cup
London,Hard,11/7/2012,Masters Cup
London,Hard,11/8/2012,Masters Cup
London,Hard,11/9/2012,Masters Cup
London,Hard,11/10/2012,Masters Cup
London,Hard,11/11/2012,Masters Cup
London,Hard,11/12/2012,Masters Cup
Brisbane,Hard,12/31/2012,Brisbane International
Brisbane,Hard,1/1/2013,Brisbane International
Brisbane,Hard,1/2/2013,Brisbane International
Brisbane,Hard,1/3/2013,Brisbane International
Brisbane,Hard,1/4/2013,Brisbane International
Brisbane,Hard,1/5/2013,Brisbane International
Brisbane,Hard,1/6/2013,Brisbane International
Chennai,Hard,12/31/2012,Chennai Open
Chennai,Hard,1/1/2013,Chennai Open
Chennai,Hard,1/2/2013,Chennai Open
Chennai,Hard,1/3/2013,Chennai Open
Chennai,Hard,1/4/2013,Chennai Open
Chennai,Hard,1/5/2013,Chennai Open
Chennai,Hard,1/6/2013,Chennai Open
Doha,Hard,12/31/2012,Qatar Exxon Mobil Open
Doha,Hard,1/1/2013,Qatar Exxon Mobil Open
Doha,Hard,1/2/2013,Qatar Exxon Mobil Open
Doha,Hard,1/3/2013,Qatar Exxon Mobil Open
Doha,Hard,1/4/2013,Qatar Exxon Mobil Open
Doha,Hard,1/5/2013,Qatar Exxon Mobil Open
Auckland,Hard,1/7/2013,Heineken Open
Auckland,Hard,1/8/2013,Heineken Open
Auckland,Hard,1/9/2013,Heineken Open
Auckland,Hard,1/10/2013,Heineken Open
Auckland,Hard,1/11/2013,Heineken Open
Auckland,Hard,1/12/2013,Heineken Open
Sydney,Hard,1/7/2013,Apia International
Sydney,Hard,1/8/2013,Apia International
Sydney,Hard,1/9/2013,Apia International
Sydney,Hard,1/10/2013,Apia International
Sydney,Hard,1/11/2013,Apia International
Sydney,Hard,1/12/2013,Apia International
Melbourne,Hard,1/14/2013,Australian Open
Melbourne,Hard,1/15/2013,Australian Open
Melbourne,Hard,1/16/2013,Australian Open
Melbourne,Hard,1/17/2013,Australian Open
Melbourne,Hard,1/18/2013,Australian Open
Melbourne,Hard,1/19/2013,Australian Open
Melbourne,Hard,1/20/2013,Australian Open
Melbourne,Hard,1/21/2013,Australian Open
Melbourne,Hard,1/22/2013,Australian Open
Melbourne,Hard,1/23/2013,Australian Open
Melbourne,Hard,1/24/2013,Australian Open
Melbourne,Hard,1/25/2013,Australian Open
Melbourne,Hard,1/27/2013,Australian Open
Montpellier,Hard,2/5/2013,Open Sud de France
Montpellier,Hard,2/6/2013,Open Sud de France
Montpellier,Hard,2/7/2013,Open Sud de France
Montpellier,Hard,2/8/2013,Open Sud de France
Montpellier,Hard,2/9/2013,Open Sud de France
Montpellier,Hard,2/10/2013,Open Sud de France
Vina del Mar,Clay,2/4/2013,VTR Open
Vina del Mar,Clay,2/5/2013,VTR Open
Vina del Mar,Clay,2/6/2013,VTR Open
Vina del Mar,Clay,2/7/2013,VTR Open
Vina del Mar,Clay,2/8/2013,VTR Open
Vina del Mar,Clay,2/9/2013,VTR Open
Vina del Mar,Clay,2/10/2013,VTR Open
Zagreb,Hard,2/5/2013,PBZ Zagreb Indoors
Zagreb,Hard,2/6/2013,PBZ Zagreb Indoors
Zagreb,Hard,2/7/2013,PBZ Zagreb Indoors
Zagreb,Hard,2/8/2013,PBZ Zagreb Indoors
Zagreb,Hard,2/9/2013,PBZ Zagreb Indoors
Zagreb,Hard,2/10/2013,PBZ Zagreb Indoors
Rotterdam,Hard,2/11/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/12/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/13/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/14/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/15/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/16/2013,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/17/2013,ABN AMRO World Tennis Tournament
San Jose,Hard,2/12/2013,SAP Open
San Jose,Hard,2/13/2013,SAP Open
San Jose,Hard,2/14/2013,SAP Open
San Jose,Hard,2/15/2013,SAP Open
San Jose,Hard,2/16/2013,SAP Open
San Jose,Hard,2/17/2013,SAP Open
Sao Paulo,Clay,2/11/2013,Brasil Open
Sao Paulo,Clay,2/12/2013,Brasil Open
Sao Paulo,Clay,2/13/2013,Brasil Open
Sao Paulo,Clay,2/14/2013,Brasil Open
Sao Paulo,Clay,2/15/2013,Brasil Open
Sao Paulo,Clay,2/16/2013,Brasil Open
Sao Paulo,Clay,2/17/2013,Brasil Open
Buenos Aires,Clay,2/18/2013,Copa Claro
Buenos Aires,Clay,2/19/2013,Copa Claro
Buenos Aires,Clay,2/20/2013,Copa Claro
Buenos Aires,Clay,2/21/2013,Copa Claro
Buenos Aires,Clay,2/22/2013,Copa Claro
Buenos Aires,Clay,2/23/2013,Copa Claro
Buenos Aires,Clay,2/24/2013,Copa Claro
Marseille,Hard,2/18/2013,Open 13
Marseille,Hard,2/19/2013,Open 13
Marseille,Hard,2/20/2013,Open 13
Marseille,Hard,2/21/2013,Open 13
Marseille,Hard,2/22/2013,Open 13
Marseille,Hard,2/23/2013,Open 13
Marseille,Hard,2/24/2013,Open 13
Memphis,Hard,2/18/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/19/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/20/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/21/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/22/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/23/2013,U.S. National Indoor Tennis Championships
Memphis,Hard,2/24/2013,U.S. National Indoor Tennis Championships
Acapulco,Clay,2/25/2013,Abierto Mexicano
Acapulco,Clay,2/26/2013,Abierto Mexicano
Acapulco,Clay,2/27/2013,Abierto Mexicano
Acapulco,Clay,2/28/2013,Abierto Mexicano
Acapulco,Clay,3/1/2013,Abierto Mexicano
Acapulco,Clay,3/2/2013,Abierto Mexicano
Acapulco,Clay,3/3/2013,Abierto Mexicano
Delray Beach,Hard,2/25/2013,International Championships
Delray Beach,Hard,2/26/2013,International Championships
Delray Beach,Hard,2/27/2013,International Championships
Delray Beach,Hard,2/28/2013,International Championships
Delray Beach,Hard,3/1/2013,International Championships
Delray Beach,Hard,3/2/2013,International Championships
Delray Beach,Hard,3/3/2013,International Championships
Dubai ,Hard,2/25/2013,Dubai Tennis Championships
Dubai ,Hard,2/26/2013,Dubai Tennis Championships
Dubai ,Hard,2/27/2013,Dubai Tennis Championships
Dubai ,Hard,2/28/2013,Dubai Tennis Championships
Dubai ,Hard,3/1/2013,Dubai Tennis Championships
Dubai ,Hard,3/2/2013,Dubai Tennis Championships
Indian Wells,Hard,3/7/2013,BNP Paribas Open
Indian Wells,Hard,3/8/2013,BNP Paribas Open
Indian Wells,Hard,3/9/2013,BNP Paribas Open
Indian Wells,Hard,3/10/2013,BNP Paribas Open
Indian Wells,Hard,3/11/2013,BNP Paribas Open
Indian Wells,Hard,3/12/2013,BNP Paribas Open
Indian Wells,Hard,3/13/2013,BNP Paribas Open
Indian Wells,Hard,3/14/2013,BNP Paribas Open
Indian Wells,Hard,3/15/2013,BNP Paribas Open
Indian Wells,Hard,3/16/2013,BNP Paribas Open
Indian Wells,Hard,3/17/2013,BNP Paribas Open
Miami,Hard,3/20/2013,Sony Ericsson Open
Miami,Hard,3/21/2013,Sony Ericsson Open
Miami,Hard,3/22/2013,Sony Ericsson Open
Miami,Hard,3/23/2013,Sony Ericsson Open
Miami,Hard,3/24/2013,Sony Ericsson Open
Miami,Hard,3/25/2013,Sony Ericsson Open
Miami,Hard,3/26/2013,Sony Ericsson Open
Miami,Hard,3/27/2013,Sony Ericsson Open
Miami,Hard,3/28/2013,Sony Ericsson Open
Miami,Hard,3/29/2013,Sony Ericsson Open
Miami,Hard,3/31/2013,Sony Ericsson Open
Casablanca,Clay,4/8/2013,Grand Prix Hassan II
Casablanca,Clay,4/9/2013,Grand Prix Hassan II
Casablanca,Clay,4/10/2013,Grand Prix Hassan II
Casablanca,Clay,4/11/2013,Grand Prix Hassan II
Casablanca,Clay,4/12/2013,Grand Prix Hassan II
Casablanca,Clay,4/13/2013,Grand Prix Hassan II
Casablanca,Clay,4/14/2013,Grand Prix Hassan II
Houston,Clay,4/8/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/9/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/10/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/11/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/12/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/13/2013,U.S. Men's Clay Court Championships
Houston,Clay,4/14/2013,U.S. Men's Clay Court Championships
Monte Carlo,Clay,4/14/2013,Monte Carlo Masters
Monte Carlo,Clay,4/15/2013,Monte Carlo Masters
Monte Carlo,Clay,4/16/2013,Monte Carlo Masters
Monte Carlo,Clay,4/17/2013,Monte Carlo Masters
Monte Carlo,Clay,4/18/2013,Monte Carlo Masters
Monte Carlo,Clay,4/19/2013,Monte Carlo Masters
Monte Carlo,Clay,4/20/2013,Monte Carlo Masters
Monte Carlo,Clay,4/21/2013,Monte Carlo Masters
Barcelona,Clay,4/22/2013,Open Banco Sabadell
Barcelona,Clay,4/23/2013,Open Banco Sabadell
Barcelona,Clay,4/24/2013,Open Banco Sabadell
Barcelona,Clay,4/25/2013,Open Banco Sabadell
Barcelona,Clay,4/26/2013,Open Banco Sabadell
Barcelona,Clay,4/27/2013,Open Banco Sabadell
Barcelona,Clay,4/28/2013,Open Banco Sabadell
