Location,Surface,Date,Tournament
Dubai ,Hard,3/15/2021,Dubai Tennis Championships
Dubai ,Hard,3/16/2021,Dubai Tennis Championships
Dubai ,Hard,3/17/2021,Dubai Tennis Championships
Dubai ,Hard,3/18/2021,Dubai Tennis Championships
Dubai ,Hard,3/19/2021,Dubai Tennis Championships
Dubai ,Hard,3/20/2021,Dubai Tennis Championships
Miami,Hard,3/24/2021,Miami Open
Miami,Hard,3/25/2021,Miami Open
Miami,Hard,3/26/2021,Miami Open
Miami,Hard,3/27/2021,Miami Open
Miami,Hard,3/28/2021,Miami Open
Miami,Hard,3/29/2021,Miami Open
Miami,Hard,3/30/2021,Miami Open
Miami,Hard,3/31/2021,Miami Open
Miami,Hard,4/1/2021,Miami Open
Miami,Hard,4/2/2021,Miami Open
Miami,Hard,4/3/2021,Miami Open
Miami,Hard,4/4/2021,Miami Open
Cagliari,Hard,4/5/2021,Sardegna Open
Cagliari,Hard,4/6/2021,Sardegna Open
Cagliari,Hard,4/7/2021,Sardegna Open
Cagliari,Hard,4/8/2021,Sardegna Open
Cagliari,Hard,4/9/2021,Sardegna Open
Cagliari,Hard,4/10/2021,Sardegna Open
Cagliari,Hard,4/11/2021,Sardegna Open
Marbella,Hard,4/5/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/6/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/7/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/8/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/9/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/10/2021,AnyTech365 Andalucia Open
Marbella,Hard,4/11/2021,AnyTech365 Andalucia Open
Monte Carlo,Clay,4/11/2021,Monte Carlo Masters
Monte Carlo,Clay,4/12/2021,Monte Carlo Masters
